Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
23200	-4488.98	-4506.335	17.35473	9.063501e+07	0.29641	0.00358802	0.00660998	0.0039527	0.00276962	0.00569842	0.0253891	0.0142164	0.0446606	0.00250273	0.00847723	0.0110615	0.0127995	0.0889624	0.0347738	0.0692111	0.0523525	0.0428603	0.0448831	0.0191623	0.0298043	0.0206917	0.0361952	0.0233783	0.0528091	0.0193416	0.00667555	0.0140382	0.00291891	0.0151121	0.0204447	0.0108934	0.0842476	0.00396278	0.029002	0.0265856	0.58948	0.0404273	0.0135168	0.306862	0.0231284	0.999866	0.999966	1.00003	1.00013	0.280438	0.383185	0.116413	0.219964	0.6124933	1.159857
23210	-4475.328	-4493.451	18.12322	9.533014e+07	0.312532	0.00680059	0.00477969	0.00191134	2.15371e-05	0.00620558	0.0197635	0.0255847	0.0408611	0.00419533	0.00316756	0.00515522	0.0205463	0.0923225	0.0263579	0.037351	0.0487921	0.0527482	0.0718783	0.0281838	0.0217571	0.0209468	0.0262	0.0261639	0.0268019	0.00589169	0.00876429	0.0169803	0.0114444	0.0210249	0.0105681	0.0127187	0.0503487	0.00142685	0.0128119	0.0316767	0.614988	0.026367	0.00820529	0.295902	0.0228612	0.99987	0.999967	1.00003	1.00013	0.298772	0.385753	0.105627	0.209848	0.6461145	1.083009
23220	-4479.992	-4497.567	17.5745	9.527302e+07	0.321965	0.00165359	0.0116342	0.00143281	0.00387918	0.00304553	0.0253337	0.0311555	0.0449319	0.00377328	0.0107407	0.00605607	0.0100946	0.050149	0.0202977	0.0490438	0.0419036	0.0518307	0.0584342	0.0495825	0.0355464	0.0191232	0.029014	0.0301946	0.0282785	0.00366635	0.00264312	0.0179462	0.00252685	0.0306706	0.0271742	0.00898831	0.0728176	0.000549195	0.0318039	0.0278711	0.597213	0.0215285	0.0142214	0.306658	0.0325079	0.99987	0.999967	1.00003	1.00013	0.296642	0.383061	0.103687	0.21661	0.5993982	1.13788
23230	-4482.67	-4502.19	19.52046	2.271028e+07	0.175818	0.00550635	0.00714862	0.000140238	0.00102113	0.00296866	0.0134009	0.0359072	0.0304295	0.00281344	0.00448142	0.00197201	0.00784863	0.0663935	0.0202977	0.0396157	0.0542333	0.0612593	0.0635947	0.0309244	0.0312084	0.0234909	0.0264763	0.00741772	0.0317163	0.0121291	0.00264312	0.0188608	0.00391321	0.0432246	0.00660836	0.0148248	0.0682702	0.00102897	0.0256971	0.0249613	0.569858	0.0462921	0.0198724	0.314547	0.0244693	0.999733	0.999932	1.00007	1.00027	0.277505	0.406333	0.109578	0.206584	0.6319859	0.9432846
23240	-4477.258	-4496.289	19.03078	2.423061e+07	0.238246	0.00185543	0.00433584	0.00234007	0.00189043	0.00168183	0.0234783	0.0292404	0.0304295	0.011548	0.00613476	0.00261897	0.0151865	0.0681899	0.0229291	0.0480608	0.0363008	0.0432049	0.0706855	0.0203652	0.0187691	0.0108522	0.0222169	0.021217	0.0311313	0.0211303	0.00128427	0.0161945	0.00636805	0.0222017	0.0248299	0.00984561	0.0788177	0.0098547	0.0188173	0.0296966	0.598551	0.0192869	0.0172249	0.282446	0.0527949	0.999742	0.999934	1.00007	1.00026	0.2871	0.377127	0.113116	0.222657	0.6146919	0.9922523
23250	-4486.981	-4504.117	17.13568	6.015624e+07	0.378046	0.000797169	0.00800068	0.00531029	0.00211283	0.00392894	0.0259006	0.0380121	0.026218	0.00310023	0.00184611	0.00450626	0.00846692	0.0888611	0.00505446	0.0761589	0.0466091	0.0478636	0.06216	0.0211086	0.0383581	0.0100087	0.0294086	0.0324883	0.0455602	0.00900437	0.00458947	0.0192648	0.00637552	0.0291122	0.0127967	0.0139596	0.0527044	0.00344035	0.0206286	0.0160251	0.586722	0.031097	0.0244592	0.322033	0.0196635	0.999836	0.999958	1.00004	1.00016	0.289133	0.380588	0.121022	0.209257	0.6295183	1.181762
23260	-4477.675	-4495.261	17.58649	9.572624e+07	0.300333	0.000533304	0.0134819	0.000753269	0.00185554	0.00709943	0.0115057	0.023564	0.0272433	0.00357737	0.00561656	0.00486184	0.0160499	0.0888611	0.042727	0.0559371	0.0360411	0.0523272	0.0899662	0.021736	0.0388181	0.0221804	0.030888	0.00416923	0.0405879	0.00918716	0.0068481	0.0265942	0.00241323	0.0272936	0.0280293	0.0118722	0.067876	0.00117596	0.0146773	0.0255706	0.54098	0.0317211	0.0260053	0.349306	0.0264166	0.99987	0.999967	1.00003	1.00013	0.294365	0.379922	0.114107	0.211607	0.5883708	1.136682
23270	-4480.404	-4498.889	18.48524	8.301472e+07	0.265194	0.000400186	0.00810246	0.000709969	0.0018878	0.00629615	0.0119118	0.019739	0.0208706	0.0074608	0.00343206	0.00310224	0.0137208	0.0968942	0.0299981	0.0349358	0.0246528	0.0656991	0.0629258	0.0161865	0.031261	0.0257215	0.0155141	0.0373939	0.051324	0.00553946	0.000558104	0.0184009	1.17273e-05	0.0243433	0.0223547	0.0083464	0.082287	0.0110565	0.0185742	0.0266199	0.587553	0.0183427	0.037005	0.318069	0.0124101	0.999861	0.999964	1.00004	1.00014	0.303615	0.376342	0.109125	0.210918	0.6344779	1.046807
23280	-4485.263	-4505.602	20.33862	9.286701e+07	0.161192	0.00496167	0.00543585	0.00189785	0.000325155	0.0030628	0.0184901	0.0285062	0.0206626	0.00804558	0.00392793	0.00385913	0.0133844	0.0732875	0.0268274	0.0487383	0.0389798	0.0424117	0.059218	0.0310651	0.0222959	0.0124247	0.0187615	0.0174445	0.0193377	0.00446593	0.00581602	0.0210554	0.00767421	0.0211471	0.0285536	0.00910918	0.0526258	0.00524702	0.0212306	0.0219018	0.617944	0.0204907	0.0316416	0.273656	0.0343662	0.999868	0.999967	1.00003	1.00013	0.28853	0.389547	0.100448	0.221475	0.6473315	0.8614679
23290	-4477.677	-4494.647	16.97001	5.078971e+07	0.310914	0.00387462	0.00429515	0.00203947	0.00167133	0.00770918	0.0134416	0.0314299	0.0475417	0.00412626	0.00608764	0.00680887	0.0159166	0.104051	0.0218662	0.056167	0.0475969	0.0575047	0.054974	0.0391512	0.0308803	0.0192401	0.0463677	0.0315021	0.0177099	0.00913026	0.00734324	0.0264625	0.00588158	0.0236083	0.0222128	0.0198979	0.0644981	0.00976728	0.0266602	0.0265672	0.62006	0.0318923	0.0114605	0.291825	0.0181947	0.999822	0.999955	1.00005	1.00018	0.293841	0.39715	0.100879	0.20813	0.6069059	1.198329
23300	-4480.333	-4497.514	17.18092	2.159786e+07	0.364424	0.00774386	0.0103113	0.000397122	0.000221607	0.00415073	0.0214727	0.023929	0.0286548	0.00458218	0.0033217	0.00962704	0.0172344	0.0838306	0.00892493	0.0435471	0.0435699	0.0368185	0.0588012	0.0382288	0.0278955	0.0184956	0.0553311	0.0632058	0.0150485	0.0144815	0.00504148	0.00866009	0.00718388	0.017922	0.0164401	0.0148703	0.0784768	0.00299642	0.0213983	0.021025	0.624967	0.0410833	0.0149491	0.278062	0.019913	0.999727	0.99993	1.00007	1.00027	0.287418	0.396538	0.106667	0.209377	0.637301	1.177238
23310	-4491.904	-4508.681	16.77688	7.29311e+07	0.365098	0.00131243	0.0148126	0.000402153	0.00243864	0.00424507	0.019966	0.0196529	0.0327931	0.00475498	0.0144153	0.00244705	0.0172344	0.0775338	0.0361634	0.0486589	0.0447038	0.0434284	0.0863184	0.0382288	0.0411719	0.0139572	0.0445516	0.00449288	0.0469644	0.0204204	0.0049797	0.0277389	0.00125261	0.0263732	0.0208947	0.0144383	0.0515768	0.00122984	0.0229921	0.0222726	0.515277	0.0633599	0.0197698	0.355772	0.0235487	0.999851	0.999962	1.00004	1.00015	0.287984	0.401423	0.103663	0.20693	0.6069187	1.217643
23320	-4476.506	-4494.202	17.6959	2.363475e+07	0.335107	0.00160949	0.00718796	0.00178695	0.000110444	0.00288274	0.019966	0.0233272	0.047693	0.00310467	0.011148	0.00725548	0.011694	0.0741032	0.0113114	0.0498522	0.035878	0.0531444	0.0640642	0.0330647	0.0332808	0.0246582	0.0388269	0.0187188	0.0362971	0.00956695	0.00321267	0.0233836	0.0091324	0.0110268	0.0192696	0.00687653	0.0729129	0.00737074	0.016915	0.0249871	0.608886	0.0441015	0.0112493	0.279745	0.0310305	0.999739	0.999933	1.00007	1.00026	0.300355	0.382226	0.106824	0.210594	0.612889	1.125741
23330	-4480.742	-4498.078	17.33551	3907193	0.332395	0.003173	0.00372344	0.00598867	0.000843358	0.0128303	0.0226943	0.0342246	0.0329675	0.00688232	0.00355684	0.00438057	0.0167928	0.069753	0.0202546	0.0565876	0.0478159	0.0460639	0.100911	0.0234109	0.0295216	0.0199633	0.0210316	0.015521	0.0418849	0.0171842	0.000961855	0.0206893	0.00577327	0.0118549	0.016112	0.0115945	0.0744518	0.0022798	0.0277061	0.0278406	0.605425	0.0135895	0.0169118	0.310291	0.0259415	0.999357	0.999836	1.00016	1.00064	0.30697	0.380663	0.107184	0.205183	0.6032297	1.161779
23340	-4481.257	-4499.383	18.1264	3.032479e+07	0.313801	0.00208093	0.0121634	0.00120161	0.000568273	0.00369005	0.0252674	0.0189036	0.0246067	0.00800814	0.00960601	0.014108	0.0189235	0.0690735	0.0235258	0.0473606	0.0481435	0.0394374	0.07849	0.0221132	0.022784	0.0176261	0.0193687	0.0313266	0.0226568	0.0212202	0.00571592	0.0116297	0.00570426	0.021121	0.0301121	0.0047783	0.0661157	0.00217044	0.0192883	0.019914	0.614079	0.0267468	0.0120488	0.274566	0.052646	0.999769	0.999941	1.00006	1.00023	0.280841	0.401413	0.10703	0.210716	0.6489337	1.082691
23350	-4478.079	-4494.855	16.77626	4.271702e+07	0.334503	0.00169352	0.0061424	0.000144431	0.0017872	0.00514209	0.0154163	0.0266769	0.0424547	0.00293791	0.00460613	0.0109509	0.0116882	0.093919	0.0367692	0.0540278	0.0459796	0.0528993	0.07849	0.0348981	0.0358935	0.0268014	0.0124274	0.0269943	0.0271824	0.0133355	0.0031125	0.0160078	0.00228769	0.0189544	0.0296992	0.0193234	0.0975037	0.0121321	0.0149228	0.0204671	0.605336	0.0198534	0.0210029	0.279709	0.0536321	0.999806	0.99995	1.00005	1.00019	0.309325	0.397074	0.103358	0.190243	0.6104413	1.217704
23360	-4475.387	-4494.871	19.48324	1.939873e+07	0.263959	0.00162801	0.00702917	0.000591975	0.0017872	0.00537291	0.0155903	0.0223834	0.0366881	0.00283873	0.00731732	0.00714291	0.0154426	0.0704684	0.0195864	0.0335114	0.0360263	0.0407788	0.0572756	0.036947	0.0125904	0.0185597	0.027309	0.0285574	0.0342526	0.0110047	0.00314125	0.00889368	0.00322497	0.0169131	0.0319018	0.00766121	0.0387944	0.00114212	0.0206942	0.0241787	0.573409	0.0272634	0.0152877	0.297835	0.0620255	0.999711	0.999926	1.00007	1.00029	0.28224	0.410841	0.100254	0.206665	0.6409154	0.9470064
23370	-4481.234	-4499.557	18.32271	1.144535e+07	0.234764	0.000801752	0.00650467	0.00160421	0.00422888	0.00177637	0.022064	0.0440616	0.0406644	0.00583392	0.00731732	0.00706332	0.0152437	0.0780845	0.0199341	0.0559062	0.0501686	0.0527574	0.0962702	0.0162552	0.0258324	0.0187862	0.0349165	0.00401967	0.0293462	0.0289628	0.00157586	0.0198989	0.00212317	0.0179622	0.0086785	0.0150174	0.0641552	0.00225965	0.0282214	0.0219922	0.596392	0.0229507	0.0158214	0.294821	0.0480229	0.999624	0.999904	1.0001	1.00038	0.296365	0.382841	0.101124	0.21967	0.6268707	1.06306
23380	-4481.225	-4498.356	17.1308	5.793879e+07	0.305982	0.00848268	0.00633421	6.56628e-05	0.00349689	0.00558092	0.0152066	0.0259842	0.0418912	0.0044513	0.00492064	0.0132407	0.0103353	0.0855236	0.0167505	0.0505904	0.0273468	0.0507904	0.0816375	0.0327177	0.0529102	0.026334	0.0268996	0.0322292	0.0342673	0.00471116	0.00346898	0.0197755	0.00354255	0.0201909	0.0232873	0.0226663	0.0882564	0.00349372	0.0288885	0.0259696	0.575021	0.0296008	0.0180474	0.313565	0.0377959	0.999833	0.999957	1.00004	1.00017	0.30095	0.394487	0.102702	0.201861	0.6256567	1.182251
23390	-4482.278	-4500.088	17.80993	3.358597e+07	0.298942	0.00482233	0.00445333	0.00289154	0.00122252	0.00281726	0.0163072	0.0329411	0.0385483	0.00618171	0.00762792	0.00283749	0.0100068	0.0648718	0.0403777	0.0551822	0.031806	0.0663641	0.0573808	0.014501	0.0315889	0.0119916	0.0128321	0.046178	0.0256257	0.0139183	0.00412416	0.0197101	0.00575798	0.0516625	0.0196843	0.0137801	0.0693686	0.00397718	0.0240544	0.0271717	0.589332	0.0251614	0.0142597	0.32808	0.0159943	0.999781	0.999944	1.00006	1.00022	0.303366	0.381459	0.10019	0.214985	0.6213434	1.114337
23400	-4473.237	-4490.43	17.19336	6.780578e+07	0.373901	0.00253446	0.00371035	0.00287415	0.00113899	0.00722487	0.0201117	0.0243765	0.0374198	0.00430089	0.0018621	0.00405485	0.0153195	0.0680549	0.0368702	0.0490001	0.0504002	0.0513175	0.0708603	0.0200856	0.0316441	0.0195837	0.0329413	0.0359252	0.00609218	0.0343912	0.0053309	0.0241575	0.00142263	0.00631161	0.0185973	0.0172989	0.0714428	0.00880198	0.0166358	0.0216515	0.64235	0.0199965	0.0102117	0.295106	0.0106842	0.999845	0.99996	1.00004	1.00015	0.288099	0.400121	0.0991958	0.212584	0.6131063	1.175995
23410	-4487.498	-4502.316	14.81802	8410831	0.603954	0.00246427	0.00503327	0.00102131	0.000628596	0.00208003	0.0207209	0.0284708	0.0267536	0.00199472	0.000638109	0.00331762	0.00926662	0.0716694	0.012745	0.0456443	0.0255312	0.0730012	0.0739693	0.0200665	0.0434229	0.0310597	0.0200411	0.0158022	0.0531252	0.0240358	0.01004	0.0150496	0.00530349	0.0138119	0.0141127	0.00949533	0.0947167	0.00204912	0.0324916	0.0278203	0.593607	0.0113863	0.00587715	0.334763	0.0265466	0.999562	0.999888	1.00011	1.00044	0.288062	0.379896	0.117772	0.21427	0.6197397	1.413528
23420	-4485.755	-4502.322	16.56673	9646114	0.398442	0.00078931	0.0145321	0.00486953	0.000403419	0.00223271	0.021021	0.0347097	0.0325282	0.00504854	0.00693477	0.00855316	0.0172292	0.0736832	0.026024	0.0538571	0.0270245	0.0433988	0.0797743	0.0261335	0.0393401	0.014308	0.0224684	0.0463931	0.0375782	0.015595	0.0053963	0.0237092	0.00708735	0.00844454	0.0118436	0.0106261	0.0880653	0.00323223	0.0273815	0.0220849	0.650839	0.0163652	0.0107956	0.265956	0.0339593	0.999591	0.999895	1.0001	1.00041	0.293596	0.375707	0.118789	0.211908	0.624665	1.238658
23430	-4492.914	-4508.809	15.8953	2403651	0.387203	0.00575144	0.0147016	0.00213517	0.000469036	0.00895223	0.0137714	0.0256874	0.0334936	0.00953889	0.0112112	0.00326333	0.0163263	0.094612	0.0183695	0.0489406	0.0747011	0.0543578	0.0688875	0.0339408	0.0132798	0.0130004	0.0232543	0.0159453	0.0658609	0.0129467	0.00327702	0.0259215	0.000492229	0.0469127	0.0367495	0.0062705	0.0796894	0.000215235	0.0356716	0.0226088	0.672717	0.0192377	0.0160321	0.257866	0.0115379	0.99918	0.99979	1.00021	1.00082	0.286525	0.380183	0.111984	0.221307	0.6014407	1.305801
23440	-4494.141	-4509.716	15.5747	2.942504e+07	0.36496	0.00278963	0.00588289	0.00102432	0.00350482	0.00127764	0.0292551	0.0338437	0.0322445	0.00517843	0.00586993	0.0107765	0.015512	0.0910168	0.0251242	0.0758499	0.0739507	0.0475832	0.0912118	0.0347509	0.0511151	0.0297739	0.0310711	0.0310561	0.0180337	0.0145983	0.0109908	0.010952	0.00340198	0.0292386	0.0128477	0.0194475	0.0975258	0.000634832	0.0255661	0.0257296	0.567308	0.02948	0.0277216	0.325002	0.0247589	0.999766	0.99994	1.00006	1.00023	0.304549	0.393221	0.0962966	0.205933	0.5911334	1.33786
23450	-4497.568	-4514.501	16.93294	4.569247e+07	0.315884	0.00352993	0.00606032	0.000487663	0.000811217	0.00697805	0.0143952	0.023704	0.0450196	0.0065712	0.00363132	0.00855557	0.0421374	0.0861251	0.0277976	0.0359348	0.0442868	0.0853823	0.0831834	0.0435854	0.040218	0.0298463	0.0308705	0.0388712	0.00746093	0.0190696	0.0109354	0.0198756	0.00117838	0.00505948	0.0249394	0.00636255	0.0609313	0.0120322	0.0103249	0.0206539	0.610042	0.0235089	0.0176178	0.311597	0.0165803	0.999812	0.999953	1.00005	1.00019	0.316944	0.375691	0.11745	0.189915	0.6104366	1.202036
23460	-4477.839	-4495.758	17.91871	3.328981e+07	0.279626	0.000330063	0.00388083	8.62479e-05	0.00258888	0.00229339	0.0134621	0.0315807	0.0396925	0.00376505	0.00306769	0.0117686	0.0191541	0.0747981	0.0297228	0.0305703	0.0443576	0.0588361	0.0661076	0.0217061	0.028788	0.0277046	0.0368209	0.0241659	0.0331919	0.0186686	0.00350676	0.0182254	0.000566953	0.0236107	0.0327229	0.0206102	0.0719082	0.0111563	0.014418	0.0211237	0.609029	0.0214452	0.0189991	0.272394	0.0570096	0.99978	0.999944	1.00006	1.00022	0.311455	0.364148	0.108701	0.215695	0.610918	1.10346
23470	-4483.406	-4501.476	18.06935	6.09097e+07	0.258336	0.000857118	0.00951552	0.00477696	0.00308607	0.00104125	0.0205307	0.0177666	0.0321158	0.00401715	0.00324477	0.00665308	0.0157549	0.0811763	0.0263859	0.0532346	0.0501658	0.0524646	0.0485424	0.0209493	0.0192442	0.0203991	0.0351684	0.00614407	0.0482073	0.0379314	0.00647275	0.0243502	0.00213851	0.0375602	0.0321791	0.00885622	0.0768161	0.00484803	0.017465	0.0253187	0.608593	0.0354138	0.0220573	0.292196	0.0164209	0.999837	0.999958	1.00004	1.00016	0.309653	0.372168	0.117841	0.200338	0.597994	1.088395
23480	-4491.649	-4509.342	17.69394	1.094525e+07	0.303565	0.00470398	0.00993412	0.000670089	4.31063e-05	0.00268129	0.0269573	0.0304895	0.0310276	0.00579339	0.0035216	0.00737517	0.0236611	0.0795493	0.0197784	0.0499426	0.0283289	0.0529649	0.0454182	0.0310958	0.0393647	0.0180429	0.0418344	0.000984689	0.0531823	0.0387856	0.0104645	0.0276056	0.00595652	0.00631291	0.0398757	0.00496974	0.0459363	0.00700278	0.0281168	0.0127308	0.584433	0.0582621	0.0175474	0.312447	0.0145793	0.999616	0.999902	1.0001	1.00038	0.310545	0.390952	0.101672	0.19683	0.6482263	1.125937
23490	-4485.843	-4501.837	15.99341	2.183114e+07	0.432466	0.00794307	0.0051628	0.00396424	0.00168681	0.00304705	0.0136354	0.0235206	0.0442663	0.00922865	0.013557	0.00247218	0.0326176	0.100256	0.031648	0.0494041	0.0352969	0.0403955	0.0776086	0.0326068	0.0329847	0.0181247	0.021837	0.00254182	0.0531823	0.017358	0.00807527	0.0258185	0.00422803	0.0208829	0.0315206	0.0104628	0.0687093	0.00510009	0.0143806	0.0246299	0.632529	0.021486	0.0136329	0.29251	0.0152122	0.999728	0.999931	1.00007	1.00027	0.31235	0.382269	0.104995	0.200385	0.6164454	1.29599
23500	-4482.091	-4499.943	17.85199	7.21743e+07	0.329076	0.000266694	0.00475595	0.00416514	0.0015129	0.0025681	0.0104015	0.0302419	0.04299	0.0113775	0.00371513	0.00268089	0.0326176	0.0605793	0.0213317	0.0499535	0.0308487	0.0546134	0.0541142	0.0246241	0.0307619	0.0181247	0.0473979	0.00635541	0.0436769	0.0209327	0.000816281	0.0216332	0.00422803	0.0208829	0.0138009	0.0263083	0.0544752	0.00869246	0.0196099	0.0257692	0.615441	0.0408145	0.021789	0.288426	0.00775967	0.999851	0.999962	1.00004	1.00015	0.297993	0.377606	0.10784	0.216561	0.6230252	1.110131
23510	-4477.765	-4496.04	18.2749	3.213092e+07	0.296577	0.00115544	0.00974359	7.56287e-05	0.00357541	0.00242273	0.0163948	0.0197615	0.028744	0.00707401	0.00602792	0.00352448	0.0247462	0.0884288	0.0207349	0.0459586	0.040837	0.0440161	0.0410377	0.0343192	0.0240078	0.0213088	0.0246599	0.0045998	0.0524858	0.020079	0.00631559	0.019132	0.000636154	0.012737	0.0440887	0.0169523	0.056003	0.00489281	0.0247874	0.0238318	0.612718	0.0420494	0.0167045	0.28598	0.0187172	0.999776	0.999943	1.00006	1.00022	0.302752	0.39528	0.108133	0.193835	0.6060714	1.06784
23520	-4485.546	-4503.404	17.85771	7.195877e+07	0.269458	0.00571111	0.00676162	0.00248342	0.000613354	0.00425134	0.0248856	0.0363302	0.0578481	0.00456554	0.00352697	0.00637155	0.0120447	0.0776742	0.00946521	0.0650908	0.040837	0.0672772	0.0711099	0.0245171	0.0309637	0.0115022	0.0239725	0.0231884	0.0293736	0.0279936	0.000275701	0.0167122	0.00723005	0.00355279	0.0242953	0.0107304	0.0686471	0.00967176	0.0306274	0.0274534	0.589514	0.0136102	0.0124269	0.302123	0.0548729	0.99985	0.999962	1.00004	1.00015	0.299257	0.362357	0.116408	0.221978	0.5790469	1.10956
23530	-4492.098	-4508.542	16.4448	9.324531e+07	0.400605	0.00407262	0.00288108	0.00138284	0.00103989	0.00356322	0.0207453	0.033606	0.0266602	0.00815001	0.00431956	0.00981549	0.0352936	0.0738703	0.0254385	0.0691331	0.0397049	0.0352899	0.0819654	0.0309808	0.0550565	0.0171226	0.030533	0.0320798	0.0382246	0.0139834	0.00203107	0.0152959	0.0049975	0.00161369	0.00461976	0.0068922	0.0847169	0.00670572	0.0284602	0.0251398	0.636778	0.00906253	0.0214085	0.275767	0.031845	0.999868	0.999967	1.00003	1.00013	0.281181	0.391142	0.102817	0.22486	0.6031648	1.250851
23540	-4474.622	-4493.375	18.75291	9.912203e+07	0.256738	0.00214065	0.00855694	0.00104397	0.000605374	0.00205387	0.0126129	0.0257568	0.0453315	0.00310008	0.00469482	0.0020347	0.0182327	0.0595621	0.0254718	0.0566609	0.0241168	0.0561017	0.0708225	0.0265366	0.0268745	0.027289	0.0254973	0.00351816	0.0601791	0.0115106	0.00761431	0.0214405	6.9185e-05	0.0178091	0.0203288	0.010779	0.0650969	0.0017265	0.0181318	0.0228722	0.619181	0.0158189	0.016132	0.279275	0.0467215	0.999872	0.999967	1.00003	1.00013	0.285058	0.389615	0.0988215	0.226506	0.6230865	1.020039
23550	-4482.341	-4498.86	16.51894	2.286504e+07	0.479876	0.00695343	0.00363891	0.000581739	0.00235932	0.00579925	0.0137042	0.0155277	0.0261589	0.00990857	0.00469482	0.00370331	0.0291928	0.0797167	0.0168454	0.0516496	0.0317997	0.0435731	0.0541221	0.0270605	0.0320106	0.0149461	0.0202058	0.00590037	0.0488524	0.012392	0.00448905	0.0151773	0.00276492	0.0343732	0.0239415	0.00684345	0.0779524	0.010109	0.0266119	0.0248248	0.584207	0.0243368	0.01331	0.320216	0.0331058	0.999734	0.999932	1.00007	1.00027	0.307022	0.376336	0.108691	0.207951	0.6357632	1.243437
23560	-4487.293	-4505.006	17.71331	7.078088e+07	0.25881	0.00521734	0.00429795	0.00407197	0.000436251	0.0131791	0.010858	0.0305777	0.0281769	0.00682679	0.00862067	0.00423991	0.0131031	0.108833	0.0159049	0.0469104	0.065479	0.0632554	0.0568076	0.0270605	0.0533403	0.0140027	0.0326719	0.00259799	0.0488524	0.000911648	0.00102385	0.0183374	0.00288143	0.0206584	0.0316232	0.0186732	0.0842422	0.00276164	0.0187544	0.0245411	0.610339	0.0280289	0.0176847	0.289091	0.0303153	0.999849	0.999961	1.00004	1.00015	0.293119	0.381459	0.118042	0.20738	0.6356932	1.123999
23570	-4484.23	-4501.767	17.53755	2.257277e+07	0.296835	0.00658017	0.0104318	0.00527063	0.000695886	0.0054401	0.0125904	0.0245253	0.0376392	0.00455535	0.00749066	0.00960533	0.017331	0.10173	0.0278057	0.0533713	0.0295199	0.0601279	0.0695967	0.0428914	0.0355828	0.0130563	0.0341955	0.00179235	0.0360174	0.00308264	0.00783041	0.0311257	0.00534443	0.0453777	0.0146386	0.00523289	0.057356	0.00293419	0.0239741	0.0293469	0.60577	0.0294871	0.00882695	0.297462	0.0291069	0.999732	0.999932	1.00007	1.00027	0.275364	0.409196	0.108607	0.206832	0.5958325	1.141575
23580	-4482.391	-4499.09	16.69972	5.223351e+07	0.382447	0.000760245	0.00549585	0.00255417	0.0029393	0.00640841	0.0163426	0.0327977	0.0286423	0.00722957	0.00329827	0.00629741	0.0149874	0.104102	0.0278057	0.0410683	0.0377138	0.0540087	0.116621	0.0289589	0.0323743	0.0172856	0.0286749	0.0198245	0.0242182	0.00611312	0.0127032	0.0166839	0.00781561	0.0157108	0.015271	0.00688023	0.0766401	0.00112741	0.0235568	0.0284204	0.607894	0.0312704	0.00609119	0.303702	0.0226221	0.999824	0.999955	1.00005	1.00018	0.316291	0.36156	0.100832	0.221317	0.5973298	1.225358
23590	-4479.671	-4497.244	17.57289	6.164852e+07	0.317087	0.000563423	0.00599244	0.000470748	0.000897985	0.00817677	0.013183	0.0211331	0.0366792	0.00722066	0.00452587	0.0090487	0.021108	0.0823648	0.0417283	0.0439353	0.0449604	0.0574347	0.0675525	0.0244349	0.0431481	0.0149021	0.0261441	0.0285481	0.0246539	0.0210307	0.00327734	0.00993431	0.00114185	0.011053	0.0396599	0.0147674	0.073428	0.00211868	0.0157367	0.0362449	0.584869	0.0302625	0.0274085	0.311289	0.00992578	0.999838	0.999958	1.00004	1.00016	0.293675	0.387995	0.112269	0.206061	0.6103248	1.138042
23600	-4492.464	-4510.636	18.17182	7.933431e+07	0.257518	0.00138417	0.0057627	0.00232629	0.00874828	0.00262754	0.0151437	0.0282568	0.0536423	0.00534704	0.00720048	0.00219463	0.00839517	0.0559787	0.0183572	0.0612449	0.0575513	0.0501482	0.0893528	0.0533517	0.0183439	0.0207326	0.0408055	0.0075417	0.0460818	0.0291571	0.000581034	0.0278859	0.00152464	0.00674376	0.00378664	0.0200424	0.0477129	0.00424415	0.0184333	0.0273422	0.579858	0.0247564	0.0214358	0.288777	0.0578301	0.999857	0.999964	1.00004	1.00014	0.290293	0.38098	0.118505	0.210223	0.6278819	1.078149
23610	-4479.637	-4497.473	17.83535	8.068856e+07	0.294761	0.00400142	0.0072193	0.000796209	0.0023913	0.00979051	0.0138405	0.0221271	0.0416615	0.00229233	0.00466719	0.00917579	0.0224497	0.0965868	0.0267512	0.0544366	0.0306602	0.0467246	0.0665489	0.0221675	0.0345339	0.0169577	0.0276821	0.0043383	0.0507635	0.0013918	0.0016076	0.0191534	0.000930707	0.0443239	0.00712182	0.00965931	0.0816395	0.00490441	0.0277379	0.0311039	0.551629	0.0187904	0.0241989	0.326001	0.048277	0.999858	0.999964	1.00004	1.00014	0.309873	0.372338	0.109952	0.207837	0.589165	1.111795
