Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
16160	-4475.614	-4494.943	19.32952	8.836081e+07	0.241168	0.000429755	0.00566356	5.45738e-05	0.000282265	0.00483587	0.0155777	0.0239852	0.0375633	0.00361495	0.00577598	0.00699438	0.0122499	0.071785	0.0138328	0.0353592	0.0325734	0.0525991	0.0352794	0.0140454	0.0183977	0.00349298	0.0202916	0.0222174	0.0221031	0.0274121	0.0119487	0.0183881	0.0184478	0.0293063	4.60528e-05	0.0860177	0.015495	0.02064	0.0345046	0.026718	0.625777	0.0253526	0.0102192	0.260905	0.0510282	0.999865	0.999966	1.00003	1.00014	0.274816	0.397714	0.111068	0.216402	0.6417665	0.9623785
16170	-4476.017	-4492.414	16.39723	4.155243e+07	0.359256	0.000327143	0.00918311	0.000185077	0.000161246	0.0120346	0.012399	0.0288604	0.0394935	0.00710199	0.00167666	0.00450116	0.0192753	0.0850196	0.0235664	0.0540194	0.0405376	0.0575838	0.0900002	0.025409	0.0065018	0.00694669	0.0215491	0.039699	0.0329812	0.0463156	0.0139727	0.0253052	0.0281625	0.0339052	0.00122998	0.0980633	0.00105094	0.0159401	0.0133927	0.0240431	0.612617	0.0211647	0.0085788	0.30497	0.0286256	0.999803	0.99995	1.00005	1.0002	0.277179	0.40278	0.114396	0.205645	0.6208022	1.255607
16180	-4488.213	-4505.215	17.00144	6.834171e+07	0.269527	0.000241158	0.00565544	0.00025299	0.0032445	0.00381606	0.0153482	0.022821	0.0512572	0.00860506	0.00356456	0.00339198	0.018623	0.108093	0.0347723	0.0393345	0.0346479	0.0786285	0.10535	0.014985	0.0210894	0.00404081	0.0156002	0.0459857	0.0418056	0.0259457	0.0100235	0.0296748	0.0194075	0.0311417	0.00562153	0.0782028	0.0029965	0.0228355	0.0186548	0.0200815	0.5651	0.044129	0.0177618	0.288534	0.0643931	0.999846	0.99996	1.00004	1.00015	0.306182	0.382864	0.108267	0.202686	0.6365803	1.195186
16190	-4487.398	-4505.179	17.78075	4.255613e+07	0.289069	0.00367477	0.00752923	0.000280734	0.000308233	0.00802829	0.0190354	0.0293167	0.0269002	0.00277356	0.00602832	0.0011425	0.0211112	0.0608759	0.0350535	0.0728902	0.049315	0.0508804	0.0588103	0.0270138	0.0173231	0.00553695	0.0145988	0.00531261	0.0245599	0.0546949	0.0288171	0.0144032	0.0267045	0.0281093	0.00263997	0.0414726	0.000457357	0.0217506	0.0608374	0.0261261	0.544135	0.0301678	0.0136784	0.307547	0.0783455	0.999805	0.99995	1.00005	1.00019	0.293847	0.400424	0.106582	0.199147	0.6115655	1.117256
16200	-4477.939	-4495.561	17.62162	3.166494e+07	0.300172	0.00113262	0.00329392	0.000601611	0.000174286	0.00165931	0.0284103	0.0361849	0.033384	0.0108594	0.00482613	0.007135	0.0109976	0.0949924	0.0220437	0.0544015	0.0468198	0.0464174	0.0744952	0.0240852	0.0336363	0.0027207	0.0201313	0.0218747	0.0175116	0.038797	0.0157124	0.00422096	0.0221495	0.0246175	0.0016758	0.0728719	0.000914568	0.0212869	0.032961	0.0281505	0.532653	0.0194666	0.018483	0.331377	0.0698697	0.999774	0.999942	1.00006	1.00023	0.275085	0.400581	0.109098	0.215237	0.6213803	1.133168
16210	-4491.709	-4510.358	18.64893	6.487082e+07	0.215627	0.00398276	0.0103385	0.00258283	0.00139091	0.00946115	0.0144167	0.0206096	0.0398257	0.00302921	0.00414342	0.00870461	0.00862286	0.0674853	0.0384174	0.040302	0.0548589	0.0379641	0.0665194	0.00216749	0.0237028	0.00926201	0.0280016	0.018521	0.0569306	0.0356895	0.0105812	0.0313734	0.0189306	0.0192252	0.00998228	0.046733	0.00232181	0.0130079	0.0557249	0.0274314	0.597687	0.0304544	0.0215123	0.309473	0.0134422	0.999842	0.99996	1.00004	1.00016	0.31247	0.371721	0.114488	0.201321	0.6250794	1.030437
16220	-4479.768	-4496.462	16.69473	5.8022e+07	0.38644	0.00159821	0.0103885	0.00198163	0.00139091	0.00278694	0.0229531	0.0261462	0.0269701	0.00405976	0.00991982	0.00557715	0.0138475	0.0914647	0.0203772	0.0717203	0.0414884	0.0564885	0.0758284	0.0117344	0.0163789	0.000475966	0.0165036	0.0228889	0.0263219	0.0267371	0.0168508	0.02112	0.0209285	0.0307832	0.0026103	0.0884223	0.00249171	0.0259659	0.0242169	0.0253475	0.575948	0.0325478	0.022991	0.33787	0.00529643	0.999833	0.999957	1.00004	1.00017	0.286822	0.380627	0.111483	0.221067	0.597586	1.225858
16230	-4478.583	-4498.183	19.59958	3.020966e+07	0.232581	0.00628146	0.00691862	0.00017786	0.000628374	0.00464966	0.0132244	0.0202851	0.0247706	0.00522013	0.00380778	0.00136984	0.00743769	0.0705915	0.0341964	0.0374278	0.0279186	0.0611324	0.0619242	0.0196088	0.017513	0.00190809	0.0250712	0.0153835	0.0193477	0.0195468	0.0108317	0.0070079	0.0369317	0.0269929	0.00139991	0.0728093	0.000961912	0.0147385	0.0247762	0.02634	0.612239	0.0224258	0.0172218	0.31441	0.00736337	0.999769	0.999941	1.00006	1.00023	0.297309	0.380112	0.110625	0.211954	0.6145231	0.9353726
16240	-4484.141	-4503.245	19.10461	5.447466e+07	0.253508	0.00615539	0.0080983	0.000277134	0.00154459	0.00458187	0.00385016	0.0284617	0.0405448	0.00524891	0.00258049	0.00766539	0.00732927	0.0704973	0.027036	0.0530831	0.0380524	0.0337259	0.0623368	0.0167708	0.0262496	0.000801095	0.0134695	0.0153835	0.0176327	0.0336623	0.00728964	0.0247584	0.0251593	0.0305661	0.00810757	0.0667528	0.00270428	0.0203799	0.020604	0.0233498	0.591161	0.044609	0.0182964	0.308855	0.0137289	0.999828	0.999956	1.00004	1.00017	0.277862	0.401008	0.11022	0.21091	0.6460962	0.9848691
16250	-4493.566	-4510.127	16.56073	4.286996e+07	0.296006	0.00228266	0.00281378	0.00103526	0.00209966	0.00356481	0.0136649	0.0351357	0.035882	0.00779963	0.00444942	0.00954575	0.0127793	0.0563587	0.0209305	0.0684223	0.0472909	0.0588633	0.0974591	0.0109338	0.0308959	0.00948339	0.0136333	0.0524794	0.0907829	0.0366425	0.008	0.0354286	0.0288741	0.0343143	0.00886186	0.0568206	0.00184102	0.0172368	0.0266454	0.0235254	0.599313	0.042331	0.0174655	0.290283	0.0270826	0.999806	0.99995	1.00005	1.00019	0.281088	0.408081	0.105423	0.205407	0.6012298	1.239257
16260	-4482.191	-4499.589	17.39832	4.850008e+07	0.290234	0.00233799	0.00500102	0.00390824	0.00206851	0.00502698	0.0212042	0.0400115	0.0338844	0.00153369	0.00298705	0.0133897	0.0167274	0.10012	0.0312694	0.0510059	0.0559095	0.0519996	0.0449505	0.0313091	0.0142369	0.00712199	0.0219854	0.0318066	0.0344492	0.0264754	0.012284	0.0246587	0.0227112	0.028971	0.00172199	0.0746234	0.00104586	0.0218831	0.0266454	0.0207281	0.623519	0.0209067	0.014282	0.26365	0.0569148	0.999818	0.999953	1.00005	1.00018	0.283887	0.401857	0.103406	0.210851	0.6326028	1.155498
16270	-4492.97	-4511.196	18.2263	5.012105e+07	0.346552	0.00472926	0.00389884	0.00289862	0.000653145	0.00917349	0.0104051	0.0197994	0.0316348	0.00352569	0.0109762	0.00679833	0.0140567	0.0818313	0.0323845	0.0416964	0.065823	0.0556614	0.0532057	0.0102894	0.0211789	0.000229531	0.0219854	0.0134167	0.0312528	0.019626	0.0112214	0.0198022	0.0214343	0.0193309	0.00632266	0.0541882	0.000351919	0.0180517	0.00831387	0.0202232	0.577199	0.0351913	0.0244608	0.296857	0.0460684	0.99982	0.999954	1.00005	1.00018	0.270152	0.39244	0.0967904	0.240618	0.6430722	1.0727
16280	-4489.985	-4510.643	20.65814	2.60097e+07	0.165721	0.00483588	0.00134362	4.17716e-05	0.00127026	0.00593218	0.0173617	0.0199272	0.0349459	0.00457344	0.00168941	0.0122955	0.0113605	0.0549839	0.0102608	0.0416964	0.0424975	0.0289873	0.0605442	0.0235186	0.000120986	0.00353958	0.0172674	0.0143065	0.0423182	0.0344121	0.0144242	0.0362276	0.0316178	0.0162169	0.00649076	0.0399812	1.02479e-05	0.0154168	0.0133787	0.0386493	0.557444	0.0162231	0.0202579	0.312703	0.054723	0.999751	0.999936	1.00006	1.00025	0.297803	0.37388	0.106747	0.22157	0.6472875	0.8295163
16290	-4489.705	-4508.074	18.3688	3.033149e+07	0.264947	0.00566773	0.00450561	0.000378768	0.000132684	0.0043657	0.0157787	0.0286576	0.0358994	0.00319139	0.000228061	0.00684517	0.0206155	0.0840332	0.0187998	0.0501775	0.0260576	0.0519039	0.0898918	0.0259049	0.000112097	0.00891214	0.0137344	0.0110812	0.0261743	0.0465496	0.00703471	0.00573272	0.0199569	0.0254727	0.00147604	0.0982049	0.00565347	0.0201764	0.0301969	0.0256692	0.535872	0.0249208	0.00990611	0.345131	0.0585002	0.999769	0.999941	1.00006	1.00023	0.293797	0.38595	0.112599	0.207653	0.5950813	1.058451
16300	-4478.174	-4496.068	17.89408	4367119	0.32531	0.00263638	0.00311486	0.00455713	0.0036717	0.00284763	0.0116145	0.0265346	0.0411087	0.00464895	0.00303844	0.00180444	0.00952124	0.0952976	0.0234116	0.0412248	0.0428844	0.0553893	0.0632174	0.00905819	0.00246993	0.00472892	0.0196312	0.0219597	0.0358957	0.0242347	0.0199836	0.0144368	0.0185422	0.0242016	0.00131563	0.0798623	0.00599712	0.0211252	0.0406464	0.0177004	0.629694	0.0306893	0.0270607	0.270067	0.0247883	0.999392	0.999845	1.00016	1.00061	0.314051	0.380238	0.0949341	0.210776	0.6188629	1.105922
16310	-4487.225	-4503.858	16.63306	8.985751e+07	0.41394	0.0021611	0.00716932	0.00156903	0.00210078	0.00141953	0.0191122	0.0234053	0.0314618	0.0113808	0.00434168	0.00708615	0.0156183	0.0769404	0.0150882	0.0574628	0.0315912	0.0449822	0.0551225	0.0351368	0.0369132	0.00522291	0.0211459	0.0533711	0.0358957	0.0283383	0.0116505	0.0123674	0.0248298	0.0295488	0.00192177	0.0534089	0.00100053	0.0286649	0.0306547	0.0143498	0.654877	0.0221477	0.0191996	0.280867	0.00855855	0.999866	0.999966	1.00003	1.00013	0.278368	0.42121	0.0873802	0.213042	0.6194528	1.232024
16320	-4487.381	-4502.614	15.23292	5541406	0.452144	0.00251885	0.00735006	0.00251201	0.00113875	0.00434172	0.0253508	0.0265221	0.0371565	0.00305001	0.00210662	0.00380366	0.00997163	0.107027	0.0292314	0.0704266	0.0415192	0.0687352	0.0553979	0.0291183	0.0177683	0.00868878	0.0261215	0.0624665	0.020213	0.0112463	0.00699111	0.0375395	0.0171259	0.047921	0.00618714	0.0932757	0.0121663	0.019644	0.00526114	0.016571	0.630271	0.0298867	0.0150464	0.285634	0.022591	0.99946	0.999862	1.00014	1.00054	0.282712	0.409473	0.113814	0.194001	0.6075755	1.372038
16330	-4489.534	-4504.397	14.8633	3.15372e+07	0.511136	0.00624388	0.00463776	0.00251201	0.000427017	0.00172828	0.0240586	0.0328618	0.0237101	0.0020807	0.00443587	0.00570806	0.00864916	0.106571	0.0200078	0.0546893	0.0403399	0.0648879	0.0950064	0.030445	0.023974	0.00398349	0.0151088	0.0899741	0.020213	0.00454253	0.0102201	0.0279213	0.0137212	0.031492	0.00618714	0.0769317	0.00356143	0.0340021	0.00703174	0.0165118	0.607768	0.0203251	0.00691497	0.32597	0.0225103	0.999774	0.999942	1.00006	1.00023	0.318611	0.386226	0.0972394	0.197924	0.6179289	1.409
16340	-4485.385	-4501.472	16.08683	9.221342e+07	0.38076	0.00148866	0.00599031	0.00116564	0.000602834	0.00227267	0.0143479	0.0217976	0.033255	0.0101854	0.00167189	0.00545305	0.0206525	0.0789515	0.0311414	0.0504783	0.0579404	0.0648879	0.0930929	0.0305253	0.0242309	0.00381908	0.0129197	0.0899741	0.0153961	0.00605035	0.00927997	0.0252168	0.0239573	0.0286566	0.0100011	0.0806119	0.00518132	0.0172905	0.0274005	0.0172024	0.655775	0.0179999	0.0180563	0.277344	0.0136227	0.999867	0.999967	1.00003	1.00013	0.281873	0.412519	0.094614	0.210994	0.6045279	1.286647
16350	-4480.963	-4498.984	18.0207	1.80991e+07	0.313516	0.00370912	0.00192345	0.000810157	0.00430022	0.00117649	0.0107339	0.0186404	0.0298178	0.00966576	0.00284208	0.00545305	0.0123617	0.0731567	0.0194634	0.0619113	0.0198502	0.0597035	0.0688614	0.021651	0.0205977	0.000651581	0.0154081	0.0148861	0.0328483	0.0100884	0.0108026	0.0176034	0.0274091	0.0294579	0.00301836	0.0978355	0.00355362	0.0166324	0.0529196	0.0214294	0.627606	0.0320429	0.018461	0.274124	0.0263364	0.999701	0.999924	1.00008	1.0003	0.285162	0.415969	0.0976984	0.20117	0.6374533	1.093261
16360	-4488.88	-4505.611	16.73103	4214419	0.357229	0.000239	0.00741404	2.5796e-05	0.000714228	0.00888338	0.0163446	0.0269819	0.0495773	0.00819658	0.00627347	0.00285849	0.0147001	0.0705943	0.0134803	0.0724623	0.016622	0.0674718	0.0688614	0.0247945	0.0460066	0.00205589	0.0304347	0.0227267	0.0245185	0.00993371	0.00529088	0.0179617	0.0368639	0.0268836	0.0114074	0.0739405	0.0127463	0.0148129	0.0529196	0.0197857	0.58073	0.0194976	0.00715774	0.307608	0.0652206	0.999381	0.999842	1.00016	1.00062	0.276967	0.398995	0.108419	0.215619	0.5996623	1.222228
16370	-4476.427	-4494.645	18.21795	5.212715e+07	0.321347	0.00321524	0.00322551	0.00231565	0.000421705	0.00505329	0.0156539	0.0202071	0.0337131	0.00819658	0.00879642	0.00851102	0.011214	0.0738581	0.0331585	0.0485189	0.0175134	0.0494112	0.0599736	0.0284284	0.0325949	0.00423615	0.016812	0.0315113	0.0230791	0.0111871	0.013577	0.0226038	0.0210262	0.0191053	0.00360244	0.0601598	0.003062	0.0222269	0.0360195	0.0301309	0.565932	0.0284293	0.00963996	0.343266	0.0226026	0.999824	0.999955	1.00004	1.00018	0.288321	0.384794	0.120335	0.206551	0.6144075	1.073536
16380	-4471.442	-4490.312	18.87011	6.742782e+07	0.258905	0.000151666	0.00617314	0.00192934	0.00242242	0.00343671	0.017928	0.0205447	0.0451146	0.00337521	0.00577957	0.00997033	0.0108313	0.0866395	0.0309538	0.0396362	0.061522	0.0393453	0.0649655	0.0160358	0.0270676	0.007916	0.0148682	0.00779556	0.0198314	0.00964169	0.0165746	0.0280494	0.0239664	0.0155721	0.00355817	0.0583787	0.00282368	0.015288	0.031328	0.0280069	0.578818	0.0275553	0.0199697	0.333554	0.0120956	0.999845	0.99996	1.00004	1.00015	0.286614	0.396728	0.107612	0.209046	0.63579	1.00832
16390	-4480.416	-4497.023	16.60672	1.116569e+07	0.347334	0.00142868	0.00651599	0.000239722	0.00239393	0.00320894	0.0153827	0.0349265	0.0434132	0.00369751	0.00106524	0.00680201	0.0131832	0.108684	0.0281352	0.04399	0.0352759	0.0507063	0.0884065	0.00534843	0.0417503	0.0121069	0.0181274	0.0266876	0.0470392	0.00766452	0.00678978	0.0202776	0.0368499	0.0203203	0.00355817	0.107868	0.00379219	0.0154185	0.02627	0.022922	0.647957	0.0282857	0.0176159	0.270045	0.013174	0.99962	0.999903	1.0001	1.00038	0.290183	0.403755	0.110322	0.19574	0.6359618	1.234658
16400	-4476.264	-4494.303	18.03957	3.497236e+07	0.310664	0.00142223	0.00406676	0.00601729	0.00332491	0.00320894	0.0251581	0.02372	0.0479406	0.00655256	0.00764122	0.00751205	0.0126381	0.0891847	0.0251401	0.0450778	0.0424835	0.0469675	0.0818247	0.0174786	0.0256428	0.00907108	0.0178063	0.0122115	0.0277182	0.0190448	0.0140852	0.0195034	0.0160228	0.0203203	0.00126247	0.0562981	0.00341268	0.0138565	0.0270943	0.0213965	0.603534	0.022138	0.0143912	0.308013	0.0305269	0.999785	0.999945	1.00005	1.00021	0.29836	0.386115	0.100823	0.214702	0.6251437	1.091374
16410	-4493.466	-4509.593	16.12719	8739705	0.417551	0.00397148	0.0042546	0.000692824	0.00568186	0.00773377	0.00859522	0.0351836	0.0359661	0.00163977	0.00888461	0.00706837	0.0151368	0.0841088	0.0333939	0.0600027	0.0470658	0.038476	0.0755577	0.0150894	0.0316853	0.000362373	0.0178467	0.0122664	0.0444615	0.00967205	0.015839	0.0236652	0.0178383	0.0251782	0.0065726	0.0591871	0.0166497	0.0180833	0.0772492	0.0314039	0.634198	0.0244469	0.0163709	0.275068	0.0185116	0.99957	0.99989	1.00011	1.00043	0.285409	0.402215	0.112914	0.199462	0.5925702	1.282611
16420	-4485.578	-4502.238	16.65968	9.264848e+07	0.345536	0.00478183	0.0152522	0.000978802	0.000465429	0.00291958	0.00966833	0.0289558	0.0248407	0.010149	0.00527855	0.00349197	0.0116441	0.0769126	0.0189006	0.0557268	0.0295652	0.0742559	0.0632997	0.03128	0.010947	0.00335028	0.017075	0.0137805	0.0289106	0.0247962	0.00464764	0.0352858	0.0240688	0.0586379	0.00952942	0.0916273	0.00147097	0.0172745	0.0740566	0.0193854	0.587493	0.0265134	0.0270804	0.315183	0.024345	0.999868	0.999967	1.00003	1.00013	0.293705	0.381603	0.111048	0.213644	0.6050027	1.229362
16430	-4484.608	-4502.16	17.55173	7.174029e+07	0.265456	0.00527354	0.00439439	0.000131043	0.00196764	0.0041745	0.0192332	0.0311151	0.0255604	0.00117445	0.0138201	0.0106294	0.00972642	0.107832	0.0153283	0.0427202	0.0496659	0.0603861	0.0800549	0.0300712	0.00749545	0.00416015	0.0264462	0.0375125	0.0283955	0.0139094	0.00609778	0.0307969	0.0221967	0.0329912	0.00952942	0.0915025	0.000388328	0.0208741	0.0291455	0.0191623	0.598983	0.0219546	0.0200769	0.311556	0.0282677	0.99985	0.999961	1.00004	1.00015	0.317531	0.375193	0.102241	0.205034	0.6382755	1.140157
16440	-4482.343	-4498.532	16.1882	9.005418e+07	0.381423	0.00315329	0.0057805	0.00131615	0.00126975	0.00621319	0.0119864	0.0251066	0.0320441	0.00246241	0.00355384	0.0122445	0.023774	0.0749532	0.0201428	0.0427202	0.0440343	0.0750938	0.072331	0.0246382	0.0506428	0.00481797	0.0227057	0.0692899	0.0283955	0.0101364	0.0107553	0.0223761	0.0182692	0.0309213	0.00429224	0.096336	0.00712856	0.0275735	0.00862854	0.0237229	0.619498	0.0192845	0.0244759	0.292349	0.0206697	0.999866	0.999966	1.00003	1.00013	0.298115	0.39748	0.0937682	0.210637	0.6026459	1.276511
16450	-4479.299	-4496.863	17.56435	2918940	0.349885	0.00284734	0.0057309	0.000819964	0.000895051	0.00805832	0.0137563	0.0254047	0.0320441	0.00803266	0.0089327	0.00412572	0.0185355	0.0557409	0.0160316	0.0427202	0.0398994	0.0469793	0.072331	0.0134211	0.0247424	0.00224823	0.0192083	0.0612692	0.0309373	0.00381741	0.0204492	0.0344208	0.0242055	0.037125	0.00174082	0.0924133	0.00108279	0.0137854	0.0052575	0.0214505	0.664119	0.020628	0.00910123	0.266259	0.0184423	0.999256	0.99981	1.00019	1.00074	0.277927	0.410173	0.0976688	0.214231	0.6474164	1.138895
16460	-4479.544	-4496.701	17.15636	5.619432e+07	0.318714	0.000993828	0.011877	0.00125473	0.000623031	0.00334864	0.0202366	0.0378356	0.0415358	0.00710574	0.00771732	0.0027491	0.0120318	0.0673605	0.0168274	0.0672329	0.0485438	0.0516327	0.0808795	0.0203748	0.0388511	0.00675812	0.0161515	0.0394647	0.0270745	0.00862653	0.015575	0.0216092	0.0158557	0.0454507	0.000880513	0.0640203	0.0150254	0.0139665	0.0315098	0.0208564	0.655169	0.0208395	0.0138795	0.264873	0.0243833	0.99983	0.999957	1.00004	1.00017	0.286016	0.378806	0.103701	0.231478	0.6064513	1.179694
16470	-4482.901	-4501.065	18.16363	9.297616e+07	0.280957	0.000875924	0.00679148	1.78249e-05	0.00374503	0.000488737	0.0141622	0.0186011	0.0332608	0.0059198	0.00657229	0.00438074	0.0188322	0.0749406	0.0180698	0.0409692	0.0301077	0.0781555	0.0678898	0.0265131	0.0224684	0.0059458	0.0339639	0.00841985	0.0240375	0.00862653	0.00665695	0.0140175	0.0258558	0.0304339	0.00258633	0.0859143	0.00201554	0.01825	0.0585238	0.0262556	0.625127	0.0309839	0.0106657	0.298144	0.00882363	0.999868	0.999966	1.00003	1.00013	0.294789	0.375807	0.130621	0.198784	0.6465511	1.078967
16480	-4489.934	-4507.425	17.49152	9.280189e+07	0.305388	0.00588777	0.0122123	0.00340266	0.00204102	0.00252428	0.0115859	0.0250264	0.0266009	0.00804116	0.00363361	0.00381664	0.010899	0.0923751	0.0423614	0.0345042	0.0283437	0.0556515	0.0804139	0.0173764	0.0398658	0.00307579	0.0155243	0.0155244	0.0215868	0.0156376	0.0292535	0.0123394	0.0244123	0.0178679	0.00168997	0.111215	0.0044714	0.0222432	0.0393845	0.024795	0.632169	0.0243116	0.0202974	0.290539	0.0078883	0.999868	0.999966	1.00003	1.00013	0.296809	0.419398	0.0895088	0.194284	0.6276778	1.146178
16490	-4480.778	-4498.741	17.96297	1.981037e+07	0.274432	0.00482913	0.00250245	8.65898e-05	0.00219174	0.00594494	0.0235875	0.0302968	0.0411398	0.00356268	0.00226877	0.00887163	0.0167457	0.0837377	0.028651	0.0436548	0.0500114	0.0397868	0.0828049	0.00974006	0.0325023	0.00311715	0.0289289	0.0082609	0.0230305	0.0192847	0.0134663	0.0230201	0.0216689	0.0142592	0.000634286	0.0840758	0.00427287	0.0111035	0.056562	0.0205659	0.615772	0.0519375	0.0122689	0.29719	0.00226516	0.999714	0.999927	1.00007	1.00029	0.300535	0.384098	0.0999333	0.215433	0.620356	1.099034
16500	-4487.728	-4504.401	16.67332	4.303341e+07	0.374353	0.00673816	0.0111483	0.00239728	0.00128938	0.0146938	0.0138171	0.0341721	0.0225666	0.00307928	0.00399466	0.00925993	0.0137793	0.0870332	0.030667	0.0387405	0.0407535	0.0348262	0.0754118	0.0257116	0.0376388	0.00524812	0.024761	0.0352798	0.0289434	0.0171159	0.011144	0.0148868	0.0262142	0.0519983	0.000761206	0.0950105	0.00115036	0.0216	0.0118129	0.0243037	0.670665	0.0286549	0.00479619	0.261483	0.0100972	0.999806	0.999951	1.00005	1.00019	0.30263	0.379544	0.106109	0.211718	0.6255579	1.227998
16510	-4482	-4498.031	16.03064	5.64273e+07	0.425713	0.000620168	0.00533414	0.000588389	0.00213159	0.00498352	0.0157543	0.027999	0.0294172	0.012412	0.00257769	0.00284324	0.0165596	0.101562	0.0218212	0.0376838	0.0422828	0.0606318	0.0654178	0.0367907	0.0376388	0.0149254	0.0238969	0.0215539	0.0521226	0.00130079	0.0188386	0.0231085	0.0197834	0.0207678	0.0100186	0.0837861	0.00566987	0.0181848	0.0275468	0.0256227	0.620608	0.0239252	0.00860719	0.317113	0.00412386	0.999831	0.999957	1.00004	1.00017	0.313748	0.384696	0.105541	0.196015	0.605967	1.292266
16520	-4478.702	-4494.964	16.26185	6.326061e+07	0.422869	0.00437554	0.00183648	0.000162975	0.00081882	0.00309718	0.0204898	0.0268151	0.0371192	0.00853731	0.00250717	0.00100319	0.0221534	0.0908252	0.0114847	0.0724154	0.0325827	0.0619099	0.0725104	0.0145483	0.0313844	0.00177891	0.02032	0.025206	0.0371078	0.00349046	0.0131026	0.0395266	0.018803	0.0380307	0.00727252	0.0545965	0.00616226	0.0164803	0.0478217	0.0230606	0.633125	0.0256241	0.00575858	0.303269	0.00916328	0.99984	0.999959	1.00004	1.00016	0.305185	0.388349	0.102697	0.203769	0.6425778	1.269145
16530	-4483.052	-4498.825	15.77287	6845345	0.367459	0.0027612	0.00359521	0.000162975	0.00369174	0.00578189	0.0256622	0.0366326	0.0371192	0.00423965	0.00480326	0.00724449	0.0143917	0.132841	0.0156222	0.0638857	0.0551618	0.0789468	0.0625991	0.0233462	0.0443897	0.00257803	0.0261734	0.0477671	0.0257242	0.00497875	0.0169122	0.037688	0.0182803	0.0392477	0.000422219	0.0781467	0.00262694	0.0157496	0.0114107	0.0177765	0.614109	0.0446619	0.0164673	0.29416	0.0128261	0.999514	0.999876	1.00012	1.00049	0.291509	0.405651	0.108682	0.194159	0.6254524	1.318043
16540	-4488.175	-4504.422	16.24694	9.03328e+07	0.336535	0.0022429	0.010101	0.000981466	0.00204639	0.00358311	0.018492	0.0361192	0.0432279	0.00122371	0.0060066	0.00625198	0.00871732	0.159631	0.035403	0.051329	0.0273778	0.0729056	0.070927	0.014789	0.0448518	0.00614828	0.0203169	0.0447647	0.0346952	0.0105113	0.0150958	0.0255803	0.0268951	0.0339525	0.000367285	0.0617311	0.00778909	0.0242266	0.00582046	0.0225377	0.630664	0.0281112	0.0143132	0.291428	0.0129465	0.999866	0.999966	1.00003	1.00013	0.3019	0.380739	0.123962	0.193399	0.6190139	1.270637
16550	-4473.174	-4491.303	18.12892	7.630241e+07	0.318631	0.00303332	0.00540748	0.00082521	0.000307902	0.0034685	0.016533	0.0312271	0.0418046	0.00110472	0.00658978	0.00611435	0.0169361	0.0792667	0.0310387	0.0326932	0.0435649	0.0413389	0.0579898	0.0225342	0.0364798	0.00569312	0.0257581	0.0145294	0.0291452	0.00666834	0.0191608	0.0215362	0.0176118	0.0198058	0.00339607	0.0597183	0.00358986	0.0147568	0.0441786	0.0288493	0.613799	0.0326286	0.00678056	0.303366	0.014577	0.999854	0.999962	1.00004	1.00015	0.28607	0.400327	0.0952625	0.21834	0.6226501	1.082438
16560	-4479.85	-4498.245	18.39434	4.165879e+07	0.278374	0.000403619	0.013289	0.00232639	0.000947718	0.00541375	0.0161324	0.0183123	0.035113	0.00642927	0.000108198	0.011515	0.0207524	0.0815609	0.0166993	0.0418391	0.0334895	0.0456903	0.0600147	0.0231072	0.0171425	0.00436903	0.0161695	0.0115827	0.0299347	0.0302436	0.00944506	0.0264382	0.0197743	0.0351188	0.0088945	0.0560799	0.00308105	0.0123508	0.0637538	0.0252494	0.55574	0.0524394	0.0123324	0.314052	0.0401869	0.999803	0.99995	1.00005	1.0002	0.282022	0.389751	0.117718	0.210509	0.6306017	1.055897
16570	-4483.28	-4501.664	18.38327	7.267395e+07	0.288382	0.00174367	0.00535349	0.000130133	0.000432811	0.00580535	0.0303042	0.0181462	0.0422629	0.00372288	0.00203896	0.00445389	0.0126798	0.0611238	0.0158653	0.0546009	0.0610806	0.0426286	0.0687061	0.026122	0.0102874	0.00105434	0.024387	0.0166359	0.0167709	0.0136901	0.0121243	0.0258692	0.0196351	0.0304307	0.0069901	0.0625885	0.00519973	0.0149719	0.0507848	0.0284558	0.614097	0.0243464	0.0202418	0.300337	0.0125218	0.999851	0.999962	1.00004	1.00015	0.301425	0.394568	0.0883406	0.215667	0.6158182	1.057004
