Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
28840	-4476.659	-4494.34	17.681	4.200598e+07	0.303839	0.00230657	0.00631676	0.000266673	0.000593448	0.00461437	0.0227514	0.0236894	0.0252091	0.00178315	0.00427583	0.0078005	0.0114149	0.0758412	0.0623335	0.0431161	0.0446865	0.0408686	0.0641858	0.0349273	0.0324702	0.0175597	0.0160614	0.0217547	0.0333522	0.0237961	0.013424	0.00196078	0.0192394	0.0279903	0.00150633	0.0933927	0.00194367	0.0172679	0.0246908	0.0279409	0.636722	0.0217016	0.0112713	0.279974	0.0223895	0.999804	0.99995	1.00005	1.0002	0.286241	0.392263	0.0992412	0.222255	0.6269775	1.127231
28850	-4480.382	-4498.351	17.96873	3.092696e+07	0.321487	0.00381484	0.00263143	0.000424155	0.00301462	0.00748236	0.0161572	0.017561	0.0212703	0.0113114	0.00608129	0.00371587	0.0156205	0.0688118	0.0343378	0.0316023	0.0434362	0.0527516	0.0723253	0.013584	0.0352811	0.00587621	0.0267828	0.00771761	0.0240298	0.0194524	0.0172731	0.001107	0.0203308	0.0344733	0.00175365	0.0758107	0.00411816	0.0119578	0.0650719	0.0295638	0.52191	0.0313931	0.0185068	0.364464	0.0341621	0.999772	0.999942	1.00006	1.00023	0.299048	0.389699	0.11146	0.199793	0.6119667	1.098458
28860	-4484.899	-4501.769	16.86998	6.367503e+07	0.334144	0.00134737	0.00262288	0.00164207	0.00577765	0.00460268	0.012489	0.0294893	0.0489871	0.0052674	0.00302499	0.00861922	0.0161621	0.0768317	0.0241006	0.0421017	0.0637235	0.0322112	0.0831866	0.0327896	0.0280724	0.00216818	0.0196866	0.0141136	0.0524434	0.0465743	0.0134691	0.00995421	0.0218279	0.018053	0.00638392	0.0770961	0.00657941	0.0168087	0.0459809	0.0285068	0.575122	0.0360002	0.00909833	0.316823	0.034449	0.999841	0.999959	1.00004	1.00016	0.276458	0.395227	0.107635	0.22068	0.6063079	1.208333
28870	-4484.546	-4502.688	18.14142	2.075507e+07	0.278708	0.00134737	0.00747422	0.0014263	0.00315627	0.00445039	0.0182626	0.0296632	0.0246162	0.0109761	0.00535609	0.00682762	0.00939335	0.097379	0.0372415	0.0480266	0.0580872	0.0484756	0.0361225	0.0181954	0.0393842	0.00832833	0.0251872	0.0181369	0.0186099	0.0234736	0.0214666	0.0145097	0.0141997	0.0292123	0.000682164	0.0556473	0.00754145	0.0195427	0.0400815	0.0254617	0.585199	0.0204405	0.0131065	0.29447	0.0613223	0.999721	0.999929	1.00007	1.00028	0.304999	0.399058	0.0952331	0.20071	0.636615	1.081189
28880	-4487.395	-4505.284	17.88983	7.197436e+07	0.241639	0.00231356	0.0111829	4.07712e-05	0.000865411	0.00482274	0.0121828	0.033737	0.0350528	0.00438161	0.00405124	0.0126092	0.0109045	0.0739216	0.0270631	0.0724455	0.0616034	0.0626023	0.0577738	0.0278181	0.0332905	0.0084808	0.0207031	0.0375774	0.0245432	0.00939607	0.0141171	0.0327587	0.0214421	0.0225982	0.00234309	0.0894177	0.00754145	0.0139237	0.0112035	0.0272532	0.599144	0.0374096	0.0087974	0.299367	0.0280285	0.99985	0.999962	1.00004	1.00015	0.290448	0.407431	0.0944981	0.207623	0.6200078	1.106347
28890	-4486.808	-4503.927	17.11857	3.662543e+07	0.283464	0.00756185	0.00411314	0.00166802	0.00270043	0.00490833	0.0182081	0.0330793	0.0445348	0.00756449	0.00878186	0.00914403	0.0119082	0.109525	0.0294374	0.0464083	0.0594344	0.0660159	0.0501491	0.0108526	0.0314315	0.00908866	0.0200027	0.04701	0.0335444	0.0291936	0.00818217	0.00305226	0.0214421	0.0362568	0.00315912	0.0669582	0.00754145	0.0194937	0.0376585	0.0234152	0.570712	0.0476674	0.0051593	0.321247	0.0317993	0.99979	0.999946	1.00005	1.00021	0.294503	0.384902	0.119495	0.2011	0.6079403	1.183474
28900	-4485.433	-4501.873	16.43984	2.918779e+07	0.394237	0.00731897	0.00303185	0.000588579	0.000404192	0.00704722	0.0150756	0.0223565	0.0378391	0.00737977	0.00634168	0.00855038	0.0112832	0.0567059	0.01655	0.0374032	0.0538917	0.0451031	0.0853365	0.0337433	0.0385128	0.000516207	0.0292493	0.0867898	0.0236489	0.027866	0.0120358	0.0148924	0.025764	0.0309604	0.0057233	0.0544274	0.00445683	0.0236863	0.0226295	0.0186434	0.566155	0.0356423	0.0200425	0.310664	0.0488521	0.999765	0.99994	1.00006	1.00024	0.281784	0.397061	0.106136	0.21502	0.6025332	1.251346
28910	-4475.704	-4494.066	18.3623	7.319094e+07	0.276931	0.00295779	0.00872151	0.000240094	4.43005e-05	0.00448198	0.0144321	0.0278444	0.0416753	0.00379801	0.0101506	0.00266222	0.0214291	0.0675696	0.00857255	0.0429832	0.0442575	0.0581569	0.0610323	0.0337433	0.015601	0.0010712	0.0166095	0.0377257	0.0210905	0.0282248	0.00935246	0.00931424	0.0182354	0.0353056	0.00013438	0.0777727	0.00113028	0.0222539	0.0335958	0.022433	0.631088	0.0313935	0.0181488	0.284927	0.0120101	0.999851	0.999962	1.00004	1.00015	0.283262	0.41149	0.101713	0.203535	0.6434654	1.059101
28920	-4481.618	-4499.115	17.49686	5.537637e+07	0.304006	0.000610095	0.0144544	0.00106695	0.000309211	0.0012097	0.015983	0.0323393	0.0326778	0.000855382	0.00390094	0.00249716	0.0184984	0.0938437	0.033259	0.0471823	0.0355423	0.0434208	0.0898207	0.0454566	0.0490699	0.00767967	0.0120602	0.0273808	0.0213502	0.01891	0.0173284	0.00085011	0.0400035	0.0316164	0.00571895	0.0564534	0.00118198	0.0160232	0.0230835	0.0296193	0.602391	0.0231358	0.0119108	0.31107	0.0218733	0.999829	0.999956	1.00004	1.00017	0.283956	0.391391	0.106142	0.21851	0.61828	1.145644
28930	-4480.24	-4496.788	16.54824	7.930697e+07	0.413694	0.000213782	0.00792672	2.01389e-05	0.00217645	0.00456987	0.0130015	0.0202703	0.0469081	0.00736395	0.00351537	0.00675164	0.02128	0.105718	0.0417352	0.051578	0.0293903	0.051676	0.0401288	0.0370932	0.0166444	0.00232027	0.0160941	0.0421266	0.0457446	0.0300793	0.0150961	0.000808326	0.0224447	0.023798	0.00295199	0.0631594	0.0121471	0.0263317	0.0157481	0.0263124	0.585707	0.0203492	0.0138415	0.326249	0.027541	0.999857	0.999963	1.00004	1.00014	0.285632	0.393927	0.11286	0.207581	0.6127723	1.240506
28940	-4491.051	-4508.993	17.94282	3.294965e+07	0.29272	0.000745489	0.00690854	0.00508306	0.00254512	0.00146803	0.0314553	0.0223246	0.0406226	0.00276001	0.00384282	0.0125657	0.0251081	0.0873567	0.0217299	0.0457212	0.0603417	0.0483019	0.0705978	0.037512	0.0288521	0.00483741	0.0129932	0.00513797	0.00779592	0.0248409	0.0206493	0.0229553	0.024662	0.023798	0.00549447	0.0521726	0.00825508	0.010795	0.0280985	0.0382795	0.632541	0.010644	0.0189336	0.27964	0.0199625	0.999779	0.999943	1.00006	1.00022	0.289823	0.378494	0.11101	0.220672	0.6093061	1.101048
28950	-4490.173	-4508.668	18.49521	4.210556e+07	0.262486	0.00105218	0.0186493	0.00480388	0.000702441	0.00211508	0.0110698	0.0254012	0.0386077	0.00765319	0.00255611	0.0044297	0.0180532	0.0649551	0.029757	0.0509814	0.0426423	0.0388949	0.078116	0.027395	0.0176072	0.0055828	0.0253429	0.0213694	0.0043163	0.017111	0.00527956	0.058876	0.0147353	0.0363258	0.00313062	0.0612193	0.000845955	0.0208921	0.0228546	0.0232422	0.632465	0.031213	0.0211338	0.251128	0.0408176	0.999804	0.99995	1.00005	1.0002	0.307249	0.373556	0.104013	0.215182	0.6659017	1.04581
28960	-4481.669	-4499.427	17.75858	5.650139e+07	0.324973	0.00364366	0.00160688	0.000118375	0.00136838	0.00532501	0.00888058	0.0210752	0.0342145	0.00585721	0.00112305	0.00636649	0.0265243	0.0942809	0.0193363	0.0520365	0.0513444	0.0435697	0.0641121	0.0477082	0.00800528	0.00423302	0.0257538	0.0200581	0.0125141	0.0275975	0.00500366	0.0147822	0.0127837	0.0371587	0.00437479	0.0730081	0.00773378	0.0137956	0.0392045	0.0330261	0.541173	0.0187126	0.00737746	0.337662	0.0620487	0.999831	0.999957	1.00004	1.00017	0.312579	0.374864	0.108252	0.204306	0.6247342	1.119472
28970	-4479.584	-4498.45	18.86529	6.500258e+07	0.271792	0.00225302	0.00607929	0.00186887	0.00136838	0.00217454	0.0119947	0.0303667	0.0251746	0.00467989	0.00195579	0.00669574	0.0111479	0.0741348	0.0293626	0.0460501	0.037083	0.0549221	0.0680887	0.0375585	0.00329529	0.00457158	0.0216897	0.00599324	0.00968655	0.027577	0.0104953	0.0333681	0.01378	0.0313681	0.0033547	0.0470204	0.0087892	0.00936913	0.0536916	0.0290676	0.551268	0.0141206	0.0237937	0.337776	0.0439745	0.999842	0.999959	1.00004	1.00016	0.315167	0.366805	0.11401	0.204019	0.6300799	1.008801
28980	-4479.979	-4498.21	18.2309	6866117	0.295356	0.00356325	0.00989721	0.000369417	0.000591124	0.00460948	0.0159033	0.0240155	0.0285222	0.00422937	0.000784905	0.0110682	0.0239229	0.0574741	0.0123842	0.047606	0.0424024	0.044272	0.0820108	0.0220546	0.00405782	0.00545455	0.0204225	0.0167791	0.00645459	0.0383632	0.00692437	0.0472627	0.0277441	0.0290551	0.00721027	0.0689761	0.00680949	0.0166131	0.0390762	0.0254588	0.54744	0.0227147	0.0177423	0.335431	0.0512132	0.999515	0.999876	1.00012	1.00049	0.313967	0.383787	0.0936014	0.208644	0.630334	1.07224
28990	-4474.407	-4491.744	17.33773	7875365	0.344796	0.00356325	0.00439766	0.0003845	0.000564424	0.0067518	0.0124092	0.0297344	0.036178	0.00415247	0.00701249	0.00846979	0.00905581	0.0605452	0.0246542	0.0607941	0.0362151	0.0478455	0.0787812	0.0299384	0.0154526	0.00534395	0.0153408	0.0211465	0.0277287	0.0257176	0.0159911	0.036491	0.0239077	0.0287309	0.00424476	0.0716698	0.00813458	0.0130117	0.042403	0.026073	0.56973	0.0350262	0.0189366	0.329948	0.0202868	0.999547	0.999884	1.00012	1.00045	0.289035	0.385288	0.106989	0.218688	0.5782491	1.161558
29000	-4495.502	-4513.865	18.36269	7.469265e+07	0.223384	0.00218923	0.00203985	0.00336255	0.00174089	0.0046694	0.0198683	0.0243388	0.0239407	0.0134	0.00156816	0.00495135	0.023959	0.0914807	0.0514242	0.0264696	0.0462205	0.0547139	0.0669826	0.0301947	0.00652511	0.00864128	0.0301576	0.00871891	0.0377439	0.0231551	0.0054506	0.0226639	0.0211323	0.0217153	0.0082676	0.0951304	0.00293145	0.00752694	0.042403	0.0230831	0.567735	0.0188326	0.0164018	0.33181	0.0421383	0.999853	0.999962	1.00004	1.00015	0.330811	0.361244	0.0976376	0.210307	0.6157084	1.059062
29010	-4477.584	-4493.91	16.32585	3.639297e+07	0.420928	0.00287657	0.00337868	0.000735636	0.00174089	0.00467287	0.0258574	0.0251385	0.0305922	0.00534414	0.00121622	0.0103083	0.0135684	0.0734193	0.0197556	0.056644	0.0427097	0.0669266	0.0959279	0.0477158	0.0260362	0.00158126	0.0327827	0.0167338	0.0154385	0.0318212	0.00563707	0.00150016	0.0210911	0.0323393	0.00117363	0.0768943	0.00493563	0.0170559	0.0282675	0.0289721	0.614422	0.0237067	0.013323	0.294014	0.025562	0.999789	0.999946	1.00005	1.00021	0.286452	0.402705	0.105392	0.205451	0.5909253	1.262745
29020	-4477.58	-4495.969	18.38843	4.942437e+07	0.266402	0.005361	0.00215768	0.000432973	0.00386537	0.00746914	0.0199249	0.0274272	0.0370041	0.00582247	0.000971545	0.0111513	0.0145184	0.0960433	0.0209405	0.0378836	0.0367904	0.039344	0.0528202	0.0302574	0.0372919	0.00200022	0.0158564	0.0256308	0.0410149	0.0232384	0.0106061	0.000587745	0.0145525	0.0257505	0.00481459	0.0824554	0.0107523	0.0132928	0.0320556	0.023786	0.646874	0.0279837	0.0206106	0.251381	0.0293647	0.999819	0.999954	1.00005	1.00018	0.281156	0.394344	0.0938063	0.230694	0.6150801	1.056487
29030	-4489.501	-4507.403	17.90251	6.127094e+07	0.349795	0.00277797	0.0100928	0.00100757	0.00256074	0.00487352	0.0235632	0.0307053	0.039245	0.00573921	0.00584262	0.00492287	0.0164858	0.0412311	0.0183684	0.0317442	0.0478376	0.0476219	0.0581904	0.0246976	0.0292751	0.00520508	0.0146278	0.065936	0.017801	0.0328824	0.00657092	0.00267927	0.0119629	0.0251251	0.011156	0.074043	0.000571156	0.0188614	0.0210802	0.0180891	0.583743	0.0383637	0.0197215	0.302781	0.0373017	0.999837	0.999959	1.00004	1.00016	0.290952	0.383723	0.102341	0.222985	0.6067346	1.10508
29040	-4485.235	-4502.569	17.33374	9.052725e+07	0.384325	0.00390682	0.00632365	0.00317979	0.00114513	0.0019562	0.015761	0.0364604	0.0402658	0.00552748	0.0049611	0.0074523	0.0174316	0.0704151	0.0360155	0.0410306	0.0350459	0.0484436	0.068001	0.0246976	0.0240536	0.00556013	0.0191036	0.065936	0.00971431	0.0307149	0.0126813	0.0137502	0.00756276	0.0400893	0.00059898	0.0533716	0.000758234	0.0164102	0.00930592	0.025739	0.614189	0.023299	0.0156483	0.307454	0.0136699	0.999866	0.999966	1.00003	1.00013	0.302878	0.391086	0.0990722	0.206964	0.6301103	1.161956
29050	-4485.235	-4502.312	17.0768	4.356833e+07	0.349819	0.000973638	0.0120494	0.000838164	0.000141165	0.00739986	0.0209413	0.0298157	0.0348205	0.000667428	0.0038499	0.0135229	0.016298	0.0496699	0.0204549	0.0596528	0.0371893	0.0614223	0.0731068	0.0246976	0.0432177	0.00117046	0.0166586	0.0401269	0.0327135	0.0373269	0.0173396	0.0229965	0.0371735	0.0292903	0.00134667	0.0512699	0.00971833	0.0201811	0.00979004	0.026668	0.573829	0.0375022	0.00883215	0.323613	0.0295555	0.999807	0.999951	1.00005	1.00019	0.286096	0.39595	0.118772	0.199182	0.6070475	1.187651
29060	-4484.669	-4500.939	16.26951	7.156482e+07	0.386147	0.0115319	0.00590196	0.00118801	0.00136468	0.00710894	0.0147625	0.0333534	0.0383443	0.00919382	0.00470368	0.00508058	0.012663	0.0750294	0.0259047	0.0352907	0.0437928	0.0745334	0.0593066	0.0366556	0.00728071	0.00385758	0.023652	0.0681889	0.0510585	0.0423074	0.0106043	0.0192183	0.0184152	0.0214854	0.00996368	0.0746321	0.0038404	0.0134412	0.0185763	0.028701	0.614951	0.0364473	0.0124091	0.293691	0.0138012	0.99985	0.999962	1.00004	1.00015	0.284374	0.401678	0.113028	0.20092	0.6110938	1.268379
29070	-4477.77	-4495.177	17.40702	5230652	0.311229	0.00111073	0.00590196	0.00110893	0.00551361	0.00483128	0.0133419	0.0266832	0.0284956	0.0053583	0.00414823	0.00496853	0.017876	0.0931728	0.028856	0.041172	0.0365753	0.0703344	0.0638613	0.0173405	0.00734692	0.00605957	0.0200941	0.0578972	0.0270957	0.0351381	0.00882959	0.0229666	0.0201369	0.0316658	0.00118144	0.0995493	0.00668313	0.0261993	0.00190602	0.0203353	0.575945	0.0497	0.0167348	0.331749	0.00553517	0.999444	0.999858	1.00014	1.00056	0.293191	0.390196	0.11837	0.198242	0.6164558	1.154629
29080	-4481.563	-4500.086	18.52312	4206294	0.295588	0.00179595	0.00434883	0.00186612	0.00159236	0.00733127	0.0104822	0.0310026	0.0353772	0.00267387	0.00658916	0.00506948	0.0207986	0.0568644	0.0143421	0.0385938	0.0393268	0.0594454	0.0735024	0.0160253	0.0103861	0.00838734	0.0233443	0.045052	0.0138682	0.0202231	0.010392	0.0665204	0.0175807	0.0172695	0.00108423	0.0461991	0.00522193	0.0204949	0.0143785	0.0205448	0.601519	0.0301105	0.0134936	0.32606	0.00827126	0.99938	0.999842	1.00016	1.00062	0.304791	0.386538	0.10792	0.200752	0.6403347	1.043018
29090	-4486.348	-4503.58	17.23217	6.464838e+07	0.332112	8.67573e-05	0.00428191	0.00107304	0.000632321	0.00374864	0.0171184	0.0450085	0.0341039	0.00550555	0.00572441	0.00316885	0.0185564	0.0821736	0.043353	0.0399294	0.0393268	0.0733805	0.05993	0.0163626	0.014407	0.00186505	0.0243323	0.0422114	0.0120653	0.0217605	0.0232121	0.0237438	0.0177874	0.0310245	0.0106798	0.0865855	0.00480802	0.012122	0.0199326	0.0176182	0.585648	0.0489674	0.0219105	0.319323	0.0065332	0.999842	0.999959	1.00004	1.00016	0.289599	0.381522	0.118981	0.209898	0.6227846	1.172114
29100	-4481.539	-4499.594	18.05581	2785581	0.290658	0.00513523	0.0029116	0.000711344	0.000984351	0.00121101	0.0136101	0.0278168	0.0394877	0.0168131	0.00102053	0.00861903	0.0147003	0.0890553	0.0297003	0.0412562	0.015849	0.0710561	0.0857774	0.02452	0.00374639	0.0025155	0.0166065	0.0510702	0.0234055	0.0304635	0.0102164	0.0256624	0.0221422	0.0206059	0.0011058	0.0683861	0.00575003	0.0229428	0.00423711	0.0198259	0.599215	0.0496763	0.0152284	0.301157	0.0148975	0.999239	0.999805	1.00019	1.00076	0.291887	0.404958	0.109154	0.194001	0.6311914	1.08975
29110	-4491.323	-4507.188	15.86531	3.668097e+07	0.390171	0.00249121	0.00979992	4.54262e-05	3.92263e-05	0.0076939	0.0230902	0.0269741	0.0429878	0.0078458	0.00574188	0.0130432	0.0157423	0.111204	0.0213959	0.0432789	0.043066	0.0697673	0.054131	0.0522537	0.00206793	0.00210594	0.0178368	0.0301494	0.025128	0.0250834	0.0111104	0.061902	0.0223163	0.0448122	0.00152762	0.0715813	0.00575003	0.0194598	0.0272054	0.0179213	0.552684	0.0541621	0.0219144	0.332808	0.0205101	0.99979	0.999946	1.00005	1.00021	0.30327	0.408422	0.109147	0.179161	0.6064146	1.308799
29120	-4488.379	-4504.209	15.83026	2.651764e+07	0.407731	0.00140529	0.00167263	0.00329301	0.000367952	0.00576009	0.0108095	0.0175015	0.0430853	0.00223442	0.00448732	0.00552366	0.0220611	0.118635	0.0380549	0.0534215	0.0249194	0.04068	0.0905013	0.0522537	0.00964596	0.00761779	0.0147782	0.0425183	0.011412	0.0420919	0.018779	0.0261443	0.0378945	0.0306766	0.001434	0.0867933	0.00246716	0.0256539	0.00999846	0.0258624	0.656935	0.0188822	0.0147446	0.254421	0.0291551	0.999753	0.999937	1.00006	1.00025	0.288905	0.405532	0.0947031	0.210859	0.6038018	1.312304
29130	-4482.135	-4498.753	16.61773	4167377	0.340039	0.00405073	0.00880865	0.000179008	0.000483289	0.00671757	0.0289261	0.0301665	0.0373593	0.00439068	0.00568496	0.00552366	0.0149664	0.0882344	0.0294107	0.0475149	0.0478205	0.0573615	0.0749057	0.0494977	0.0306153	0.00529008	0.0140988	0.0359278	0.0190322	0.0400423	0.0146439	0.0282543	0.0221836	0.0199841	0.00157542	0.0673093	0.00480063	0.0179027	0.0298556	0.0231551	0.654791	0.0380802	0.00495716	0.261826	0.0171907	0.999377	0.999841	1.00016	1.00062	0.28541	0.394562	0.102881	0.217148	0.6148575	1.233558
29140	-4478.843	-4496.888	18.04434	2.801786e+07	0.285234	0.00209902	0.00737448	0.000936982	0.00107451	0.00354156	0.0229384	0.0328908	0.0271769	0.000731889	0.00359363	0.0119639	0.0149664	0.0906687	0.024338	0.0518031	0.0660017	0.057505	0.0543329	0.0233511	0.0345347	0.00442559	0.0176551	0.0154501	0.0105831	0.0238646	0.00966411	0.0131601	0.0278958	0.035069	0.000390815	0.0787299	0.0105769	0.0131851	0.0131884	0.0267719	0.647084	0.0280244	0.011879	0.269156	0.0170844	0.99976	0.999939	1.00006	1.00024	0.297459	0.395301	0.103097	0.204142	0.6129678	1.090896
29150	-4482.059	-4499.706	17.64716	7.52537e+07	0.319688	0.000160784	0.00602056	0.000980243	0.0046077	0.000644229	0.0161726	0.0340484	0.0432327	0.00577973	0.0080862	0.00833725	0.0149664	0.0916005	0.0241465	0.0579101	0.0297266	0.0770634	0.0557791	0.0227706	0.0293284	0.00891424	0.00676886	0.0149709	0.019044	0.0330677	0.00856825	0.010498	0.0300857	0.0171482	0.00413994	0.0787299	0.011839	0.0180078	0.0177815	0.0226278	0.628542	0.031577	0.0113037	0.288787	0.0171625	0.999854	0.999963	1.00004	1.00015	0.302013	0.373569	0.109086	0.215331	0.6121281	1.130614
29160	-4482.366	-4499.738	17.37186	6.585197e+07	0.300077	0.0032432	0.00836664	0.00229127	4.08623e-05	0.00545676	0.0183158	0.0270755	0.0363717	0.00719796	0.000445218	0.00696429	0.0170652	0.121509	0.0372211	0.0374948	0.0338329	0.0770634	0.0679036	0.0169338	0.0184252	0.00108005	0.0164316	0.00913369	0.0166113	0.00520204	0.0231961	0.0329222	0.022136	0.0265214	0.00169925	0.0922031	0.00366409	0.0171889	0.0468596	0.030496	0.626541	0.0308032	0.00827623	0.294969	0.00891476	0.999844	0.99996	1.00004	1.00016	0.291143	0.398115	0.106366	0.204376	0.618503	1.158144
29170	-4480.968	-4499.703	18.7345	7.73564e+07	0.23759	0.00200574	0.00902067	0.00133219	0.000521787	0.00251713	0.0127303	0.0288634	0.0251422	0.00348638	0.00839407	0.012893	0.0133439	0.0694606	0.0316269	0.0218842	0.0387208	0.0553561	0.0678316	0.00933207	0.0212461	0.00175981	0.0191266	0.0294953	0.0162972	0.0298363	0.014577	0.02718	0.0302471	0.0345858	0.000930689	0.0716633	0.00249586	0.0292268	0.0411599	0.0252073	0.64624	0.0317716	0.0174396	0.25628	0.0230612	0.999856	0.999963	1.00004	1.00014	0.31065	0.380045	0.100657	0.208649	0.6299455	1.021881
29180	-4485.41	-4501.356	15.94537	8.774095e+07	0.417355	0.00310148	0.00333021	0.00138555	0.00320712	0.0032538	0.00760193	0.0315995	0.0275119	0.00388843	0.00383341	0.00195947	0.0243016	0.0792577	0.0251133	0.0434043	0.0472315	0.0555351	0.0841498	0.0544995	0.0221831	0.00165354	0.0160208	0.0134096	0.0183394	0.0508021	0.00575302	0.00281242	0.026821	0.0466433	0.00036151	0.0883398	0.00182289	0.0301622	0.0541483	0.0183621	0.584034	0.0304132	0.0216692	0.316885	0.0286369	0.999864	0.999965	1.00003	1.00014	0.287994	0.403956	0.105681	0.202369	0.623636	1.300793
29190	-4482.658	-4500.487	17.82929	5.971223e+07	0.31307	0.00203844	0.00789522	0.000347789	0.000560091	0.00769928	0.0167759	0.0323201	0.0398161	0.00448148	0.00383341	0.0105453	0.0085024	0.0551173	0.0373642	0.039264	0.0644635	0.0546671	0.0476353	0.0152328	0.00378896	9.34852e-05	0.0251645	0.0217128	0.0308972	0.0439427	0.00800708	0.038488	0.0302317	0.0301494	0.0105185	0.0499674	0.000396438	0.020388	0.0370262	0.0259696	0.613387	0.0296399	0.0267797	0.287002	0.0172214	0.999836	0.999958	1.00004	1.00016	0.273033	0.397164	0.107634	0.22217	0.6140536	1.112402
29200	-4482.496	-4499.408	16.91171	9.010011e+07	0.425861	0.00196212	0.0041934	0.000949732	0.00117832	0.00302682	0.015694	0.033	0.05246	0.00319915	0.0120856	0.00730023	0.0140954	0.0721461	0.0300205	0.0599467	0.0246074	0.0368142	0.0682348	0.0249136	0.0144031	0.00110546	0.0196606	0.0248469	0.0404777	0.0282699	0.01532	0.0134627	0.0238943	0.0220374	0.00134926	0.0530081	0.00611555	0.0176495	0.0308698	0.0204992	0.561045	0.0436937	0.0152332	0.339305	0.0202237	0.999866	0.999966	1.00003	1.00013	0.27157	0.406934	0.115094	0.206402	0.6409407	1.20416
29210	-4480.869	-4498.949	18.07979	4.781709e+07	0.330818	0.00196212	0.00664026	0.00496169	0.000503618	0.00328844	0.0226986	0.0327006	0.0294383	0.00363151	0.00291155	0.00302331	0.0160021	0.0719996	0.0230379	0.025351	0.029859	0.046658	0.0662252	0.0243217	0.00624833	0.00488679	0.0241277	0.0399519	0.0275077	0.0203848	0.0256373	0.0342755	0.0147305	0.0241772	0.00260605	0.0598969	0.00129104	0.0297185	0.0258794	0.0263191	0.559076	0.0358932	0.0200744	0.332372	0.0262657	0.999816	0.999953	1.00005	1.00018	0.270836	0.408903	0.107442	0.212818	0.6361131	1.087352
29220	-4475.82	-4493.639	17.81855	6.218307e+07	0.316689	0.00196212	0.00363959	0.000106084	6.97077e-05	0.00283144	0.0143344	0.0323647	0.0239481	0.00364657	0.00073451	0.00920873	0.0110964	0.0803555	0.0211718	0.0398657	0.0490078	0.0408189	0.0616359	0.0250718	0.0130977	0.00778738	0.0212484	0.0562285	0.0205366	0.0534103	0.0149621	0.0404357	0.0218805	0.0214631	0.00618303	0.0636711	0.0110018	0.0153018	0.00770924	0.0225021	0.607654	0.0274582	0.0142831	0.304625	0.0234781	0.999839	0.99996	1.00004	1.00016	0.296817	0.375438	0.114399	0.213346	0.6165329	1.113476
29230	-4480.192	-4498.071	17.87991	1.64604e+07	0.299539	0.00109569	0.0054777	0.00112256	0.00105108	0.00283144	0.0167536	0.023349	0.0323761	0.00293935	0.00331061	0.0101869	0.016895	0.108647	0.0123331	0.0706554	0.0356206	0.0651606	0.0811501	0.00625036	0.0191301	0.00218979	0.0183249	0.0301971	0.0161653	0.0159294	0.0183569	0.0360232	0.0243286	0.0343811	0.00822122	0.0522304	0.0015944	0.0124974	0.0210254	0.0207157	0.615944	0.0282848	0.0134578	0.308781	0.0128172	0.999687	0.99992	1.00008	1.00031	0.289898	0.401084	0.0974758	0.211542	0.6391238	1.10734
29240	-4479.991	-4496.757	16.76559	2.46246e+07	0.337737	0.000542945	0.0097417	0.00165868	0.000717623	0.00191003	0.0204338	0.029755	0.0467389	0.00247057	0.00434796	0.012066	0.0232452	0.0665674	0.0123331	0.0515193	0.0548224	0.0652639	0.0666646	0.0142592	0.00127733	0.00541552	0.0254798	0.0241356	0.0617988	0.035493	0.0183569	0.0369168	0.0259741	0.0331474	0.00128776	0.0780902	0.0121964	0.0148317	0.0215742	0.0253811	0.667174	0.0271941	0.0164392	0.252275	0.0115367	0.999744	0.999935	1.00007	1.00026	0.2917	0.393598	0.100061	0.214641	0.619062	1.218772
29250	-4476.246	-4493.848	17.60223	1.425009e+07	0.324244	0.00274748	0.00579741	0.000503144	0.00269716	0.00140373	0.0149125	0.0251663	0.0297361	0.00348552	0.00204242	0.00592103	0.011703	0.0707138	0.0231	0.0595312	0.0683175	0.0455416	0.0795114	0.00992448	0.0156446	0.010665	0.020186	0.0292418	0.0362404	0.0166069	0.0182632	0.0293848	0.0296447	0.0236954	0.00022813	0.0722033	0.000934787	0.0158002	0.0293675	0.0230483	0.575218	0.0279624	0.0183555	0.329878	0.025538	0.999663	0.999914	1.00009	1.00034	0.310501	0.367097	0.108078	0.214323	0.6143534	1.135107
