Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	part_rate[1]	part_rate[2]	part_rate_mult[1]	part_rate_mult[2]	pinvar[1]	pinvar[2]	TL
13180	-4121.91	-4118.718	-3.19176	1.54382e+07	4.62025e+07	0.453619	0.00229806	0.00553102	0.00216003	0.00065078	0.00128438	0.0154066	0.0240747	0.0232641	0.00366684	0.00902866	0.000511952	0.0163802	0.0950797	0.00881753	0.083245	0.0283385	0.0475142	0.0915296	0.0187552	0.00192152	0.110337	0.0479725	0.0393353	0.0299952	0.00191767	0.0104439	0.000482475	0.0192215	0.00801423	0.0522282	0.0452752	0.0702854	0.0166557	0.000460431	0.181163	2.63767	0.120775	0.879225	0.804714	0.0675163	1.385703
13190	-4129.098	-4127.717	-1.380868	3.47298e+07	6.23094e+07	0.358295	0.00143779	0.00328597	0.000679872	0.00126671	0.00155244	0.0125192	0.0195866	0.0190069	0.000911255	0.0052329	0.00728274	0.0102787	0.111356	0.014398	0.0508026	0.048216	0.0551715	0.0806909	0.0237949	0.00585129	0.0840895	0.0540092	0.0746148	0.0371051	0.00155329	0.0238862	0.00205971	0.0185191	0.00409559	0.0321839	0.0555932	0.0246616	0.0117053	0.000431532	0.193671	2.61266	0.129114	0.870886	0.76918	0.0323837	1.256125
13200	-4134.473	-4134.965	0.49171	4.32703e+07	9.97788e+07	0.426073	0.0072377	0.00529729	0.000718569	0.000845727	0.00390612	0.0192046	0.0253721	0.0234109	0.00107825	0.0134588	0.00411536	0.0228263	0.0823937	0.0125431	0.0456373	0.0405714	0.0549597	0.0958639	0.013618	0.00882928	0.0978644	0.0181551	0.0276152	0.0425939	0.0183288	0.0180537	0.00072062	0.0245985	0.0321591	0.042153	0.0399039	0.052574	0.0201328	0.00643157	0.284139	2.43172	0.189426	0.810574	0.715486	0.011314	1.349246
13210	-4130.843	-4129.135	-1.708034	1.78538e+07	1.80084e+06	0.393205	0.00146255	0.00978826	0.000462191	0.00252977	0.00488098	0.0204688	0.0253746	0.0301311	0.00788809	0.0069308	0.00287466	0.00758395	0.108892	0.0542083	0.058606	0.0276574	0.0384071	0.0828654	0.00936385	0.00586931	0.101918	0.0255872	0.0210154	0.0345953	0.0123145	0.00933567	0.00158247	0.0186389	0.0304465	0.0553165	0.0491031	0.0109997	0.0185437	0.00163131	0.194085	2.61183	0.12939	0.87061	0.820121	0.0194985	1.290479
13220	-4129.451	-4129.765	0.3143969	9.18674e+07	7.65866e+07	0.296769	0.00400825	0.0026046	0.00213828	0.00149342	0.00664233	0.0173725	0.0249786	0.0173339	0.0150875	0.0125258	0.00634358	0.0180214	0.0844697	0.0553564	0.0407859	0.0441055	0.0550025	0.0515108	0.0153941	0.00243844	0.0856496	0.0434347	0.0387177	0.0243665	0.00677892	0.015876	0.00307583	0.0170199	0.0172313	0.0424593	0.0174818	0.0400031	0.0150664	0.00448345	0.209415	2.58117	0.13961	0.86039	0.78271	0.035878	1.146027
13230	-4119.31	-4118.126	-1.183331	9.77413e+07	6.63164e+07	0.466924	0.0061714	0.0022026	6.4701e-05	0.00125546	0.00162786	0.0173725	0.0267123	0.0401596	0.00444429	0.00446323	0.00438728	0.0175735	0.0873535	0.0280129	0.0432756	0.0441055	0.070994	0.0626429	0.0166339	0.00394285	0.0953931	0.0323869	0.0370627	0.0251844	0.00093395	0.0121221	0.000335879	0.0150788	0.0321363	0.0195325	0.0252998	0.0368072	0.0167208	0.00505325	0.211812	2.57638	0.141208	0.858792	0.752606	0.00507018	1.304367
13240	-4125.61	-4123.833	-1.776557	7.22757e+07	1.39235e+07	0.420853	0.0019625	0.0130645	0.00526405	0.00210236	0.00372333	0.0168547	0.0253663	0.0147855	0.00673678	0.0105758	0.00459412	0.0153021	0.0718505	0.0160086	0.0675214	0.035437	0.0539141	0.10386	0.0104241	0.00834098	0.0631663	0.0222705	0.0231749	0.015581	0.0111237	0.0154797	1.71416e-05	0.01977	0.0410955	0.0390915	0.0457024	0.0427446	0.00914669	0.0117808	0.18699	2.62602	0.12466	0.87534	0.763114	0.0161792	1.268687
13250	-4123.261	-4122.176	-1.084893	3.74667e+07	4.69467e+07	0.378025	0.0023541	0.00302081	0.000131858	0.000967381	0.00317155	0.0184926	0.022804	0.0185686	0.00476758	0.0102698	0.00731033	0.0317768	0.0766561	0.0142152	0.0675839	0.0312104	0.0559004	0.0905918	0.0196372	0.0050283	0.0881251	0.0387173	0.0291719	0.035274	0.00699799	0.0202857	0.00431393	0.0126382	0.0374518	0.0535525	0.0388162	0.0281143	0.0052855	0.0124224	0.206031	2.58794	0.137354	0.862646	0.804331	0.00445805	1.273651
13260	-4129.081	-4128.462	-0.6193218	4.91129e+07	8.68109e+07	0.392519	0.00355992	0.00562866	0.00390362	0.00112859	0.00465918	0.0207735	0.0176557	0.0340315	0.01404	0.0030817	4.13925e-05	0.0224204	0.114217	0.0143955	0.070428	0.0527764	0.0512932	0.0722358	0.0177728	0.00168423	0.0640719	0.02994	0.0242316	0.0185178	0.0339128	0.0198349	0.0036193	0.0257829	0.0456111	0.0396923	0.0171789	0.0285574	0.0130451	0.00152034	0.222197	2.55561	0.148131	0.851869	0.764412	0.000670268	1.283762
13270	-4109.946	-4111.532	1.586171	1.57056e+06	7.72171e+07	0.284782	0.00144413	0.00562866	0.00071946	0.0019009	0.000990243	0.0211284	0.0245371	0.0296016	0.00342625	0.00204915	0.00135934	0.0177641	0.0848688	0.0212243	0.0625973	0.0395238	0.045142	0.0637072	0.015475	0.00328573	0.0821527	0.0337465	0.0196169	0.0185178	0.0339128	0.0248526	0.00150921	0.0197891	0.0273147	0.0322161	0.0241415	0.0360632	0.0220908	0.00365951	0.236989	2.52602	0.157993	0.842007	0.781038	0.0149185	1.110739
13280	-4125.537	-4127.348	1.811569	6.56469e+07	5.17518e+06	0.287102	0.0117466	0.00446171	0.000856538	0.00423564	0.00461461	0.00861974	0.0243373	0.0349334	0.00365902	0.003501	0.00279062	0.0179109	0.0872604	0.0313948	0.063581	0.0395238	0.0304673	0.0845898	0.0154294	0.00748217	0.0675754	0.0100826	0.0429528	0.0178634	0.0419059	0.00900712	0.012543	0.0205651	0.0136614	0.0242423	0.00706173	0.0285077	0.0162819	0.00475156	0.236116	2.52777	0.157411	0.842589	0.744235	0.0528763	1.085499
13290	-4122.095	-4123.727	1.631901	6.92429e+07	3.55531e+07	0.302474	0.00905764	0.000607127	0.00419227	0.000760385	0.00592714	0.0150357	0.0243405	0.0243627	0.0108575	0.00281265	0.0056083	0.0130917	0.0894532	0.0212845	0.0505957	0.0366586	0.0513929	0.0760983	0.0111161	0.00594442	0.0997801	0.035749	0.0323862	0.0196116	0.0442668	0.0104371	0.000141229	0.0187107	0.00682042	0.0365156	0.0101423	0.0535938	0.00912436	0.00120952	0.248345	2.50331	0.165563	0.834437	0.747289	0.00759188	1.14016
13300	-4127.541	-4125.869	-1.672354	4.37092e+07	2.09253e+07	0.419087	0.00431003	0.00244336	0.00147067	0.00168451	0.00125309	0.0263707	0.0238773	0.0523245	0.0028696	0.00787707	0.00476844	0.0196444	0.110736	0.010699	0.0680811	0.0430732	0.0400944	0.0997497	0.0180445	0.00769177	0.103023	0.00672647	0.0361989	0.0167472	0.0459844	0.0126675	0.00265643	0.0265874	0.0399887	0.0374007	0.0209308	0.0340487	0.0261573	0.00707857	0.2202	2.5596	0.1468	0.8532	0.825113	0.0165647	1.382346
13310	-4126.987	-4125.165	-1.82175	5.4562e+07	3.92468e+07	0.513071	0.00099936	0.00906072	0.00359526	0.00223549	0.00126326	0.0129773	0.0214668	0.0302927	0.00251189	0.00334592	0.0110063	0.0206347	0.09299	0.0190424	0.0558005	0.0425893	0.032995	0.0697274	0.0227148	0.00649979	0.100896	0.00731303	0.0409333	0.0158628	0.0792031	0.0136608	0.00285358	0.0205299	0.0273394	0.0447733	0.0185708	0.0422308	0.0221489	0.00139773	0.224764	2.55047	0.149843	0.850157	0.759604	0.0250573	1.412534
13320	-4131.701	-4129.246	-2.455542	9.61677e+07	7.45167e+07	0.507436	0.000467493	0.00247225	0.00124722	0.000978076	0.00572561	0.0121539	0.0208066	0.040415	0.00221872	0.00651709	0.00450239	0.0115435	0.120831	0.0197624	0.083004	0.0450311	0.0506362	0.0711584	0.0165389	0.00288121	0.0825332	0.0353734	0.0340146	0.0134902	0.0436342	0.0217225	0.00482177	0.024405	0.0280945	0.020922	0.026661	0.0584813	0.0414414	0.0053255	0.222156	2.55569	0.148104	0.851896	0.826052	0.0387035	1.467248
13330	-4125.028	-4122.63	-2.397506	5.65758e+07	8.8185e+07	0.422175	0.00317955	0.00297619	0.000612254	0.00359575	0.00339027	0.0236101	0.0253567	0.0393241	0.00829132	0.011091	0.00725344	0.0214571	0.0995578	0.00558718	0.0458469	0.0526814	0.0473873	0.0565013	0.0259584	0.000962518	0.0868691	0.0244663	0.038613	0.0237247	0.0387434	0.0156847	0.00410969	0.0193502	0.0554164	0.0427746	0.0475973	0.0391203	0.0322123	0.00463182	0.199411	2.60118	0.13294	0.86706	0.792021	0.0280594	1.380109
13340	-4132.876	-4133.925	1.049539	9.24714e+06	1.85426e+07	0.287192	0.00510319	0.00690916	0.00233393	0.00359575	0.00542381	0.0140331	0.0324927	0.0498251	0.0175959	0.00383014	0.000353974	0.0214571	0.0868376	0.0221072	0.054035	0.0552631	0.0447101	0.0594991	0.021144	0.00269365	0.0716859	0.0689939	0.0295433	0.0260731	0.00209155	0.0195487	0.00356258	0.0154699	0.014561	0.0321592	0.0388916	0.0439538	0.0322123	0.0163177	0.252909	2.49418	0.168606	0.831394	0.803844	0.0256909	1.2115
13350	-4132.808	-4130.874	-1.933516	6.75082e+07	7.65432e+07	0.508857	0.00514022	0.00189578	0.00242794	0.000834438	0.00623303	0.0193866	0.0230721	0.0237213	0.00390988	0.00218188	0.000944884	0.0130332	0.117149	0.025623	0.04547	0.0357587	0.0459408	0.0727121	0.0108102	0.00184598	0.046256	0.0766673	0.0544298	0.027563	0.0237054	0.0204592	0.000192195	0.0266388	0.0235956	0.033602	0.051157	0.0450887	0.0288598	0.0066371	0.227234	2.54553	0.151489	0.848511	0.778673	0.0753554	1.4318
13360	-4117.861	-4120.272	2.410997	3.55749e+06	7.2455e+07	0.304576	0.000714139	0.00808577	0.00167453	9.2023e-05	0.00727348	0.0106756	0.0222103	0.0349252	0.00563247	0.00438142	0.00966447	0.0145351	0.101532	0.00621102	0.0753203	0.0461449	0.0514121	0.0772385	0.0232933	0.00057289	0.0458183	0.0392035	0.0357184	0.0186209	0.00369412	0.00945598	0.000185009	0.0329315	0.0149856	0.0506138	0.0343646	0.0752391	0.0133414	0.00760816	0.297157	2.40569	0.198104	0.801896	0.756825	0.0402265	1.187946
13370	-4121.776	-4122.35	0.5738788	5.7686e+07	4.98604e+07	0.367822	0.010868	0.00206386	0.00190393	0.00147969	0.00402056	0.0245266	0.0201796	0.0192074	0.00651442	0.00265257	0.00264136	0.0141847	0.0947041	0.00934606	0.0558386	0.0354518	0.0429299	0.0792369	0.0160036	0.00337593	0.0469964	0.0366572	0.0301635	0.00725375	0.0345956	0.0107838	0.00331823	0.0300093	0.0321992	0.0413797	0.0206884	0.0616672	0.0197964	0.0113589	0.233729	2.53254	0.155819	0.844181	0.755133	0.0048163	1.201819
13380	-4119.247	-4118.419	-0.8273645	3.91613e+06	9.96069e+07	0.408791	0.00346704	0.00448744	0.00109743	0.00147969	0.00374887	0.0133319	0.0226382	0.0360405	0.00104874	0.00756844	0.0027056	0.0195223	0.141302	0.0117409	0.0663689	0.0426458	0.0528948	0.072044	0.0235075	0.00467146	0.075438	0.0295563	0.0321584	0.0230204	0.0345956	0.0173203	0.00216214	0.0299726	0.0112423	0.021207	0.0119916	0.0561028	0.0228236	0.00178325	0.223972	2.55206	0.149315	0.850685	0.799126	0.00617134	1.310477
13390	-4121.18	-4118.99	-2.189642	7.80881e+07	5.81953e+07	0.530955	0.0042806	0.0038864	0.00294917	0.00036215	0.00312021	0.0144578	0.0178454	0.0474754	0.012695	0.00318888	0.00569776	0.0174315	0.10642	0.0184982	0.0520945	0.0322231	0.0625074	0.072044	0.0204705	0.00446962	0.0736569	0.0454749	0.0413634	0.0229495	0.0353478	0.0159602	0.00477571	0.0269769	0.00466267	0.022309	0.0218607	0.0643074	0.00939159	0.00382855	0.217812	2.56438	0.145208	0.854792	0.775679	0.00336448	1.425938
13400	-4128.503	-4125.811	-2.691886	8.82423e+07	8.73269e+07	0.422824	0.00472372	0.006152	0.00232342	0.000579625	0.00342271	0.00769897	0.0357754	0.0243168	0.011404	0.0045385	0.00466923	0.0113321	0.101337	0.0305324	0.0796549	0.0327546	0.045412	0.0949916	0.0136984	0.0129422	0.0512897	0.0393354	0.0413634	0.0191437	0.0475307	0.0161866	0.00125783	0.0201437	0.0375761	0.0558364	0.0172064	0.0318969	0.0188411	0.0126629	0.187265	2.62547	0.124843	0.875157	0.80395	0.00892554	1.361355
13410	-4120.416	-4119.994	-0.4211574	6.01701e+07	8.56131e+07	0.374461	0.00867052	0.00174621	0.000259348	0.00274138	0.00669457	0.0200354	0.022571	0.0383488	0.00305976	0.00298205	0.00314683	0.0202417	0.0769771	0.0165797	0.0701596	0.0389276	0.0405181	0.0668633	0.0142533	0.00103728	0.0841228	0.0445671	0.0224312	0.0361882	0.0475307	0.0102613	0.00170271	0.0274131	0.0271365	0.0490864	0.0128266	0.0779474	0.0129046	0.00173142	0.228951	2.5421	0.152634	0.847366	0.809222	0.0174554	1.286125
13420	-4118.424	-4118.29	-0.134436	8.31054e+07	5.6973e+07	0.374116	0.00183548	0.0105541	0.000366985	0.00199015	0.00767529	0.0158862	0.026623	0.0297989	0.0035586	0.00245046	0.0102843	0.0214559	0.0718486	0.0355714	0.0438015	0.037865	0.0575023	0.0940807	0.0228551	0.00287059	0.0896629	0.0272375	0.0478724	0.0213781	0.0423699	0.00838373	0.000559398	0.0130758	0.0211578	0.0365245	0.0133519	0.0346231	0.0158119	0.0111353	0.228543	2.54291	0.152362	0.847638	0.800438	0.017367	1.256135
13430	-4120.424	-4121.944	1.520432	1.84897e+07	7.69218e+07	0.329845	0.00681622	0.00113514	1.44996e-05	0.000862632	0.00665843	0.0126472	0.0236812	0.0174611	0.00592162	0.00285653	0.00142011	0.0146988	0.0972676	0.021199	0.0447623	0.0502306	0.0372508	0.0622276	0.0165729	0.00204271	0.0896629	0.0434676	0.04095	0.0224023	0.0278777	0.0122633	0.0098368	0.0213583	0.0363149	0.0344968	0.0113315	0.0381385	0.0336444	0.00738062	0.260195	2.47961	0.173464	0.826536	0.780088	0.00746881	1.184698
13440	-4118.642	-4117.644	-0.9984141	7.92967e+07	1.7798e+07	0.38286	0.00319031	0.00122298	0.00179008	0.000497959	0.00306553	0.0126472	0.024722	0.0210317	0.00130606	0.00524909	0.00741234	0.0146988	0.140235	0.00930364	0.0504468	0.0228997	0.0463782	0.0818923	0.0108962	0.000719958	0.0761264	0.0356111	0.0242779	0.0251789	0.0551388	0.00500451	0.0098368	0.0224584	0.0234262	0.0357005	0.00463077	0.0619332	0.0122065	0.00252514	0.19845	2.6031	0.1323	0.8677	0.809631	0.034738	1.23652
13450	-4124.671	-4125.986	1.315352	2.17952e+07	6.33897e+07	0.286991	0.00295919	0.00389587	0.000899718	0.000566729	0.00340428	0.0130104	0.0220965	0.0392643	0.00378069	0.0066547	0.000783013	0.0128946	0.0918106	0.0112521	0.0740359	0.0505634	0.0267799	0.0578158	0.00857246	0.010315	0.0699181	0.04493	0.0337885	0.0255927	0.0393357	0.0177667	0.00191149	0.0202131	0.00787495	0.0234374	0.00828	0.0725537	0.0312251	0.0053559	0.234641	2.53072	0.156427	0.843573	0.729056	0.00481461	1.13053
13460	-4124.461	-4124.156	-0.3045728	2.64551e+07	7.81777e+07	0.341388	0.00584484	0.0032168	0.00171438	5.64821e-05	0.00180896	0.0169991	0.0239282	0.0320454	0.00459656	0.00252728	0.005979	0.0276994	0.121036	0.0137931	0.0447625	0.0187591	0.0485428	0.117863	0.0234005	0.00264759	0.0688529	0.024357	0.0572967	0.0178	0.045568	0.00888175	0.00787084	0.0261963	0.0128639	0.0307303	0.00452841	0.0764133	0.0172956	0.000253017	0.223767	2.55247	0.149178	0.850822	0.740311	0.0244261	1.257517
13470	-4117.877	-4119.184	1.306841	3.46961e+06	6.84721e+07	0.288605	0.00320629	0.00291814	0.000839029	0.00213592	0.0021062	0.0155907	0.0208748	0.0475721	0.00159631	0.00838568	0.00231051	0.025094	0.114339	0.0040434	0.0638336	0.0258225	0.0442225	0.0890739	0.0175065	0.00276691	0.057377	0.0619149	0.0271052	0.026023	0.0292004	0.0224605	0.00294019	0.0255637	0.0335386	0.02689	0.00216537	0.0426646	0.0172956	0.00394477	0.244683	2.51063	0.163122	0.836878	0.797495	0.0228399	1.161927
13480	-4116.398	-4116.016	-0.3815895	4.87206e+07	6.86578e+07	0.303001	0.00376816	0.00560876	0.000402555	0.000669567	0.00416022	0.0105322	0.0284388	0.0403056	0.00259181	0.00414231	0.0120233	0.0167852	0.123739	0.0106003	0.0762873	0.0386993	0.0423636	0.0507022	0.0160088	0.00732511	0.0754323	0.0394399	0.0271052	0.0316962	0.0416081	0.00769829	0.00314643	0.0204802	0.0416725	0.0312678	0.0152424	0.05912	0.017689	0.0118614	0.211087	2.57783	0.140725	0.859275	0.758666	0.00248685	1.221615
13490	-4129.237	-4130.827	1.590078	5.99981e+07	7.46267e+07	0.251043	0.000372465	0.00700543	0.00198576	0.00113865	0.0115993	0.0136317	0.0277901	0.033993	0.00348335	0.00714279	0.00687224	0.0130115	0.120184	0.0272065	0.0592805	0.0327082	0.0567999	0.059595	0.0220795	0.00732511	0.0545855	0.026643	0.0293167	0.0123271	0.0332236	0.0115061	0.001366	0.038996	0.0069156	0.0337929	0.0148102	0.0567566	0.0353534	0.000793564	0.240354	2.51929	0.160236	0.839764	0.706829	0.0644126	1.120634
13500	-4114.352	-4116.715	2.363027	6.74184e+07	3.58652e+07	0.311041	0.00327528	0.00154102	0.000747766	0.00023701	0.00444787	0.00837861	0.01758	0.0305695	0.00648101	0.00393829	0.00419759	0.00906894	0.0975516	0.0161179	0.0335163	0.0306824	0.0499251	0.0863759	0.017726	0.00751947	0.0885909	0.0398893	0.027036	0.0229693	0.0332236	0.00735899	0.00536777	0.0181795	0.00521321	0.0229263	0.0117156	0.0529794	0.0189098	0.00607818	0.260532	2.47894	0.173688	0.826312	0.766791	0.0133635	1.101357
13510	-4111.516	-4113.233	1.716839	1.42568e+07	3.9258e+07	0.292733	0.00313788	0.00206419	0.000282514	0.00118658	0.00329689	0.0155538	0.0245363	0.0347255	0.00763497	0.00305134	0.00841571	0.0125733	0.107989	0.0275799	0.0568782	0.0238396	0.0488469	0.0768009	0.0165509	0.0002635	0.056567	0.0258781	0.0217262	0.0323968	0.0332236	0.0133133	0.000280831	0.0279652	0.0287129	0.0474063	0.0142239	0.0383811	0.0223246	0.000794638	0.248162	2.50368	0.165442	0.834558	0.790888	0.0027587	1.131136
13520	-4131.694	-4130.691	-1.003564	3.35847e+07	3.11002e+07	0.375589	0.0015643	0.0130229	0.00230657	0.000891924	0.00411099	0.0145227	0.0182134	0.0243289	0.00390827	0.00537791	0.00639499	0.0103345	0.0645973	0.0354695	0.0378769	0.0623374	0.0608078	0.064067	0.010354	0.00456117	0.0967113	0.0171343	0.0312787	0.0282777	0.0332236	0.00898846	0.00271825	0.0162994	0.0157062	0.0307611	0.054274	0.0650969	0.0280184	0.00306119	0.20244	2.59512	0.13496	0.86504	0.787938	0.0220355	1.252187
13530	-4141.277	-4143.872	2.5949	8.43743e+07	8.87122e+06	0.239799	0.00588394	0.00288475	0.00230746	0.000248917	0.00525676	0.0231336	0.0337605	0.0387316	0.000896105	0.0134856	0.00513865	0.0128014	0.080477	0.0210264	0.0673321	0.0374008	0.0874928	0.0991384	0.0106647	0.00658502	0.0613621	0.0351436	0.0443257	0.0221126	0.0260557	0.00853371	0.00941241	0.023168	0.00310432	0.0339273	0.0276528	0.0481441	0.0189425	0.005574	0.293828	2.41234	0.195885	0.804115	0.768301	0.00364369	1.161905
13540	-4116.408	-4119.482	3.07412	1.68502e+07	7.64215e+07	0.27282	0.00118737	0.00330378	0.00150106	0.00018019	0.00247666	0.0152139	0.0185841	0.0269389	0.0095056	0.00484182	0.00729353	0.0125807	0.0745429	0.0257953	0.0523971	0.027641	0.0439745	0.0827761	0.0112491	0.0133888	0.0747541	0.0277314	0.0374648	0.0358652	0.0296125	0.00987778	0.00255916	0.0243052	0.00649332	0.0299533	0.0051171	0.0549854	0.0106585	0.0102739	0.274812	2.45038	0.183208	0.816792	0.764979	0.00339788	1.067844
13550	-4134.586	-4135.482	0.8962795	2.66425e+07	6.89009e+07	0.367599	0.0129427	0.000453108	0.00124042	0.00499621	0.00283558	0.0224119	0.022766	0.0247027	0.00368196	0.00876733	0.0079751	0.0162	0.0862107	0.0124495	0.055041	0.0196007	0.0400014	0.0499177	0.0158195	0.0121011	0.063646	0.0438988	0.0412197	0.0230279	0.0409175	0.0105633	0.00670714	0.0218918	0.00654636	0.0381983	0.00947506	0.0753615	0.0103549	7.4756e-05	0.236947	2.52611	0.157965	0.842035	0.759095	0.0158145	1.179596
13560	-4128.406	-4125.666	-2.740638	3.8271e+07	6.36947e+07	0.527855	0.00492465	0.00222327	0.000381981	0.00123228	0.00296083	0.011979	0.0271903	0.021511	0.00504463	0.0034871	0.00134315	0.0160001	0.124206	0.0168812	0.044606	0.0319107	0.04033	0.0561369	0.0167866	0.00574586	0.0945949	0.0268344	0.0145506	0.0358068	0.0572022	0.0111275	0.0025827	0.0178486	0.0127736	0.0476459	0.0167687	0.0862939	0.014948	0.00199498	0.196631	2.60674	0.131087	0.868913	0.821751	0.0207648	1.403709
13570	-4128.414	-4126.706	-1.708438	1.0368e+07	3.41461e+07	0.369513	0.00720547	0.00327177	0.000205972	0.00348347	0.00177323	0.0210612	0.0277416	0.0405355	0.00374613	0.00812667	0.00512444	0.0201458	0.109189	0.0367461	0.048835	0.0309107	0.0640151	0.089117	0.0265298	0.0115651	0.13389	0.0294555	0.0323998	0.0227001	0.0450708	0.0151762	0.000908676	0.0145424	0.0228803	0.0363596	0.0101596	0.0346543	0.0325696	0.00928836	0.215231	2.56954	0.143487	0.856513	0.735917	0.0284471	1.368897
13580	-4119.696	-4122.072	2.375644	9.05847e+07	4.25678e+07	0.272246	0.000309253	0.010136	0.000933885	0.0014047	0.00565971	0.0148492	0.0434708	0.0368765	0.00711396	0.00368264	0.00143347	0.0106378	0.109189	0.0301535	0.0683175	0.0331322	0.0595743	0.0766995	0.0136059	0.000893908	0.0807427	0.0155412	0.0171694	0.0157032	0.0306162	0.0116315	0.000133231	0.0215949	0.0173208	0.0194578	0.0103054	0.0433235	0.0138152	0.00571321	0.261742	2.47652	0.174495	0.825505	0.761901	0.0248982	1.103388
13590	-4116.89	-4116.722	-0.1676638	1.53453e+07	6.65183e+07	0.31528	0.00326478	0.00537373	1.73322e-05	0.000910441	0.00540981	0.0153148	0.0374136	0.0324786	0.00457369	0.00588938	0.00732133	0.011923	0.0935434	0.00709176	0.050605	0.0174891	0.0699013	0.0648895	0.0161822	0.00730987	0.0929936	0.0316223	0.0397061	0.023077	0.0262912	0.00890294	0.00244001	0.0273674	0.0182421	0.0327498	0.00276144	0.0433235	0.0269952	0.00238206	0.197825	2.60435	0.131883	0.868117	0.808143	0.0336949	1.151037
13600	-4119.811	-4117.546	-2.265049	6.4679e+07	5.99864e+07	0.448782	0.00188742	0.00436244	0.000141968	0.000639875	0.00775989	0.0126128	0.0260972	0.0361014	0.00464448	0.00400455	0.00975885	0.0156167	0.0758722	0.0259387	0.0584583	0.036399	0.0392062	0.0780331	0.0147652	0.000214489	0.0602417	0.0530124	0.0421908	0.0276031	0.0636778	0.0137004	0.00110304	0.016842	0.0867784	0.0370724	0.00701533	0.0363052	0.0160912	0.00398962	0.199426	2.60115	0.13295	0.86705	0.753887	0.0357617	1.366921
13610	-4130.877	-4131.351	0.47421	4.65455e+07	8.9867e+07	0.370903	0.0014415	0.00404362	0.000774621	0.00121167	0.00217531	0.0245518	0.0321641	0.0328087	0.00969623	0.00347256	0.00548228	0.0145855	0.0943622	0.0379016	0.057684	0.02578	0.069393	0.0848301	0.0217452	4.11253e-05	0.0551686	0.0337893	0.0161457	0.0226811	0.0400561	0.0261368	0.00655363	0.0215259	0.0365951	0.0346698	0.0204067	0.0320152	0.0247908	0.000686405	0.251938	2.49612	0.167958	0.832042	0.724475	0.0301084	1.266269
13620	-4134.399	-4131.501	-2.89795	8.12326e+07	6.87041e+07	0.473613	0.0149492	0.00220142	0.000991296	0.00290381	0.00619414	0.00737697	0.0226351	0.0244277	0.00679384	0.00182182	0.00524719	0.0169285	0.0760379	0.0321239	0.0543586	0.051058	0.0509513	0.0767549	0.0176958	0.0078204	0.0804531	0.0815885	0.049711	0.0268351	0.0446897	0.0184894	0.000573962	0.0330978	0.0719601	0.035861	0.010117	0.00773958	0.0138574	0.000686304	0.19899	2.60202	0.13266	0.86734	0.800709	0.0192046	1.428545
13630	-4122.982	-4122.902	-0.07998375	5.76766e+07	9.45812e+07	0.291719	0.00249386	0.00325309	0.00132527	0.000853387	0.00724253	0.0133454	0.0185874	0.0150487	0.00420485	0.00726161	0.00724235	0.0175461	0.100057	0.0169912	0.0512227	0.0271872	0.0509513	0.0599218	0.0178391	0.00775014	0.0818496	0.0291385	0.0242408	0.0255131	0.047088	0.0161654	0.00162372	0.0286743	0.0213704	0.0576313	0.00622619	0.0305811	0.0102957	0.000161194	0.187858	2.62428	0.125238	0.874762	0.798621	0.0225483	1.102603
13640	-4120.437	-4121.469	1.032115	5.38672e+07	4.86101e+07	0.286282	0.010673	0.00752005	0.0011366	0.000692984	0.00439741	0.0119055	0.0229665	0.0194405	0.00433825	0.00497429	0.00109307	0.0293186	0.103679	0.0278753	0.0480818	0.0414115	0.0461596	0.103441	0.0204489	0.000500858	0.0689725	0.0372616	0.0383716	0.0301719	0.034679	0.0225047	0.000961592	0.0137106	0.0217125	0.0210673	0.00643643	0.0436226	0.022247	0.000737927	0.234622	2.53076	0.156415	0.843585	0.780056	0.00762446	1.158793
13650	-4122.68	-4123.002	0.3219564	4.07834e+07	3.91326e+07	0.309249	0.000838619	0.00248218	0.00182471	0.00139892	0.00339766	0.0214783	0.0187202	0.0387101	0.00856229	0.00375121	0.00514276	0.0162223	0.0934731	0.0139999	0.0677857	0.0334942	0.0385611	0.0405301	0.0168246	0.00335105	0.0740106	0.0400081	0.0420228	0.014272	0.0577964	0.0104111	0.00202802	0.0179452	0.00934836	0.0493302	0.00260365	0.0836368	0.0396725	0.00683583	0.222223	2.55555	0.148148	0.851852	0.816478	0.0310005	1.189719
13660	-4132.708	-4133.166	0.4587961	8.92014e+07	3.82027e+07	0.353283	0.00115054	0.00946729	0.000425288	0.00139892	0.00376668	0.0151349	0.0248178	0.0491255	0.00478739	0.00467796	0.000388315	0.0320259	0.111716	0.0220875	0.0825416	0.0376211	0.0498442	0.0832612	0.00855714	0.00306128	0.0771007	0.0268052	0.0593446	0.0132329	0.0448274	0.00668072	0.0067705	0.02539	0.0015121	0.0413604	0.0150178	0.11633	0.0109454	0.00825839	0.284212	2.43158	0.189475	0.810525	0.767264	0.0187705	1.352716
