Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	part_rate[1]	part_rate[2]	part_rate_mult[1]	part_rate_mult[2]	pinvar[1]	pinvar[2]	TL
140	-4125.478	-4127.32	1.841358	5.64741e+07	2.78853e+07	0.354736	0.00288757	0.00748257	0.000152399	0.0035155	0.00450621	0.0177457	0.031648	0.0348183	0.00306324	0.002877	0.016578	0.017816	0.0680712	0.0330446	0.0358736	0.034439	0.0573763	0.0545473	0.0163566	0.00548153	0.0695349	0.0263258	0.0201657	0.0259588	0.0201404	0.0090661	0.00254667	0.0228392	0.0046538	0.0292339	0.0141432	0.0622264	0.0366405	0.00255187	0.258896	2.48221	0.172598	0.827402	0.786226	0.0334212	1.149044
150	-4131.115	-4130.946	-0.1686689	2.65966e+07	3.77052e+07	0.352337	0.00162871	0.00554173	0.000239904	0.00398708	0.00442156	0.0263176	0.0243864	0.0134868	0.00322914	0.00424702	0.00683368	0.0299724	0.0881636	0.0267369	0.0489003	0.02819	0.0613301	0.0699854	0.0240982	0.00488071	0.10023	0.0398875	0.0286562	0.0253244	0.0534286	0.00589432	0.00255201	0.0202471	0.0029478	0.0531705	0.0158338	0.0563631	0.0197171	0.00231512	0.227285	2.54543	0.151523	0.848477	0.755639	0.0318367	1.255482
160	-4119.98	-4121.04	1.060125	7.55391e+07	9.8878e+07	0.335957	0.00200772	0.00368016	0.000457633	0.00165493	0.00718476	0.0136847	0.0260421	0.031138	0.00524705	0.00272404	0.0049603	0.0168444	0.0719557	0.0245102	0.055216	0.0447253	0.0595411	0.0740655	0.00744737	0.00546633	0.0908056	0.037273	0.0260413	0.0163264	0.0442972	0.0108265	0.00275673	0.0257501	0.00635142	0.0396826	0.00641568	0.0298386	0.0306911	0.00117303	0.236794	2.52641	0.157863	0.842137	0.779982	0.014218	1.16274
170	-4121.488	-4121.776	0.2879264	6.18715e+07	7.16029e+07	0.26646	0.00174305	0.00436178	0.000152759	0.00151007	0.00972782	0.0182785	0.0275054	0.0308671	0.0123093	0.00345032	0.00992381	0.0147586	0.106288	0.0156494	0.0525359	0.0395263	0.0452945	0.0822304	0.0120584	0.00862306	0.0844965	0.0249019	0.0131632	0.025901	0.050724	0.0163591	0.0028026	0.0239639	0.0178108	0.0244978	0.00729442	0.0688678	0.0374887	0.00214959	0.213634	2.57273	0.142422	0.857578	0.779982	0.00896717	1.163676
180	-4112.324	-4112.896	0.5715687	5.15787e+07	8.93835e+07	0.343472	0.00361561	0.00295933	0.000126559	0.00173152	0.00632943	0.0164837	0.0286171	0.0197754	0.00791768	0.00422182	0.0104509	0.0157272	0.0926247	0.0151347	0.0734089	0.0324024	0.0548846	0.0852406	0.0218563	0.00983273	0.079785	0.0426344	0.0142555	0.0239958	0.0541898	0.00573192	0.00332591	0.0282815	0.0110025	0.0310378	0.00848005	0.0489053	0.0211715	0.00232031	0.240171	2.51966	0.160114	0.839886	0.797865	0.028059	1.22193
190	-4117.225	-4118.491	1.266005	8.06785e+07	6.1433e+07	0.295032	0.00401955	0.00211547	0.00021828	0.0044848	0.00534849	0.00955597	0.0211544	0.0272854	0.004421	0.00542673	0.00609348	0.0181075	0.0801853	0.0187398	0.0493281	0.0337467	0.0708721	0.0680839	0.0295144	0.0147498	0.103467	0.0255877	0.0187957	0.0286624	0.0475046	0.0118661	0.00133854	0.0259039	0.011854	0.0269816	0.0115064	0.0310652	0.057986	0.00153023	0.246898	2.5062	0.164599	0.835401	0.765653	0.0178584	1.172532
200	-4127.407	-4127.916	0.5087509	9.87974e+07	8.28739e+07	0.366541	0.00433754	0.000944806	0.000169556	0.00390713	0.00531192	0.0156634	0.035541	0.0382931	0.00611579	0.00884569	0.00920429	0.00526412	0.106683	0.00936703	0.0697405	0.0406734	0.0386031	0.0743454	0.0309067	0.00928816	0.0778459	0.0213512	0.0108852	0.0236693	0.0286352	0.00926274	0.00151606	0.0211313	0.00348938	0.0402707	0.0169748	0.0826484	0.0288542	0.00197584	0.246898	2.5062	0.164599	0.835401	0.808455	0.0254929	1.248257
210	-4130.683	-4131.952	1.269177	5.23967e+07	1.67852e+07	0.361271	0.00889885	0.00161473	0.000755702	0.00942101	0.00977789	0.0136466	0.0239935	0.0394933	0.00300199	0.0115247	0.0111869	0.0158033	0.113812	0.0175366	0.072678	0.0325218	0.0493187	0.0627076	0.0119187	0.00514493	0.0809998	0.0238124	0.00806301	0.0312222	0.0305924	0.0115281	0.00155538	0.0166515	0.0146107	0.0304463	0.0246871	0.0802211	0.0351513	0.00667897	0.284447	2.43111	0.189631	0.810369	0.776438	0.0234287	1.272248
220	-4128.602	-4130.324	1.721097	6.64555e+07	3.15396e+07	0.209876	0.00270013	0.00115895	0.00288693	0.00328399	0.00706216	0.0152978	0.0231523	0.0305343	0.00621077	0.00487185	0.0101605	0.0223174	0.131733	0.00836895	0.0798653	0.033649	0.0381582	0.0630869	0.016312	0.00388009	0.0778172	0.0261203	0.00973431	0.0247537	0.0211879	0.0160988	0.00408539	0.0240933	0.0163009	0.0386613	0.0341177	0.0693749	0.0358791	0.00367498	0.243326	2.51335	0.162217	0.837783	0.771829	0.0235679	1.116467
230	-4134.771	-4134.006	-0.7652184	9.76229e+07	9.33455e+07	0.444832	0.000213513	0.00502608	0.00358003	0.00274364	0.00303151	0.0125364	0.0214741	0.0265602	0.00658791	0.00257774	0.00868556	0.0133854	0.0997759	0.0146212	0.0975255	0.0365438	0.0559857	0.0668495	0.0182673	0.00345328	0.0847781	0.0472337	0.0139563	0.0307117	0.0089453	0.0118866	0.00264582	0.0177374	0.0103604	0.0688178	0.0451868	0.0919904	0.0278819	0.00165009	0.258293	2.48341	0.172195	0.827805	0.736216	0.0202372	1.408039
240	-4128.722	-4126.951	-1.77131	9.16455e+07	4.84419e+07	0.386406	0.000670495	0.00569739	0.000762002	0.00493144	0.00162247	0.0187052	0.0164848	0.0474958	0.0122262	0.00702811	0.00349786	0.015365	0.114405	0.0102432	0.0670236	0.0352192	0.0597112	0.0694853	0.0239863	0.00482337	0.0624375	0.0143629	0.0320199	0.0276914	0.0331162	0.0156367	0.00274054	0.0301477	0.00366911	0.0391248	0.0666545	0.0531861	0.0425393	0.000263015	0.202552	2.5949	0.135035	0.864965	0.799156	0.0522969	1.32938
250	-4128.972	-4127.978	-0.9945179	4.00733e+07	2.31771e+07	0.343717	0.00108814	0.00251384	0.000765862	0.000528956	0.00372771	0.0183487	0.038744	0.0470992	0.00160371	0.00354619	0.00712423	0.0192165	0.0960165	0.00844004	0.0718591	0.0201961	0.0667187	0.105501	0.0223112	0.00288849	0.0554518	0.0131282	0.0323453	0.0264392	0.0142549	0.013932	0.00713641	0.0252029	0.00304644	0.0216052	0.0462443	0.0770534	0.0187965	0.000718534	0.198758	2.60248	0.132505	0.867495	0.829038	0.0147962	1.237311
260	-4121.58	-4122.664	1.084264	8.2395e+07	1.33397e+07	0.376258	0.00114856	0.00213371	0.00145993	0.000793179	0.00801939	0.0138293	0.0309733	0.0256416	0.0023146	0.00295233	0.00490764	0.0109777	0.0918055	0.0132668	0.0789144	0.0331354	0.0535294	0.0591245	0.015622	0.000547317	0.0678925	0.0268395	0.00781684	0.0269799	0.00755469	0.0107038	0.00896722	0.0221013	0.00733709	0.0303301	0.0468456	0.0699665	0.0244033	0.00059711	0.245192	2.50962	0.163462	0.836538	0.821931	0.0513243	1.18569
270	-4124.443	-4122.866	-1.577043	7.77963e+07	3.53198e+07	0.396227	0.000565675	0.00727657	0.00157906	0.000888822	0.00336025	0.017591	0.031483	0.0442427	0.00611916	0.00824095	0.00653713	0.0210454	0.103761	0.0345552	0.047945	0.0392412	0.0351382	0.107744	0.0196723	0.00440086	0.0553762	0.0307019	0.0034635	0.023177	0.0152533	0.0100474	0.00536835	0.0211643	0.0142901	0.0448708	0.0596943	0.0682378	0.0339995	0.00233351	0.206775	2.58645	0.13785	0.86215	0.824245	0.0104729	1.325593
280	-4120.261	-4120.429	0.1680731	7.3222e+07	1.80023e+07	0.372588	0.00727526	0.00204155	7.49959e-05	0.000612682	0.00539805	0.0185894	0.0305966	0.0427538	0.00529331	0.00708808	0.00901188	0.0101105	0.0758149	0.0174503	0.0381714	0.0545799	0.0374539	0.0676491	0.0119464	0.00230126	0.0799333	0.0334699	0.0150696	0.0237857	0.00720914	0.0147725	0.00652378	0.0181818	0.00858806	0.0326695	0.0520508	0.0938688	0.0400398	0.00450125	0.235349	2.5293	0.156899	0.843101	0.806599	0.0208687	1.247465
290	-4126.53	-4126.566	0.03578971	5.78472e+07	2.76837e+07	0.330009	0.00326528	0.00134433	0.000181048	0.00070753	0.00513028	0.0116293	0.0337982	0.0371442	0.00301123	0.013181	0.00277045	0.0108448	0.100244	0.00541068	0.0641583	0.0547338	0.0584867	0.101799	0.0160295	0.00163874	0.072729	0.0433347	0.00120988	0.0405953	0.0132546	0.0115028	0.00436395	0.0187077	0.00868015	0.0162212	0.0500222	0.0537266	0.0674103	0.00452618	0.235706	2.52859	0.157137	0.842863	0.789882	0.0514604	1.261803
300	-4122.63	-4124.386	1.756139	8.95317e+07	2.54955e+07	0.308328	0.00498207	0.00264529	4.69461e-05	0.00178527	0.0035624	0.0099142	0.0163953	0.0338779	0.00245237	0.00248392	0.00495741	0.024165	0.0718518	0.0119764	0.0458601	0.0622537	0.0552671	0.0723813	0.0101443	0.00170007	0.0548984	0.0257136	0.00195424	0.0234687	0.0191745	0.0109025	0.00167922	0.0188739	0.0210759	0.0354196	0.0656386	0.0687247	0.0255028	0.000627245	0.245933	2.50813	0.163955	0.836045	0.774827	0.00655952	1.120685
310	-4131.429	-4132.098	0.6689957	8.65955e+07	9.91775e+07	0.341509	0.00512341	0.000648498	0.000117196	0.00250929	0.00162036	0.0106543	0.0175515	0.0314106	0.00184092	0.00344319	0.00168923	0.0259778	0.0623626	0.0140926	0.0654981	0.025496	0.0379096	0.0765225	0.032322	0.00300658	0.0591407	0.0275215	0.00107329	0.0276689	0.0169957	0.0119138	0.00232168	0.025178	0.0304483	0.0247647	0.0820575	0.0224642	0.0661796	0.00416014	0.224684	2.55063	0.149789	0.850211	0.731253	0.0092432	1.163193
320	-4129.3	-4131.253	1.953728	6.30912e+07	8.2604e+07	0.287601	0.00131747	0.00212405	0.000186084	0.00125848	0.00129038	0.0214143	0.0220025	0.0215531	0.00401111	0.00690807	0.0025312	0.0124936	0.117674	0.00440922	0.065984	0.0269709	0.0517873	0.0506965	0.0154338	0.000350598	0.101942	0.0496527	0.0273304	0.0178394	0.0340196	0.0124997	0.00103507	0.0399334	0.0430544	0.0448334	0.0317814	0.0288785	0.0399234	0.00677377	0.281865	2.43627	0.18791	0.81209	0.789003	0.0593902	1.197495
330	-4121.573	-4121.699	0.1258376	7.88615e+07	5.31626e+07	0.324879	0.00574505	0.00392969	0.000753261	0.00343086	0.00498387	0.0171655	0.0191586	0.02877	0.00813239	0.00428667	0.00239425	0.0135631	0.0984907	0.0208831	0.0710215	0.0371215	0.0486411	0.053268	0.0244134	0.001272	0.0723458	0.0492985	0.0188293	0.0192076	0.00499499	0.0203433	0.00279877	0.0270887	0.0225729	0.0372149	0.0325163	0.0424295	0.0407828	0.00440691	0.215709	2.56858	0.143806	0.856194	0.734974	0.0198138	1.187134
340	-4138.981	-4138.803	-0.178172	7.39025e+07	3.58794e+07	0.31462	0.00981752	0.00369225	0.000714542	0.00418522	0.00187789	0.0214624	0.021682	0.0270353	0.00657734	0.00470177	0.00701485	0.0120643	0.0959213	0.0185719	0.0610673	0.0509279	0.0406824	0.0842366	0.019809	0.0129618	0.0665323	0.035255	0.0216859	0.0311121	0.0110561	0.0264824	0.00376583	0.0127099	0.0284262	0.0259152	0.0376874	0.013028	0.0560594	0.0125627	0.211263	2.57747	0.140842	0.859158	0.744391	0.0287055	1.201902
350	-4123.948	-4124.333	0.3850327	1.61921e+07	7.89487e+07	0.371548	0.00688425	0.00436975	0.00101759	0.00246629	0.00891264	0.0111805	0.0241802	0.020766	0.00582216	0.00620013	0.00253851	0.00931102	0.0999045	0.0194952	0.0537168	0.0333442	0.0576631	0.0798312	0.00912486	0.00512195	0.108854	0.034993	0.0070987	0.0209131	0.0131902	0.0105024	0.00454266	0.0149429	0.0289337	0.0317518	0.0596711	0.0336199	0.0220619	0.00722297	0.237263	2.52547	0.158176	0.841824	0.766715	0.0193055	1.231697
360	-4130.434	-4129.31	-1.124304	2.3666e+07	6.54256e+07	0.393293	0.00235741	0.0147946	0.00660392	0.00312459	0.00349277	0.0137706	0.0201307	0.0273865	0.00559917	0.00922989	0.00494851	0.01107	0.104159	0.0127085	0.0586918	0.0437274	0.0455901	0.0888572	0.0154811	0.00178485	0.0857524	0.0309079	0.022781	0.0326965	0.00619392	0.0216045	0.00763556	0.0180691	0.0367893	0.0230753	0.030161	0.0455896	0.0567454	0.00221456	0.214237	2.57153	0.142825	0.857175	0.813492	0.0239384	1.307017
370	-4124.719	-4124.92	0.2007774	9.45117e+07	5.06187e+07	0.400896	0.0132275	0.00350712	0.00223493	0.000230837	0.00486953	0.019603	0.0169895	0.0317902	0.00262254	0.00146687	0.0069229	0.0206732	0.078142	0.00677619	0.050293	0.0403751	0.0393713	0.0813754	0.0225335	0.00533672	0.0774085	0.0309081	0.0196928	0.0265056	0.00661386	0.00999987	0.00984898	0.0114777	0.0495726	0.0257934	0.0364544	0.0322075	0.0246152	0.00512501	0.226342	2.54732	0.150894	0.849106	0.738432	0.0275303	1.215461
380	-4123.414	-4123.405	-0.008659508	7.36162e+07	5.11115e+07	0.365723	0.00280834	0.00454301	0.000597139	0.00034954	0.00192374	0.0186124	0.0329194	0.0187921	0.00752061	0.0139898	0.00494362	0.015644	0.12597	0.00708516	0.0759341	0.0446579	0.0410605	0.0536562	0.0174071	0.00400267	0.0586344	0.0313005	0.0158006	0.0168734	0.0100273	0.0126804	0.00232317	0.0290318	0.0210357	0.0272464	0.0522453	0.0268205	0.0292976	0.0125102	0.216687	2.56663	0.144458	0.855542	0.809484	0.0555779	1.203968
390	-4118.638	-4117.938	-0.7006607	9.64926e+07	8.46778e+07	0.352224	0.00735757	0.000971637	0.000375324	0.00254821	0.00266789	0.020935	0.0247935	0.0352621	0.00301376	0.0082564	0.00757902	0.0116763	0.102929	0.010435	0.0557093	0.0408521	0.0480057	0.0729118	0.0130561	0.00369128	0.072491	0.0486832	0.0124953	0.020615	0.0140097	0.0251654	0.000607579	0.0290318	0.0305632	0.0369156	0.0421297	0.0408599	0.0332514	0.0196566	0.210584	2.57883	0.140389	0.859611	0.784624	0.0285115	1.251726
400	-4126.04	-4125.189	-0.8514261	5.25558e+07	9.1472e+07	0.379194	0.00340445	0.00112855	0.000642937	0.00142082	0.00652766	0.0152177	0.0309922	0.00995553	0.00525152	0.00862023	0.010705	0.024735	0.0927057	0.0161643	0.0764754	0.0469182	0.0497979	0.076803	0.0132076	0.00380386	0.0720848	0.0492251	0.0254103	0.0438313	0.00620188	0.0171917	0.00643753	0.0196672	0.0230131	0.0466153	0.0581176	0.0367661	0.0246931	0.00768064	0.223287	2.55343	0.148858	0.851142	0.761837	0.0358543	1.310607
410	-4126.533	-4124.111	-2.421892	9.79683e+07	2.7987e+07	0.418239	0.00693194	0.00207147	2.14562e-05	0.00101656	0.00325553	0.0129407	0.0231113	0.018154	0.00217602	0.00259336	0.00505421	0.0148119	0.0962295	0.0403485	0.0427814	0.0495057	0.0436833	0.0683858	0.0192335	0.0155778	0.0836068	0.0244903	0.0232404	0.017404	0.043593	0.0126798	0.00332779	0.0309559	0.0416178	0.0349946	0.0759483	0.0166516	0.0474067	0.00214165	0.189668	2.62066	0.126445	0.873555	0.830642	0.00658768	1.344182
420	-4124.075	-4124.401	0.3258461	6.96554e+07	2.62972e+07	0.365955	0.00395316	0.000996069	0.000419765	0.000704689	0.00153993	0.0141226	0.0174375	0.0178008	0.0113412	0.00329704	0.00545313	0.0138084	0.0686411	0.0298828	0.0711605	0.0398989	0.0545333	0.108382	0.0220369	0.00530021	0.0863517	0.0302298	0.0189276	0.0266964	0.0368081	0.0195626	0.00179981	0.0211065	0.0780812	0.0275588	0.0108823	0.0134048	0.0257771	0.000750747	0.242861	2.51428	0.161907	0.838093	0.793241	0.0127265	1.254603
430	-4125.659	-4126.119	0.4609105	8.4829e+06	6.67819e+07	0.330971	0.00883431	0.00120408	0.00114667	0.00226801	0.00286099	0.0181963	0.0217834	0.0368741	0.00836816	0.00612142	0.00345174	0.014068	0.101805	0.0141294	0.0470614	0.0294123	0.0362694	0.0631323	0.0215327	0.00882428	0.0864504	0.0305899	0.0202982	0.0284395	0.0385264	0.0304586	0.00125057	0.0231245	0.104574	0.0253474	0.0269946	0.0112869	0.0307616	0.000608467	0.241504	2.51699	0.161003	0.838997	0.788295	0.010071	1.237026
440	-4122.732	-4120.593	-2.139627	4.94443e+07	1.38964e+07	0.469507	0.00125972	0.0036688	0.000750574	0.00322065	0.002445	0.0168621	0.0368936	0.0398446	0.0048641	0.00917668	0.00820103	0.0219149	0.0952605	0.0216826	0.050862	0.0419892	0.0605155	0.0898917	0.0163776	0.00435284	0.0726461	0.056693	0.0148097	0.0129347	0.0255667	0.00976475	0.0060141	0.0184536	0.0440697	0.0253474	0.0125514	0.006228	0.0401399	0.00797216	0.198995	2.60201	0.132664	0.867336	0.840011	0.0310836	1.352732
450	-4125.553	-4125.941	0.3876057	3.69127e+07	2.26215e+07	0.321746	0.00065105	0.00568166	0.0010759	0.000529003	0.00306251	0.0113121	0.0160529	0.0458599	0.00202791	0.00441916	0.0109191	0.0149683	0.0931933	0.0200942	0.0713858	0.0232864	0.0429721	0.0717398	0.0161471	0.00189772	0.0554304	0.017367	0.0390338	0.0241133	0.0350609	0.0120229	0.00209687	0.0275355	0.0175384	0.0420514	0.0432878	0.0420513	0.012041	0.000240843	0.212268	2.57546	0.141512	0.858488	0.811272	0.0131413	1.148893
460	-4131.779	-4129.012	-2.766183	4.8806e+07	6.90734e+07	0.328994	0.000117258	0.00851004	0.0015175	0.00148405	0.000152897	0.024375	0.0320861	0.030966	0.0142269	0.00796764	0.00075321	0.0266519	0.103694	0.0160775	0.0855129	0.0389082	0.0543669	0.0978334	0.0257372	0.0105465	0.0763126	0.0192431	0.0371283	0.0234896	0.0350609	0.0168958	0.00646424	0.0425506	0.0315276	0.0438067	0.0222107	0.0477837	0.00840541	0.000111913	0.176188	2.64762	0.117459	0.882541	0.761535	0.048305	1.321471
470	-4115.859	-4116.25	0.3917901	1.56933e+07	6.66066e+07	0.356657	0.000283715	0.00499274	0.000351869	0.000982908	0.00394877	0.0142995	0.0313109	0.0393556	0.00320028	0.00446971	0.00605623	0.0198742	0.0854962	0.0148967	0.0751683	0.0312687	0.0559031	0.0607168	0.0213343	0.00457857	0.0752107	0.053427	0.0166053	0.0246838	0.0651418	0.00729108	0.00496288	0.020837	0.033271	0.0411769	0.0017393	0.00641816	0.0438002	0.00754583	0.239299	2.5214	0.159532	0.840468	0.814817	0.0248024	1.237257
