Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	part_rate[1]	part_rate[2]	part_rate_mult[1]	part_rate_mult[2]	pinvar[1]	pinvar[2]	TL
31730	-4127.152	-4127.613	0.4607021	1.24294e+06	1.00827e+07	0.341197	0.00248392	0.00530434	9.22811e-05	0.000568666	0.00483085	0.0199487	0.0213203	0.0438561	0.00410573	0.00213954	0.0079828	0.0158158	0.102688	0.0244911	0.0733876	0.0557406	0.0543225	0.0926609	0.0604795	0.0240466	0.0472858	0.0245354	0.0226105	0.0128675	0.0338896	0.0557989	0.00612293	0.00652133	0.00579671	0.00359773	0.0697665	0.0171265	0.00959099	0.0120508	0.25814	2.48372	0.172093	0.827907	0.769211	0.0153277	1.285024
31740	-4123.811	-4122.064	-1.747138	7.82998e+07	3.58824e+07	0.431252	0.0079897	0.00365674	0.0003053	0.00101586	0.00179599	0.0143754	0.0270288	0.0368681	0.00686164	0.0067452	0.00684257	0.0206753	0.0729589	0.0189145	0.053191	0.0216012	0.078536	0.0851209	0.0658093	0.0412381	0.0370996	0.0259294	0.0186862	0.0254294	0.024135	0.021746	0.000924982	0.00628681	0.00812224	0.0292914	0.0693092	0.0133225	0.0107874	0.0120508	0.197028	2.60594	0.131352	0.868648	0.791795	0.0451515	1.305903
31750	-4128.986	-4129.976	0.9903726	1.81138e+07	3.24487e+07	0.432577	0.00272248	0.00549988	0.000242635	0.00135698	0.00439459	0.0119299	0.0220771	0.0201759	0.00505193	0.00546019	0.00455492	0.0206753	0.11187	0.0255573	0.0478572	0.0312702	0.0582403	0.0773048	0.066659	0.0239325	0.0340388	0.0133582	0.00794121	0.0331115	0.0414605	0.0129392	0.00312561	0.0137029	0.0267168	0.0520908	0.122006	0.00223501	0.00826611	0.00213167	0.307272	2.38546	0.204848	0.795152	0.810855	0.00668774	1.352534
31760	-4121.183	-4121.993	0.8094713	7.97024e+07	3.59944e+07	0.323112	0.00427892	0.00606676	0.000311056	0.0028278	0.0054988	0.0131691	0.0352824	0.0304267	0.00461215	0.00711718	0.00795747	0.0194753	0.0796919	0.0207287	0.0538242	0.0562342	0.0455659	0.0780235	0.0243427	0.0371268	0.0433489	0.0173597	0.0174416	0.0200795	0.0612466	0.0247423	0.000274078	0.00284066	0.01438	0.0233327	0.050099	0.00677286	0.00710672	0.00308472	0.224271	2.55146	0.149514	0.850486	0.783968	0.0447705	1.147783
31770	-4126.928	-4126.11	-0.8179971	3.28626e+07	3.79959e+07	0.355919	0.00157916	0.00764418	0.0011811	0.000261137	0.00573972	0.011647	0.0422151	0.0425879	0.00910898	0.0103228	0.00647556	0.0138896	0.143021	0.0118052	0.0607314	0.0207359	0.0730333	0.0773896	0.0274587	0.0335193	0.0488002	0.0244684	0.0408339	0.0263086	0.0157398	0.0709477	0.00378401	0.00524873	0.0216654	0.00249255	0.0658019	0.00903095	0.00563881	0.00315386	0.221169	2.55766	0.147446	0.852554	0.794097	0.000727299	1.300181
31780	-4121.335	-4121.302	-0.03279896	8.43554e+07	2.53146e+07	0.30439	0.00814498	0.00323079	0.000147494	0.000423598	0.00405981	0.0190422	0.036783	0.040343	0.00968978	0.00522753	0.0110006	0.0169563	0.130761	0.00840274	0.0671043	0.0406685	0.0416372	0.050443	0.0403222	0.0292188	0.0433399	0.0269218	0.019511	0.0202166	0.0110374	0.0493861	0.00305897	0.00543439	0.0172138	0.0106115	0.0770942	0.0229231	0.018474	0.00159616	0.213368	2.57326	0.142246	0.857754	0.773004	0.015214	1.194817
31790	-4119.21	-4117.979	-1.230348	4.32664e+07	6.31834e+07	0.380839	0.00352926	0.00685407	0.00102645	0.000204933	0.00345018	0.0214545	0.0286423	0.019431	0.00900826	0.00569558	0.00587112	0.00997127	0.083293	0.0110295	0.0565476	0.0485419	0.0368978	0.0738057	0.0265341	0.038992	0.0306122	0.0200487	0.0234424	0.0169596	0.038117	0.0340787	0.00137433	0.0166574	0.027659	0.0299038	0.0683233	0.0209483	0.0205325	0.000593223	0.188647	2.62271	0.125764	0.874236	0.771942	0.0131796	1.22087
31800	-4119.965	-4119.394	-0.5712231	3.99399e+07	5.72756e+07	0.4161	0.00801875	0.00220157	0.0035832	0.00320385	0.00744922	0.0221819	0.0278517	0.0285631	0.00334994	0.00709956	0.00285695	0.0159982	0.0884505	0.0195705	0.0592997	0.0356965	0.0576916	0.058719	0.0461058	0.0350594	0.0386438	0.0152858	0.00731538	0.022041	0.0218711	0.0280185	0.00582144	0.00204726	0.0148248	0.0502131	0.070906	0.0208685	0.0191666	1.97687e-05	0.218396	2.56321	0.145597	0.854403	0.777068	0.0376725	1.266094
31810	-4122.219	-4121.225	-0.9946425	2.04707e+06	6.34807e+07	0.493988	0.00230173	0.000707787	0.00139122	0.00655393	0.00255114	0.0167679	0.0185467	0.0362702	0.00599226	0.00309609	0.00764173	0.0145445	0.100693	0.00978654	0.0757612	0.0354096	0.0492068	0.0582352	0.0185594	0.0275174	0.0469929	0.0145101	0.0163685	0.0256126	0.0277138	0.0338642	0.000971898	0.00692323	0.0246212	0.0343505	0.0592229	0.0125112	0.00945665	0.000337977	0.215651	2.5687	0.143767	0.856233	0.774562	0.0271368	1.298979
31820	-4121.791	-4122.886	1.0953	2.94022e+07	3.40572e+07	0.310411	0.00329303	0.00230318	0.00207314	0.0038488	0.00591701	0.0184333	0.0152325	0.0273201	0.00725368	0.00461423	0.00679517	0.0264445	0.0745295	0.0205627	0.0574098	0.0258782	0.0399244	0.0828726	0.050464	0.0456137	0.0338746	0.0297404	0.0232593	0.010834	0.0277293	0.026983	0.000988666	0.00555097	0.0150966	0.0250656	0.0534388	0.0209296	0.0255315	0.00932861	0.23053	2.53894	0.153687	0.846313	0.776178	0.00544541	1.139546
31830	-4117.985	-4119.186	1.201242	1.65561e+07	8.86816e+07	0.331355	0.00566426	0.00294849	0.00146941	0.00313416	0.000230815	0.0186718	0.0287817	0.0338519	0.00301377	0.0029883	0.0107152	0.01857	0.0867033	0.037613	0.0451858	0.0267987	0.0474371	0.0668418	0.0387003	0.0353985	0.0400535	0.014435	0.0277614	0.0113462	0.0365461	0.0317746	0.000243463	0.00820005	0.0225329	0.0242773	0.0790618	0.0104598	0.0132726	0.00893876	0.245526	2.50895	0.163684	0.836316	0.813057	0.00185745	1.174977
31840	-4118.339	-4118.386	0.04678388	5.86581e+07	6.01726e+07	0.343675	0.00223495	0.00368519	0.00056742	0.001671	0.0074578	0.0149768	0.0243856	0.0273995	0.00687828	0.00218011	0.00712562	0.00938493	0.0686717	0.0133125	0.0531827	0.0462784	0.0469294	0.0616007	0.0376094	0.0245838	0.0258374	0.0208347	0.0147722	0.013845	0.0286931	0.0396643	0.0043838	0.00267975	0.0136791	0.0154748	0.104066	0.0325722	0.00816209	0.00240623	0.198154	2.60369	0.132103	0.867897	0.793821	0.0450525	1.130862
31850	-4125.705	-4126.219	0.514579	5.36985e+07	6.95257e+07	0.348536	0.00506715	0.0122093	0.000903839	0.000530679	0.00678399	0.00695223	0.022792	0.025647	0.00317048	0.00248422	0.00766944	0.0119893	0.109068	0.029746	0.0675805	0.0233857	0.0594304	0.0860654	0.037299	0.0222472	0.0208334	0.0240017	0.0194212	0.0327625	0.0250866	0.0345537	0.00230495	0.000947034	0.0174939	0.0140915	0.0837147	0.0137207	0.00810402	0.00422669	0.228415	2.54317	0.152277	0.847723	0.756678	0.0515177	1.190821
31860	-4128.303	-4126.045	-2.257633	2.2029e+07	9.47367e+07	0.406628	0.00205647	0.00412854	0.0011966	0.000537179	0.00191878	0.0280173	0.0230258	0.037557	0.00252631	0.00696125	0.00292131	0.018667	0.149696	0.00436136	0.0949939	0.0470784	0.0481875	0.0824024	0.0356075	0.0219301	0.013361	0.0178896	0.0252895	0.0133962	0.0511713	0.0266238	0.00220102	0.00554632	0.0149834	0.0646269	0.0712828	0.00910639	0.00812682	0.00997133	0.196262	2.60748	0.130842	0.869158	0.774746	0.00598443	1.353975
31870	-4117.297	-4115.475	-1.82179	5.32048e+07	8.34803e+07	0.477224	0.00664442	0.000917916	0.0011966	0.000625922	0.0050862	0.0181745	0.0177601	0.0374245	0.0101158	0.00187881	0.0122527	0.0155175	0.090716	0.0245104	0.0448605	0.0313785	0.0580091	0.0881402	0.0441928	0.0233001	0.0390798	0.0208324	0.02127	0.0228193	0.0514834	0.0213712	0.000340525	0.00451291	0.0138225	0.0721767	0.0785942	0.00900504	0.0190069	0.00279701	0.217197	2.56561	0.144798	0.855202	0.80959	0.0186304	1.387038
31880	-4121.513	-4119.296	-2.216704	4.05224e+07	5.01339e+07	0.438601	0.0042157	0.00586516	0.00073941	0.000613238	0.0050862	0.0128652	0.0373323	0.0293668	0.00403093	0.00777075	7.54412e-05	0.0233696	0.106673	0.00231668	0.0655755	0.0297856	0.0476082	0.0641168	0.0546578	0.0455939	0.0122254	0.0354211	0.0074626	0.0232869	0.0267343	0.0160357	0.00442428	0.0042313	0.012393	0.0634863	0.101659	0.0686554	0.0179679	0.000421102	0.20436	2.59128	0.13624	0.86376	0.810038	0.0336244	1.380663
31890	-4125.677	-4125.909	0.2320323	9.11691e+07	7.73888e+06	0.364251	0.00137923	0.00253608	0.000449467	0.00157445	0.00235901	0.0120468	0.0205797	0.0254232	0.00340243	0.00135888	0.00395888	0.0189681	0.053348	0.035473	0.0725533	0.0321151	0.0470932	0.0877078	0.0226087	0.0311152	0.0176021	0.0158261	0.0224345	0.0190508	0.0320975	0.00410969	0.00443845	0.00488867	0.0216719	0.0511559	0.0589786	0.0749772	0.0101735	0.00218866	0.216686	2.56663	0.144457	0.855543	0.786695	0.0468405	1.179895
31900	-4127.137	-4128.239	1.101536	3.66198e+07	6.88634e+07	0.316673	0.00115618	0.00328376	0.00212026	0.000634362	0.00968019	0.0169644	0.017278	0.0225018	0.00745621	0.00100158	0.00335872	0.0221294	0.0988053	0.0369815	0.0864193	0.0460733	0.0455165	0.0989485	0.0282648	0.0367636	0.0056181	0.0249329	0.029316	0.0329422	0.0634466	0.00206552	0.0107053	0.0034592	0.0186845	0.0504955	0.080543	0.053853	0.0127628	0.00101285	0.285621	2.42876	0.190414	0.809586	0.786383	0.00654871	1.291848
31910	-4129.785	-4130.593	0.8077819	2.23697e+07	5.91825e+07	0.306525	0.00250135	0.00328376	0.00212026	0.00921244	0.00168949	0.0174157	0.0203711	0.0334108	0.00815297	0.00763788	0.0193187	0.0182235	0.0845852	0.032437	0.0572044	0.0314366	0.0446003	0.0648666	0.0256224	0.038868	0.00597929	0.0249329	0.0272915	0.0141483	0.0491221	0.00437799	0.00604409	0.00458752	0.0250817	0.0514614	0.072464	0.0452196	0.0121738	0.00210917	0.232474	2.53505	0.154983	0.845017	0.797594	0.000655754	1.174477
31920	-4122.79	-4122.461	-0.3288435	1.64565e+07	2.64566e+07	0.339212	0.00598376	0.00230799	0.000571613	0.000654264	0.00356968	0.0156812	0.0222941	0.0200908	0.00558818	0.0105554	0.00739259	0.0170052	0.102345	0.032437	0.0587711	0.0347038	0.0558634	0.082339	0.0270922	0.0413223	0.00602277	0.0184566	0.0178774	0.0250473	0.030663	0.0148126	0.00515552	0.0104349	0.016532	0.0577878	0.102995	0.0519165	0.0151456	0.017554	0.22873	2.54254	0.152487	0.847513	0.749555	0.0254826	1.276181
31930	-4113.894	-4113.826	-0.06735385	9.5193e+07	5.31535e+07	0.344236	0.0040838	0.00555869	0.00112363	0.00096302	0.00253247	0.0130532	0.0242807	0.0191889	0.00687528	0.00248582	0.0125731	0.018553	0.0774926	0.0289908	0.0435674	0.0376938	0.0523209	0.082339	0.0444886	0.0448522	0.0194395	0.018389	0.0324362	0.0217889	0.0322184	0.058415	0.00182714	0.0035439	0.0161421	0.0341324	0.0756303	0.0405367	0.00901435	0.00272426	0.223675	2.55265	0.149117	0.850883	0.764668	0.0265788	1.233491
31940	-4117.889	-4118.4	0.5114056	7.1764e+07	5.2442e+07	0.271024	0.00151506	0.00379891	0.00112363	0.000728354	0.00496753	0.0159059	0.0170943	0.0234597	0.00736527	0.00508065	0.00613538	0.0166882	0.0817678	0.0258203	0.0798677	0.0446222	0.0488456	0.0798805	0.0309507	0.0212473	0.0222431	0.0289224	0.0260239	0.0164079	0.0328586	0.0526574	0.00148231	0.000721719	0.0164326	0.033143	0.0855031	0.0381298	0.01235	0.00254448	0.218243	2.56351	0.145495	0.854505	0.725496	0.00288983	1.15731
31950	-4125.142	-4122.909	-2.233726	6.91266e+07	7.14628e+06	0.389802	0.00489645	0.00707973	0.000626413	0.00028157	0.00407479	0.0107559	0.0285815	0.037398	0.00340644	0.0118989	0.00301419	0.0132242	0.0816277	0.00102592	0.07116	0.0390148	0.0436726	0.08965	0.0144267	0.0478997	0.0276506	0.0202896	0.0442184	0.0292834	0.0579388	0.0946056	0.00132566	0.00189176	0.026002	0.0130002	0.0520052	0.0671214	0.0176412	0.00550977	0.198958	2.60208	0.132639	0.867361	0.769372	0.0465765	1.362001
31960	-4115.224	-4113.993	-1.230516	7.12509e+07	4.73122e+07	0.390794	0.000814239	0.00731683	0.000840752	0.000159844	0.00354871	0.0101872	0.0189828	0.037398	0.00318639	0.00462533	0.00871211	0.0144054	0.0897419	0.00860851	0.0616971	0.0261105	0.0469096	0.0747912	0.0627595	0.0344837	0.0067847	0.0247147	0.0261858	0.0301992	0.0412458	0.0207276	0.00132566	0.00370392	0.0171783	0.0152863	0.0662056	0.0669328	0.0127258	0.00677116	0.194932	2.61014	0.129955	0.870045	0.819116	0.0296619	1.246061
31970	-4122.278	-4123.819	1.540775	8.93661e+07	6.8814e+07	0.349783	0.0104928	0.00558694	0.0020937	0.000731812	0.00358487	0.0186122	0.032498	0.0334049	0.00322944	0.00837963	0.00817663	0.00573076	0.106645	0.00183764	0.068869	0.0498249	0.0412824	0.0747912	0.0205041	0.0349954	0.00590221	0.0212433	0.0191562	0.0253269	0.0522147	0.0367663	0.000420087	0.00012396	0.0161959	0.0456507	0.0447691	0.0331956	0.00976973	0.00243316	0.26447	2.47106	0.176314	0.823686	0.781303	0.0201337	1.194222
31980	-4125.101	-4125.584	0.4828953	1.02589e+07	5.04938e+07	0.365659	0.0055495	0.0105874	0.00411839	0.00146395	0.00375745	0.0186122	0.0278999	0.0351632	0.00122152	0.00815552	0.00803183	0.0147283	0.0891817	0.0283649	0.0558635	0.0420545	0.0577469	0.0598915	0.0353947	0.0229357	0.00431499	0.0183487	0.0228173	0.0257755	0.0691982	0.00765801	0.00108381	0.00011573	0.0135788	0.0615806	0.0673664	0.0391083	0.0168435	0.00535263	0.246449	2.5071	0.164299	0.835701	0.790283	0.0108406	1.249524
31990	-4124.116	-4123.816	-0.2995384	1.50347e+07	7.26281e+07	0.361473	0.000904708	0.0131204	0.00602685	0.0013133	0.00683917	0.0156063	0.0271381	0.0274531	0.00358319	0.00565853	0.00451273	0.0170692	0.0735401	0.0111169	0.0781392	0.0358109	0.0598628	0.070468	0.0237068	0.0483705	0.0112053	0.0208733	0.0266009	0.0257755	0.0460959	0.0230251	0.00121102	0.00544584	0.0198042	0.0541429	0.0644095	0.0379179	0.0150893	0.00271029	0.220483	2.55903	0.146989	0.853011	0.803367	0.0250512	1.246021
32000	-4114.28	-4114.463	0.1827373	8.59438e+07	7.02144e+07	0.352324	0.000983455	0.00839875	0.00185357	0.000300899	0.00274573	0.0165868	0.0257993	0.0317683	0.00255056	0.00586889	0.00695315	0.0154649	0.0791799	0.0118355	0.0669067	0.0469544	0.0399413	0.0797811	0.0469396	0.0390615	0.0274452	0.027132	0.019614	0.0244572	0.0215344	0.0322644	0.00291452	0.00053567	0.0169996	0.0188312	0.0612894	0.0135254	0.0106375	0.00304474	0.210315	2.57937	0.14021	0.85979	0.795049	0.026754	1.162424
32010	-4139.192	-4136.148	-3.04479	1.40459e+07	5.80483e+07	0.411937	0.000305838	0.00936794	0.00209409	0.00399243	0.0104303	0.0165184	0.03145	0.0367225	0.0125611	0.00712936	0.00854999	0.00960177	0.125958	0.0141036	0.0590679	0.0425312	0.0525295	0.108521	0.00876315	0.0528863	0.0506454	0.0252106	0.00642664	0.0337227	0.0238889	0.0896763	0.00146104	0.00570875	0.011413	0.0121369	0.113192	0.00877945	0.02043	0.000865525	0.19521	2.60958	0.13014	0.86986	0.813413	0.0233726	1.428579
32020	-4126.688	-4126.42	-0.2684919	2.63924e+06	9.25122e+07	0.367452	0.000601516	0.00569427	0.00139604	0.00755516	0.00544633	0.0197009	0.027803	0.0279327	0.00726234	0.0042819	0.00869248	0.00403816	0.0952118	0.0109424	0.0775536	0.0432307	0.0529313	0.0762358	0.0324249	0.0358094	0.0522937	0.0289518	0.0128248	0.0139006	0.0203123	0.0472871	0.00182891	0.00620256	0.017296	0.018843	0.0906011	0.00463445	0.0127834	0.00904765	0.222294	2.55541	0.148196	0.851804	0.815155	0.0466874	1.249004
32030	-4118.83	-4117.807	-1.023979	4.90449e+07	3.56741e+07	0.357983	0.00415524	0.00360763	0.000275015	0.000938425	0.00684216	0.0157989	0.0188095	0.0267201	0.00273318	0.00263799	0.0121985	0.00573666	0.079043	0.0168616	0.0546758	0.0432307	0.0562645	0.101672	0.045668	0.0349639	0.0545737	0.0311063	0.0332075	0.0189455	0.0462148	0.0510969	0.000551273	0.00057102	0.0218095	0.0270488	0.0626261	0.0039203	0.016258	0.00756469	0.205692	2.58862	0.137128	0.862872	0.804046	0.0104679	1.26631
32040	-4122.442	-4122.114	-0.3283672	6.71684e+07	9.60607e+07	0.414636	0.00255304	0.00478355	0.00153524	0.00223888	0.00317904	0.0148597	0.0305918	0.0254689	0.009628	0.00372149	0.00683897	0.014079	0.0864324	0.00507097	0.0805233	0.0467045	0.0421234	0.0881958	0.0380009	0.0536494	0.0206688	0.0235745	0.0140713	0.0163627	0.0568731	0.0193083	0.00433058	0.00338394	0.0103686	0.0494548	0.0650862	0.000504689	0.0180152	0.00769264	0.231345	2.53731	0.15423	0.84577	0.790279	0.0276049	1.28451
32050	-4136.445	-4133.605	-2.840056	6.69186e+07	6.76458e+07	0.390855	0.00234625	0.00379375	0.00199148	0.000567576	0.00249706	0.0199762	0.0289347	0.0366112	0.00324259	0.00510289	0.0129168	0.0150554	0.0932069	0.00298625	0.0959346	0.0503996	0.0829893	0.0542853	0.0638831	0.0391428	0.0668327	0.0161897	0.000846655	0.0169003	0.05891	0.1073	0.00341674	0.0139346	0.016727	0.0135266	0.0979707	0.00517846	0.00617133	0.00235285	0.20168	2.59664	0.134453	0.865547	0.803676	0.0204165	1.432977
32060	-4117.574	-4117.701	0.1263484	3.76702e+06	5.67547e+07	0.377371	0.00326939	0.00667002	0.00131	0.000246812	0.00481028	0.0193388	0.0304728	0.0206941	0.00541299	0.0115943	0.00751002	0.0176611	0.0640539	0.00922339	0.0576533	0.0289339	0.0522063	0.0897727	0.0385255	0.0431548	0.0559738	0.0217252	0.021185	0.0228716	0.0516402	0.0216673	0.00580205	0.00337256	0.0107115	0.0542292	0.0627284	0.0185615	0.00569321	0.000489895	0.233717	2.53257	0.155811	0.844189	0.773161	0.0042224	1.246536
32070	-4125.038	-4124.16	-0.8773562	2.03287e+07	8.51448e+07	0.418139	0.00578831	0.00282796	0.000204141	0.00053249	0.00698102	0.0135208	0.0208807	0.019684	0.00190031	0.00507925	0.00772792	0.0061915	0.100306	0.0236927	0.0441936	0.0320036	0.0662314	0.0868762	0.00842804	0.0432002	0.0445222	0.0277906	0.0255869	0.0213971	0.0266254	0.0260087	0.005863	0.00119872	0.0255095	0.0836397	0.0759145	0.0109223	0.0185198	0.00489147	0.22316	2.55368	0.148773	0.851227	0.794384	0.0392515	1.312779
32080	-4123.192	-4123.217	0.02544847	7.17128e+07	9.70288e+07	0.399284	0.000748153	0.00689808	6.8789e-06	0.00275189	0.00604085	0.0111344	0.0205145	0.0323573	0.00401996	0.00342875	0.00702318	0.0163786	0.0964525	0.0493186	0.0327613	0.062563	0.0575459	0.0849568	0.0103758	0.0456224	0.0601286	0.0249456	0.03789	0.0280355	0.031745	0.0178374	0.000356148	0.00528973	0.0238072	0.0479934	0.120047	0.00425649	0.00731439	0.00564046	0.271981	2.45604	0.181321	0.818679	0.773798	0.0493325	1.36547
32090	-4131.064	-4129.593	-1.470233	7.13853e+07	9.28484e+07	0.438906	0.00227372	0.00749742	0.00233224	0.00120799	0.00132369	0.00720338	0.0234382	0.0207961	0.00762764	0.00548729	0.00697172	0.0175974	0.101852	0.0138842	0.101848	0.0627817	0.0408264	0.0848053	0.027361	0.0731747	0.0541803	0.0246725	0.0321021	0.0322509	0.0560054	0.0747484	0.00384427	0.00324881	0.0166353	0.0368926	0.0650904	0.0102744	0.00788688	0.0061246	0.256351	2.4873	0.1709	0.8291	0.777427	0.0325364	1.473153
32100	-4131.35	-4130.655	-0.6951158	5.03908e+07	4.49917e+07	0.373112	0.00501467	0.00801584	0.000355945	0.000574359	0.00704692	0.00746606	0.0184686	0.0138099	0.00776537	0.0056425	0.00538225	0.0200554	0.0850783	0.031244	0.0347663	0.0469767	0.0423391	0.102111	0.0102108	0.0620966	0.031762	0.0326693	0.025381	0.0221817	0.0602422	0.0762543	0.000649903	0.0140359	0.0158464	0.0174237	0.0730388	0.00536977	0.017479	0.00415316	0.220022	2.55996	0.146681	0.853319	0.74932	0.0293435	1.284019
32110	-4126.349	-4124.177	-2.171897	5.47375e+06	8.28976e+07	0.441399	0.00231272	0.00593998	0.00017102	0.000574359	0.00623598	0.0132613	0.0269498	0.0273168	0.00628801	0.0056425	0.0141625	0.0212918	0.0867528	0.0177227	0.0426734	0.0303613	0.0544281	0.102575	0.0127077	0.0325622	0.0823628	0.0274264	0.0221448	0.0296871	0.0452135	0.0776451	0.000228994	0.000633264	0.0307299	0.0145284	0.0793942	0.00983393	0.00906386	0.00415316	0.206583	2.58683	0.137722	0.862278	0.722692	0.0370577	1.384374
32120	-4120.445	-4119.556	-0.8888596	2.14864e+07	5.97156e+06	0.359936	0.00789288	0.00077303	4.42045e-05	0.00199014	0.00499909	0.00990075	0.0288272	0.0326377	0.00628801	0.00648112	0.00272334	0.0218461	0.100335	0.0168723	0.0526299	0.0303613	0.0449757	0.0851352	0.037378	0.0333376	0.0597673	0.0175151	0.0183726	0.0228669	0.0464236	0.061661	0.000789137	0.00284602	0.0193234	0.00754284	0.0829892	0.00704976	0.0133464	0.00247848	0.204484	2.59103	0.136322	0.863678	0.821941	0.0278229	1.248337
32130	-4132.759	-4132.932	0.1734754	8.02422e+07	6.60959e+06	0.331365	0.00113626	0.00512506	0.000163704	0.0024263	0.000697855	0.0132489	0.0353502	0.0514342	0.00356756	0.00282386	0.00413764	0.0127179	0.105878	0.0118477	0.0571033	0.028232	0.0697589	0.0875061	0.0119985	0.055805	0.0345586	0.0281593	0.0314101	0.0164997	0.0259293	0.0178183	0.000789137	0.00324635	0.0292479	0.0570575	0.048532	0.016463	0.0148694	0.0149146	0.230559	2.53888	0.153706	0.846294	0.788446	0.00981622	1.231819
32140	-4132.081	-4133.1	1.018763	1.08544e+07	6.80032e+06	0.278759	0.00619869	0.00265257	0.000467676	0.00556205	0.00302902	0.0135373	0.0337957	0.0366663	0.00369191	0.0011579	0.0036989	0.0139774	0.0645701	0.0100707	0.066415	0.0408782	0.0392895	0.0925372	0.0143895	0.0290237	0.0704362	0.022986	0.044566	0.015265	0.0331005	0.0558507	0.00222103	0.0130838	0.0142079	0.0157475	0.096935	0.0421953	0.0146382	0.00934674	0.251634	2.49673	0.167756	0.832244	0.782476	0.0207576	1.210948
32150	-4122.949	-4123.076	0.1272259	2.44263e+07	2.96104e+06	0.337707	0.00543508	0.00425452	0.000983998	0.00528255	0.00289572	0.0145134	0.0242739	0.0209574	0.00548007	0.00349969	0.00216101	0.016012	0.0893027	0.0130395	0.0676763	0.0361017	0.0527806	0.116809	0.0195985	0.0448098	0.0594966	0.0227088	0.0397714	0.0244321	0.0298599	0.0455536	0.00396854	0.00633197	0.0176925	0.00845165	0.0548012	0.0154768	0.0103174	0.00634806	0.228176	2.54365	0.152118	0.847882	0.726956	0.0566657	1.228785
32160	-4125.958	-4127.276	1.318895	2.29562e+07	3.23623e+06	0.254096	0.00126096	0.00348805	0.000983998	0.00100861	0.00356094	0.0104293	0.0229445	0.0209574	0.00876285	0.00585089	0.00132761	0.0188106	0.0708403	0.0215241	0.0564753	0.0274653	0.0434021	0.100001	0.0125907	0.048705	0.0309065	0.0227088	0.0421767	0.0202964	0.063216	0.0599931	0.00269489	0.003203	0.0177428	0.0187878	0.11675	0.0327997	0.0120312	0.0138217	0.25541	2.48918	0.170274	0.829726	0.749713	0.0269471	1.191614
32170	-4122.625	-4121.801	-0.824035	1.81015e+07	1.10438e+07	0.407732	0.00844742	0.0026213	0.000177249	0.00234945	0.0029773	0.0181428	0.029828	0.0375366	0.00960517	0.0026756	0.000214306	0.0133152	0.0960432	0.0261459	0.0598852	0.0276301	0.049035	0.0929399	0.00593082	0.0470352	0.0309065	0.0308084	0.0421767	0.0210877	0.0376901	0.00877825	0.00465544	0.00485368	0.0195307	0.0457527	0.0840299	0.016758	0.0136876	0.00673353	0.223241	2.55352	0.148828	0.851172	0.785551	0.025198	1.307717
32180	-4127.625	-4125.883	-1.742378	6.44093e+07	2.0289e+06	0.358709	0.00603741	0.0063673	0.000667624	0.000946298	0.00158026	0.0145484	0.0126101	0.0335619	0.00387198	0.00929969	0.0046762	0.0354479	0.0885059	0.00652206	0.0563012	0.0219428	0.0590862	0.0632886	0.0413179	0.0380576	0.0600032	0.0302626	0.0441358	0.0250913	0.0211798	0.0493772	0.00465544	0.000933078	0.0195307	0.0144952	0.0723336	0.0233793	0.00922875	0.00278471	0.181157	2.63769	0.120771	0.879229	0.768729	0.0272135	1.240737
32190	-4128.099	-4126.757	-1.342082	5.13456e+07	9.95478e+07	0.271975	0.00373021	0.00285722	0.000942413	0.000465057	0.00923438	0.0163095	0.0239361	0.0201555	0.00587952	0.00244465	0.000992619	0.020899	0.117449	0.0147197	0.0489891	0.0267452	0.03767	0.0631283	0.0228627	0.0671791	0.024827	0.031091	0.043594	0.023002	0.0306026	0.0316501	0.000968205	0.00895534	0.0127755	0.0432747	0.0835724	0.00182364	0.0123592	0.00268144	0.165451	2.6691	0.110301	0.889699	0.820516	0.00563598	1.129742
32200	-4123.43	-4124.058	0.627977	1.58781e+07	7.4035e+07	0.368932	0.000711111	0.00474681	0.00166808	0.00130951	0.00965896	0.0100443	0.0379899	0.0231903	0.00587952	0.00755032	0.0051411	0.0144168	0.0810264	0.0105676	0.0666028	0.0582955	0.0318191	0.103449	0.0249554	0.0382396	0.0441136	0.0323798	0.0249882	0.0271565	0.0288179	0.0334995	0.000750761	0.00559539	0.0235001	0.0631377	0.0835724	0.0106484	0.00558314	0.00596049	0.268396	2.46321	0.17893	0.82107	0.777095	0.00122754	1.295897
32210	-4117.256	-4116.798	-0.4578823	9.53292e+06	7.2174e+07	0.398849	0.00179989	0.00244126	0.000215939	0.000327699	0.00541414	0.0130424	0.0351056	0.0302823	0.0046768	0.00539662	0.0126846	0.0123124	0.0965287	0.0179444	0.0764185	0.0407356	0.0528155	0.0646991	0.0115936	0.0382396	0.0261013	0.028415	0.0425963	0.0278033	0.0603512	0.0245912	0.00477589	0.00369136	0.0151328	0.0526671	0.106892	0.0129243	0.00823534	0.0047842	0.245389	2.50922	0.163593	0.836407	0.793342	0.00446512	1.340485
