Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	part_rate[1]	part_rate[2]	part_rate_mult[1]	part_rate_mult[2]	pinvar[1]	pinvar[2]	TL
10780	-4127.993	-4126.943	-1.049725	8.07075e+07	3.37038e+07	0.488869	0.00185836	0.00635688	0.000228611	0.00207156	0.00197861	0.0173667	0.0379316	0.0213626	0.00846302	0.00588179	0.00885127	0.00615546	0.089887	0.0333759	0.0763954	0.0535107	0.0561028	0.0679897	0.0461233	0.00635377	0.00559692	0.0251351	0.0111798	0.0241479	0.0298994	0.0428159	0.00136516	0.0475772	0.0177525	0.00065806	0.0838191	0.0537813	0.00590233	0.00655566	0.243243	2.51351	0.162162	0.837838	0.772826	0.0328495	1.393301
10790	-4130.156	-4130.148	-0.008718433	8.37474e+07	2483.69	0.314868	0.000616488	0.00781483	0.000452107	0.00185433	0.00539726	0.0181675	0.0216251	0.00614051	0.00629135	0.00476067	0.00155294	0.0189585	0.0817214	0.0233545	0.0568917	0.0363716	0.0936972	0.0827345	0.0368268	0.000254398	0.00914661	0.0185193	0.02328	0.0358702	0.0556182	0.0532212	0.000366031	0.0433568	0.0155719	0.0112403	0.0929828	0.0428667	0.0172874	0.0068581	0.229466	2.54107	0.152977	0.847023	0.744299	0.029859	1.246537
10800	-4132.034	-4134.133	2.098354	6.02249e+07	4.42602e+07	0.276493	0.00160662	0.0136229	0.000787243	0.0039387	0.000634435	0.00975053	0.0260836	0.0331589	0.00652976	0.00141645	0.00221695	0.0087268	0.0814154	0.026853	0.0427316	0.0373583	0.0548426	0.0573256	0.0315498	0.00407273	0.00922146	0.0125943	0.0327082	0.0277768	0.0253302	0.042753	0.000762997	0.0246718	0.0201028	0.00377843	0.0747634	0.0418552	0.0194587	0.00169016	0.236686	2.52663	0.15779	0.84221	0.799126	0.0557306	1.058582
10810	-4126.449	-4123.499	-2.950473	1.62056e+07	8.77665e+07	0.517984	0.00332594	0.00164439	0.00103171	0.000208058	0.00392618	0.0130074	0.0341467	0.021947	0.00361099	0.0104954	0.00136819	0.0162901	0.0952178	0.0238104	0.0993613	0.0572114	0.0546174	0.067011	0.071304	0.00268013	0.0185075	0.0240689	0.00567569	0.0260779	0.0439031	0.0583928	0.0010914	0.0401242	0.0176907	0.00694783	0.0841335	0.0227643	0.0194587	0.000986838	0.208725	2.58255	0.13915	0.86085	0.768316	0.0347695	1.470022
10820	-4122.132	-4120.648	-1.484125	1.66685e+07	6.84959e+07	0.451597	0.007238	0.00795274	3.61979e-05	6.23929e-05	0.00260637	0.018165	0.0215216	0.00951865	0.00679362	0.00282448	0.00592161	0.0132551	0.131567	0.0189666	0.0758156	0.0308505	0.0550438	0.0801957	0.0257527	0.00383719	0.0142972	0.0248386	0.00775995	0.0293385	0.0272178	0.0264182	0.00219447	0.0472296	0.0164771	0.0537751	0.0739116	0.0329472	0.0139063	0.000129176	0.213372	2.57326	0.142248	0.857752	0.78545	0.0287112	1.339962
10830	-4126.689	-4123.33	-3.358808	3.83345e+07	6.56782e+06	0.458666	0.00293427	0.00249406	0.000165842	0.0030874	0.00112295	0.0177358	0.0283472	0.0146535	0.0041612	0.00451316	0.00640437	0.0141122	0.101761	0.0254476	0.0610339	0.0193813	0.0846981	0.089634	0.0597328	0.00133214	0.0204456	0.0185424	0.0218869	0.0463682	0.0407178	0.0286539	0.00109805	0.0545489	0.0238285	0.0395055	0.0909284	0.0378433	0.022841	1.35744e-06	0.19234	2.61532	0.128227	0.871773	0.81622	0.0298487	1.448629
10840	-4123.67	-4123.053	-0.6170992	6.47506e+07	4.43474e+07	0.284147	0.00424513	0.00343521	0.000692646	0.00535444	0.0052625	0.015245	0.0275603	0.0270062	0.0069985	0.00451316	0.00419636	0.0216148	0.114834	0.0102078	0.0766244	0.0565691	0.0558911	0.0875234	0.0150144	0.00349584	0.0136668	0.0341649	0.0324972	0.0300376	0.026614	0.0514762	0.00101587	0.0345226	0.0207463	0.0097862	0.113033	0.0456315	0.0179701	0.000211992	0.215818	2.56836	0.143879	0.856121	0.791577	0.0282712	1.261806
10850	-4132.848	-4133.206	0.3589068	7.82537e+07	6.33059e+07	0.353804	0.00780232	0.00468653	0.0018948	0.000595399	0.0139826	0.0166948	0.0186292	0.0125735	0.00712833	0.00364295	0.00520928	0.0207958	0.104731	0.0133803	0.0430807	0.0263582	0.0280897	0.0835948	0.0295777	0.00272057	0.0182286	0.023901	0.0186934	0.0254251	0.0351054	0.0412468	0.00365514	0.0368794	0.014635	0.0429042	0.045951	0.049618	0.0168993	0.00211833	0.218733	2.56253	0.145822	0.854178	0.837751	0.0284278	1.174233
10860	-4115.105	-4116.01	0.9054105	1.15194e+07	7.46456e+07	0.362485	0.00394325	0.00836975	0.00137471	0.000300628	0.00334497	0.0166948	0.0132978	0.0323271	0.00230962	0.00777689	0.00520928	0.0137116	0.0903009	0.0149341	0.0581024	0.0307392	0.0537629	0.0782436	0.026391	0.00932658	0.0182286	0.0116058	0.00935028	0.0197996	0.0169467	0.0605958	0.000376306	0.036064	0.0238176	0.00700698	0.0790016	0.0625422	0.0139803	0.00184604	0.242014	2.51597	0.161342	0.838658	0.78555	0.0321269	1.194108
10870	-4121.907	-4122.937	1.029906	3.2705e+07	1.51969e+07	0.353493	0.00194265	0.00648722	0.00451087	0.00139856	0.00208575	0.0227517	0.0271038	0.0295855	0.00715935	0.00804178	0.00916174	0.0133662	0.0878346	0.00442291	0.0882287	0.0196765	0.031998	0.0654686	0.0200132	0.000105879	0.0184296	0.0213926	0.0122774	0.0165223	0.030259	0.0485504	0.00134271	0.0211585	0.0179909	0.0411508	0.0602831	0.0401292	0.0108351	0.00571453	0.232035	2.53593	0.15469	0.84531	0.760971	0.0422547	1.150873
10880	-4113.054	-4113.708	0.6545607	9.43374e+06	2.63853e+07	0.360583	0.00138225	0.00647688	0.000552225	0.000771459	0.0129844	0.0103322	0.0192345	0.0278235	0.00444914	0.00440533	0.00381982	0.0133029	0.0779263	0.00815632	0.0791814	0.0255085	0.0390405	0.0903425	0.0427309	0.00770516	0.0104574	0.0198669	0.0238219	0.0242025	0.0402699	0.0154591	0.00244001	0.0284057	0.019503	0.0459034	0.0611929	0.0378572	0.0113174	0.00173061	0.229132	2.54174	0.152755	0.847245	0.780688	0.0612905	1.179137
10890	-4138.486	-4137.696	-0.7905286	4.53431e+07	9.22637e+07	0.345945	0.00520646	0.00423284	0.00053672	0.00176095	0.00818369	0.016293	0.0247046	0.0207699	0.00526451	0.0105466	0.00398169	0.022541	0.0896613	0.0319857	0.0610312	0.0261945	0.0394195	0.0639499	0.0272673	0.000935646	0.0177593	0.0210942	0.0233124	0.021085	0.0336229	0.0394874	0.000316304	0.0359247	0.0246372	0.0328765	0.106115	0.078413	0.0154321	0.00238092	0.211188	2.57762	0.140792	0.859208	0.871329	0.0179866	1.262869
10900	-4121.422	-4120.237	-1.185346	2.51435e+06	9.82796e+07	0.480095	0.00188315	0.00579547	0.000372059	0.00202059	0.00349591	0.0198341	0.0252864	0.0399827	0.00532704	0.00716346	0.00636666	0.00705979	0.100182	0.0109182	0.0711194	0.0404378	0.0379754	0.0656764	0.0258706	0.00896547	0.0230261	0.0244945	0.0223894	0.0234366	0.0328223	0.0479681	0.00467153	0.0264256	0.0183812	0.0220046	0.0895841	0.0667048	0.0123078	0.00548788	0.236226	2.52755	0.157484	0.842516	0.764537	0.0471248	1.385531
10910	-4130.031	-4130.163	0.132043	8.16443e+07	726739	0.307793	0.00900012	0.00324182	0.00290418	0.00141339	0.00349591	0.0124902	0.0305692	0.0397762	0.00508574	0.000806819	0.00270707	0.0235551	0.0796615	0.00353782	0.0789621	0.0351291	0.0551375	0.0818391	0.0179094	0.0173282	0.00534053	0.00951437	0.0169348	0.0208126	0.0189108	0.0475414	0.00543605	0.03088	0.0185931	0.0367506	0.0980522	0.0381329	0.0122679	0.0133692	0.215239	2.56952	0.143493	0.856507	0.770827	0.042608	1.18488
10920	-4122.482	-4122.048	-0.4341072	2.14004e+07	9.14761e+07	0.312083	0.00541843	0.0023343	0.00192387	0.00219386	0.000832417	0.025628	0.0253629	0.025772	0.00490799	0.00471271	0.00236216	0.0235551	0.105594	0.00233267	0.0684813	0.0476692	0.0375157	0.0958459	0.043518	0.00117119	0.0109345	0.0214722	0.0281759	0.0251912	0.0498486	0.0475414	0.00305089	0.0279425	0.0229895	0.0219142	0.0768884	0.0484068	0.0189526	0.0187561	0.221017	2.55797	0.147345	0.852655	0.77111	0.0284005	1.26128
10930	-4132.462	-4132.143	-0.3186315	1.36518e+07	6.14628e+07	0.352144	0.00140767	0.00564696	0.00227542	0.00137859	0.00124664	0.0139668	0.0231374	0.0508226	0.00273459	0.00284726	0.00375294	0.00940842	0.0658294	0.0105212	0.0719325	0.0355189	0.0661775	0.129399	0.0295121	0.00677178	0.00675005	0.0174789	0.00817977	0.0169509	0.0442241	0.0341024	0.00115076	0.0195361	0.0207489	0.0593333	0.069127	0.0734828	0.0152654	0.0109716	0.231407	2.53719	0.154271	0.845729	0.778471	0.0134749	1.283734
10940	-4135.119	-4134.233	-0.885395	1.8166e+07	6.64796e+06	0.298434	0.00581569	0.00241894	0.000149975	0.000357311	0.00442897	0.0217266	0.0233467	0.035013	0.00260858	0.00599779	0.0110482	0.0100589	0.142394	0.0143981	0.0719325	0.0390853	0.0541676	0.0740695	0.030022	0.0125407	0.0011086	0.0356629	0.00909538	0.0236431	0.0320357	0.0129221	0.000687764	0.0116913	0.0177084	0.0380969	0.0970321	0.0378219	0.00804009	0.00118526	0.188737	2.62253	0.125825	0.874175	0.734729	0.0820831	1.186745
10950	-4123.618	-4123.931	0.3122433	1.75017e+07	5.16153e+07	0.376829	0.00085652	0.00618994	0.00415195	0.00271025	0.00508714	0.0140564	0.0176058	0.0352187	0.00634147	0.00271568	0.00195705	0.0163587	0.0720684	0.0057688	0.079008	0.0381804	0.049443	0.0718528	0.033057	0.00360543	0.0188894	0.023178	0.015709	0.0219325	0.061689	0.039988	0.00396407	0.0240293	0.0175241	0.0225982	0.0575533	0.0329649	0.0108304	0.00510671	0.22473	2.55054	0.14982	0.85018	0.778668	0.0132967	1.19902
10960	-4112.654	-4113.155	0.5006018	2.14796e+07	9.91745e+07	0.32788	0.0039247	0.00241873	0.000149445	0.0018852	0.00635684	0.0148493	0.0279368	0.0388526	0.00195248	0.00483402	0.00409077	0.0163587	0.114916	0.00413619	0.0885912	0.0360132	0.0477917	0.075393	0.0309769	0.00604276	0.0170522	0.0243751	0.0361214	0.0310559	0.0502443	0.0469751	0.000653211	0.0266066	0.0168901	0.0335762	0.0782934	0.0375402	0.0100693	0.000283471	0.25245	2.4951	0.1683	0.8317	0.779581	0.000540773	1.265088
10970	-4123.709	-4123.534	-0.1750414	3.30753e+07	8.40156e+07	0.371904	0.0039247	0.00161394	0.00168975	9.78487e-05	0.00594706	0.0169681	0.0249953	0.0180807	0.00373975	0.00226167	0.000460062	0.0225461	0.124298	0.0173429	0.0753203	0.0243944	0.0728242	0.0682629	0.0131056	0.0115092	0.0178917	0.0301374	0.0249963	0.0199735	0.0320083	0.0515312	0.00492026	0.0380555	0.0142275	0.0291523	0.0880512	0.0512662	0.0198007	0.00133683	0.242842	2.51432	0.161895	0.838105	0.798805	0.00200786	1.304636
10980	-4128.054	-4128.287	0.2332913	6.13239e+07	8.22005e+06	0.345309	0.00278126	0.00193613	0.000725045	0.00458249	0.00303423	0.0243004	0.0151754	0.0298491	0.00228795	0.0104032	0.00274514	0.019257	0.105428	0.0277461	0.0400593	0.0278106	0.0544543	0.0727289	0.0510208	0.00805585	0.0191948	0.0231038	0.0212107	0.0166948	0.0288387	0.0478135	0.00525111	0.0492534	0.0251765	0.0135681	0.0637143	0.0512662	0.0198007	0.00361364	0.234467	2.53107	0.156311	0.843689	0.729088	0.000615778	1.23819
10990	-4129.139	-4128.768	-0.3702472	2.57946e+07	9.06683e+07	0.365745	0.00797742	0.00255495	0.000922061	0.000686677	0.00384197	0.0199561	0.0292435	0.0455203	0.00565855	0.00228881	0.00639047	0.0136344	0.0998589	0.00729313	0.0745503	0.0357254	0.0463496	0.0450733	0.0539209	0.0193577	0.01531	0.0443622	0.0390777	0.0173814	0.0322482	0.0535067	0.00413178	0.0272998	0.018105	0.0348199	0.0561005	0.0290245	0.00633197	0.00442534	0.225156	2.54969	0.150104	0.849896	0.735917	0.000615778	1.268675
11000	-4133.754	-4135.453	1.699801	1.71371e+07	5.0063e+07	0.365667	0.00516351	0.00671237	0.00173447	0.00273384	0.00363542	0.0113403	0.0335751	0.0469352	0.00473314	0.00054738	0.00942764	0.0104531	0.0724876	0.0154438	0.0605998	0.038879	0.0328056	0.0533499	0.0361431	0.0112122	0.0144683	0.0266356	0.0233788	0.0287234	0.052317	0.0160379	0.000227037	0.0416795	0.0101104	0.0348199	0.095312	0.0284422	0.00727925	0.00613029	0.276339	2.44732	0.184226	0.815774	0.740712	0.000615778	1.209141
11010	-4127.248	-4128.083	0.8350795	8.67337e+07	5.173e+07	0.399471	0.00761624	0.00416612	0.00100769	0.00165941	0.00700344	0.0120762	0.0368404	0.0179873	0.00390861	0.00419141	0.00551124	0.0185132	0.0669884	0.0258835	0.0597383	0.038879	0.0471343	0.0820841	0.0283326	0.00062514	0.0151841	0.0162389	0.0144506	0.0389313	0.0339985	0.0106262	0.00267138	0.0416795	0.0150838	0.0469811	0.0991061	0.0238056	0.0146552	0.0106513	0.260359	2.47928	0.173573	0.826427	0.749981	0.0153913	1.253681
11020	-4125.359	-4125.519	0.1598631	5.77418e+07	8.4092e+07	0.298773	0.00310638	0.00166207	0.00169083	0.00430123	0.00700344	0.0112101	0.0101533	0.0340726	0.00258167	0.00480372	0.00226793	0.0136648	0.0941428	0.0235405	0.0476983	0.038879	0.037938	0.0829252	0.0330354	0.0096403	0.00910856	0.0254316	0.0211659	0.0261917	0.0276842	0.0160794	0.00299061	0.0416795	0.0126249	0.0430166	0.0786425	0.072406	0.0102982	0.00594207	0.207997	2.58401	0.138665	0.861335	0.834086	0.0186834	1.156352
11030	-4118.45	-4118.89	0.4400443	5.50034e+07	8.32961e+06	0.321216	0.00263893	0.00248809	8.16367e-05	0.00235046	0.00527679	0.0160756	0.0297448	0.0205812	0.00153414	0.000711731	0.00574222	0.0156652	0.0848523	0.0206828	0.0646644	0.0252324	0.0520157	0.0883513	0.0292756	0.00266261	0.045678	0.0201588	0.0175078	0.0204467	0.0259284	0.008927	0.00245591	0.0323211	0.0112785	0.0844986	0.0767671	0.0189577	0.00745378	0.00335552	0.219161	2.56168	0.146107	0.853893	0.777949	0.00367104	1.167579
11040	-4124.952	-4127.271	2.319531	6.64737e+07	9.5536e+07	0.382494	0.00165672	0.00540626	0.00139344	0.00229307	0.0101336	0.0102256	0.0177944	0.0215343	0.00963302	0.00289475	0.00518438	0.0164621	0.0702677	0.0211075	0.0606457	0.0319756	0.0382522	0.0694285	0.036178	0.000495049	0.0152967	0.023051	0.00919352	0.0218605	0.0337966	0.00541287	0.00463209	0.0437537	0.0196575	0.049162	0.0785118	0.046591	0.00670343	0.0071307	0.28988	2.42024	0.193254	0.806746	0.752274	0.0492661	1.180209
11050	-4116.062	-4115.614	-0.4478404	7.62658e+07	2.93116e+07	0.412549	0.00184498	0.00528083	0.000175351	0.000893988	0.00487497	0.015669	0.0318049	0.0343142	0.0039651	0.00366863	0.00542247	0.015228	0.0908263	0.00503115	0.0561875	0.0377782	0.0547908	0.0673437	0.0418238	0.00230399	0.00872795	0.0207742	0.0348213	0.0223555	0.037798	0.00389245	0.00809216	0.0269316	0.0188296	0.0616916	0.0650127	0.046591	0.00892917	0.0108373	0.222331	2.55534	0.148221	0.851779	0.797767	0.018343	1.267062
11060	-4118.35	-4120.186	1.836122	8.67251e+07	2.23047e+07	0.311063	0.00465677	0.0024271	0.000603593	0.000295743	0.00713768	0.0131758	0.0317594	0.0326441	0.00716628	0.00300999	0.00640091	0.0114626	0.0908263	0.0208136	0.0516124	0.0242709	0.0549468	0.0842673	0.0158394	0.00691525	0.0196101	0.0177293	0.0153396	0.0224927	0.0246849	0.00680625	0.00013762	0.0296618	0.0131518	0.0700626	0.0703431	0.038535	0.023227	0.000565214	0.253192	2.49362	0.168795	0.831205	0.803149	0.0188054	1.133642
11070	-4127.838	-4128.349	0.5106166	2.7409e+07	9.18078e+06	0.366959	0.0089963	0.0108038	0.0017696	0.000309597	0.00570316	0.0157377	0.0333345	0.0371709	0.00587403	0.00536277	0.00694125	0.0138264	0.0854907	0.0184351	0.0301887	0.0623491	0.0458399	0.0597928	0.0488529	0.00468729	0.00598109	0.0165933	0.0153396	0.0257195	0.060704	0.0492466	0.000441676	0.028589	0.0161902	0.0380457	0.0710066	0.0321027	0.0111955	0.00867216	0.246961	2.50608	0.16464	0.83536	0.762315	0.022314	1.248253
11080	-4134.165	-4133.658	-0.5068715	1.52889e+07	6.24253e+07	0.360256	0.00686097	0.00130562	0.000472152	0.0034209	0.0053047	0.0177813	0.0458878	0.0306896	0.00730626	0.00992792	0.00568423	0.0266863	0.106212	0.00575193	0.0485651	0.0418135	0.0450665	0.0760883	0.0536201	0.000241046	0.00946582	0.0168155	0.0256146	0.0214445	0.0306719	0.0274217	0.00456317	0.0283001	0.0126915	0.0964822	0.088332	0.0234355	0.0107125	0.00437734	0.230376	2.53925	0.153584	0.846416	0.755491	0.0402242	1.299271
11090	-4130.924	-4131.577	0.6526092	2.34332e+06	1.47542e+07	0.304635	0.00187196	0.00898805	0.00254187	0.00229769	0.00911631	0.0250743	0.0202855	0.0213664	0.00601137	0.00918153	0.00423938	0.012741	0.094968	0.00919488	0.0762359	0.0270289	0.0403032	0.0622694	0.0220308	0.00853335	0.0152779	0.0244296	0.0245823	0.0275625	0.0320251	0.0528799	0.00146919	0.0389272	0.0165737	0.0675103	0.0916414	0.0430326	0.0203991	0.00998634	0.247357	2.50529	0.164905	0.835095	0.744959	0.00774276	1.235212
11100	-4126.304	-4125.334	-0.9699846	6.77805e+07	1.74921e+07	0.372341	0.000958339	0.00924619	0.000966763	0.0027345	0.00280636	0.0256976	0.0292022	0.0114934	0.00335191	0.00693558	0.000974488	0.0156972	0.0824545	0.0111913	0.0661726	0.0448437	0.0348021	0.0918778	0.0559778	0.000702233	0.0266117	0.0149913	0.0142101	0.0310566	0.0236415	0.083461	0.00295276	0.0440247	0.0230798	0.0409717	0.117309	0.0433109	0.014661	0.00410556	0.233286	2.53343	0.155524	0.844476	0.800688	0.0165841	1.354814
11110	-4120.693	-4120.352	-0.3407332	3.63144e+07	4.55384e+07	0.398905	0.00250325	0.00607993	0.000261249	0.00354307	0.00463327	0.0223652	0.0217696	0.043342	0.00311979	0.00465391	0.0102059	0.0146859	0.129492	0.0133903	0.0521974	0.0418389	0.0426832	0.0850425	0.0293549	0.00562617	0.00398152	0.0221229	0.00879539	0.0210234	0.0260518	0.0501339	0.00470556	0.0394038	0.0187617	0.0256746	0.0778776	0.0469674	0.0125272	0.00551986	0.235637	2.52873	0.157091	0.842909	0.720815	0.0439551	1.29924
11120	-4123.135	-4124.949	1.813231	9.71273e+07	3.18744e+06	0.356493	0.00190675	0.00445576	0.0021913	0.000124742	0.00676179	0.015667	0.0346717	0.0297133	0.00475331	0.0053152	0.0136649	0.0176852	0.0759489	0.017521	0.0753596	0.0212104	0.071387	0.0633791	0.0178541	0.00962869	0.0149079	0.0157679	0.0278694	0.0176378	0.0371418	0.0240269	6.31948e-05	0.0203332	0.0176725	0.0306332	0.0624036	0.0560257	0.0142907	0.0142639	0.276709	2.44658	0.184473	0.815527	0.783988	0.0131971	1.198731
11130	-4114.998	-4114.678	-0.3199687	5.77726e+07	5.46851e+07	0.363379	0.00665066	0.00354521	0.000239722	0.000899265	0.00290636	0.0195063	0.0378018	0.0365898	0.00319576	0.0049117	0.00326048	0.0158902	0.0942512	0.00735044	0.0620649	0.0464904	0.047645	0.0820405	0.0477449	0.00407612	0.0146345	0.0194331	0.0282263	0.0342691	0.0356171	0.0269118	5.83438e-05	0.0290264	0.0209556	0.030855	0.0653053	0.0403291	0.0208475	0.00341853	0.224151	2.5517	0.149434	0.850566	0.812848	0.00599608	1.260328
11140	-4130.378	-4132.185	1.807537	2.3592e+07	1.65199e+07	0.264396	0.00212156	0.0110364	0.000373479	0.000379569	0.00573813	0.0166556	0.0244721	0.0197699	0.00166834	0.00521662	0.00388114	0.00756779	0.0913783	0.00738445	0.0535498	0.037383	0.0419488	0.0709929	0.023982	0.00552418	0.00403666	0.0228661	0.00767499	0.0342691	0.0554081	0.0303509	0.00779909	0.0456121	0.0248674	0.0314607	0.111574	0.0497593	0.0092457	0.00107274	0.251406	2.49719	0.167604	0.832396	0.780754	0.0274594	1.131418
11150	-4126.73	-4125.531	-1.199004	7.27128e+06	4.22469e+07	0.355891	0.0142089	0.00309973	2.57197e-06	0.00343631	0.00298801	0.0166271	0.0257214	0.0418595	0.00464519	0.00848781	0.00220651	0.0128421	0.0886228	0.0209423	0.0718416	0.0428315	0.0565901	0.0955272	0.0261018	0.00700345	0.00839535	0.0137184	0.0138543	0.0201136	0.0336826	0.0461143	0.000112794	0.0208586	0.0168558	0.0434691	0.062216	0.0507949	0.023811	0.0114494	0.201164	2.59767	0.134109	0.865891	0.832746	0.0414375	1.266923
11160	-4136.112	-4136.304	0.1913459	1.80498e+07	4.14724e+07	0.355891	0.00258101	0.0049964	0.00406075	0.00166858	0.00443962	0.00754028	0.0235875	0.0425547	0.0111041	0.00308321	0.00348938	0.0156541	0.0652462	0.00533938	0.0742929	0.0216026	0.0561134	0.063361	0.0156912	0.000704625	0.000298985	0.0364241	0.0325249	0.0211279	0.0183959	0.0224799	0.00351086	0.0321133	0.0158272	0.0471212	0.0900616	0.0342549	0.00949167	0.00171682	0.206665	2.58667	0.137777	0.862223	0.662662	0.0453743	1.148351
11170	-4126.463	-4123.383	-3.080185	7.04411e+06	9.95398e+07	0.453218	0.00380835	0.0049964	0.0010004	0.000419503	0.00932695	0.0183447	0.0258525	0.0276053	0.010581	0.00281554	0.00526471	0.00611067	0.104905	0.0294692	0.0807055	0.0423475	0.0482882	0.0692678	0.0242589	0.00230713	0.01505	0.0186425	0.0260309	0.03092	0.0369353	0.0854068	0.00160226	0.0288711	0.0313679	0.0117836	0.0700674	0.0440855	0.0153893	0.00119244	0.184392	2.63122	0.122928	0.877072	0.779405	0.0308439	1.388238
11180	-4139.045	-4135.526	-3.51932	7.78753e+06	8.05352e+07	0.400335	0.00264004	0.00668434	0.00242113	0.00247582	0.00716239	0.0268832	0.0258525	0.0503072	0.00992845	0.00671993	0.00345903	0.0202257	0.155099	0.00818209	0.097103	0.0304224	0.0622495	0.0863954	0.0498731	0.00342865	0.0363575	0.0229152	0.0243495	0.0372719	0.0314595	0.0661127	0.0143081	0.0273428	0.0111335	0.00351544	0.0774565	0.0121656	0.00785486	0.000121763	0.183931	2.63214	0.12262	0.87738	0.822814	0.00763533	1.430213
11190	-4120.606	-4120.512	-0.0943988	8.40688e+07	2.34512e+07	0.361053	0.00145122	0.00396728	0.000134172	0.00190793	0.00309931	0.0202497	0.040567	0.0255813	0.00445492	0.00212305	0.0034762	0.0147053	0.140755	0.000715155	0.0665323	0.0327453	0.0535418	0.100226	0.0160708	0.00482121	0.0507002	0.0235965	0.0165361	0.0286316	0.044902	0.0187724	0.000367294	0.0393267	0.0200022	0.0743336	0.069489	0.0108214	0.017282	0.00571794	0.250375	2.49925	0.166917	0.833083	0.803	0.0259302	1.318657
11200	-4122.234	-4123.729	1.494661	8.10793e+06	6.04317e+06	0.306723	0.00208075	0.00608064	0.00323587	0.000691104	0.0026992	0.0133546	0.0215135	0.0140555	0.00772273	0.00198974	0.00337871	0.0158107	0.0878235	0.0126002	0.0935221	0.0366824	0.0600464	0.0953852	0.0216495	0.00226865	0.03017	0.0126784	0.0427345	0.0255406	0.029425	0.0622465	0.00152202	0.0374479	0.0311227	0.0157238	0.0809601	0.00978987	0.023092	0.0098164	0.273163	2.45367	0.182108	0.817892	0.784198	0.0221377	1.221584
11210	-4117.051	-4117.179	0.1286238	5.15066e+07	2.9908e+07	0.311401	0.001205	0.00385904	0.000592694	0.000580241	0.0122223	0.0149929	0.0345347	0.0350605	0.011709	0.00507225	0.00337871	0.0162194	0.0614265	0.00239136	0.0712347	0.0270192	0.0475914	0.0706625	0.0269909	0.00960797	0.0527817	0.0259928	0.0283823	0.0297022	0.0449401	0.0627323	0.000731154	0.0321911	0.0156092	0.00728808	0.0817143	0.00870529	0.0144829	0.000393871	0.211876	2.57625	0.14125	0.85875	0.811619	0.00344124	1.173399
11220	-4131.095	-4131.858	0.7634117	3.3613e+07	160956	0.324811	0.00227389	0.00479028	0.00100634	0.000352848	0.00525164	0.0149929	0.0482283	0.0440522	0.00766902	0.0016075	0.00120084	0.0194588	0.11186	0.0184919	0.0943581	0.0433382	0.0475914	0.0675634	0.0371728	0.0131838	0.0475297	0.0183898	0.0126541	0.0339294	0.0676647	0.041363	0.00666656	0.0217297	0.0148847	0.0245738	0.0591661	0.00358175	0.00755623	0.00563301	0.265452	2.4691	0.176968	0.823032	0.759761	0.0189338	1.274578
11230	-4114.854	-4114.521	-0.3326632	5.34877e+07	4.19307e+07	0.371121	0.00605152	0.0051082	0.00363569	0.00144427	0.00279054	0.0199292	0.0181284	0.0223658	0.00669226	0.00242662	0.00693148	0.0208304	0.0911951	0.0104933	0.0743203	0.053824	0.0606092	0.0512599	0.0327709	0.00367923	0.0544944	0.022649	0.0277569	0.0266637	0.0193103	0.041363	0.00116587	0.0392432	0.0124629	0.0451345	0.0861122	0.0182966	0.011029	0.00152009	0.22757	2.54486	0.151714	0.848286	0.786785	0.00744712	1.272809
11240	-4119.863	-4119.413	-0.4498396	5.3307e+07	9.74898e+07	0.368435	0.00432962	0.00561333	0.00013196	0.00571089	0.00483282	0.0100786	0.0330838	0.0361694	0.00408801	0.00392144	0.000569594	0.0201347	0.0871278	0.00844125	0.0637379	0.0320804	0.0543407	0.0634591	0.0804394	0.0048827	0.042913	0.0182227	0.0250272	0.026367	0.0410125	0.0398779	0.00948629	0.0252025	0.0107828	0.0313712	0.0754311	0.00657903	0.0118558	0.00536015	0.220497	2.55901	0.146998	0.853002	0.785955	0.0152667	1.261098
11250	-4128.804	-4130.248	1.443765	1.66199e+07	8.27239e+07	0.292238	0.00196746	0.0125698	0.00061666	0.00571201	0.00323892	0.0110675	0.0330838	0.0325989	0.00970139	0.00869078	0.00307059	0.017906	0.0766586	0.00575118	0.0729585	0.0410824	0.0324668	0.0733093	0.0317588	0.00388544	0.0365129	0.0220399	0.0246824	0.0170209	0.039703	0.078694	0.00190809	0.0300112	0.0193327	0.00720645	0.0854009	0.0176834	0.0121377	0.00872817	0.252669	2.49466	0.168446	0.831554	0.792292	0.0486221	1.171394
11260	-4130.303	-4129.215	-1.088059	6.9279e+07	8.92812e+07	0.396372	0.0101917	0.0053603	0.000988344	0.00159778	0.00586962	0.01374	0.0244565	0.0329641	0.00809435	0.0091081	0.00100199	0.029258	0.087291	0.0013004	0.0699067	0.0253318	0.0509367	0.063907	0.0312119	0.00213611	0.0524394	0.0197139	0.0408744	0.0197022	0.0551009	0.0406595	0.00569687	0.0455609	0.00785174	0.018319	0.0884247	0.0019475	0.0149253	0.00745968	0.21037	2.57926	0.140247	0.859753	0.819162	0.0350957	1.289701
